phase,method,condition,seed,target_crossed,target_reached,actual_crossing_time,T_reach,final_theta_deg,final_theta_error_signed_deg,planner_success,planner_status,planner_solve_time_s,planner_iterations,planned_alpha_peak,planned_crossing_time,planner_terminal_crossing_margin_deg,planner_F_tan_margin,planner_F_rad_margin,planner_delta_r_margin,planner_omega_margin,tracker_solver_success_count,tracker_solver_failure_count,tracker_solver_failure_rate,fallback_count,fallback_rate,tracker_solve_time_mean,tracker_solve_time_max,tracking_error_mean,tracking_error_max,alpha_abs_mean,alpha_abs_p95,alpha_abs_p99,alpha_abs_max,alpha_p95_severity,alpha_p99_severity,alpha_max_severity,alpha_violation_duration_s,alpha_integrated_violation,alpha_clipped_max,raw_omega_p95,raw_omega_max,delta_r_violation_count,delta_r_violation_max,force_violation_count,force_violation_max,action_magnitude_mean,action_magnitude_max,action_total_variation,runtime_s
phase2_regression,baseline_cem,noise_bias,101,True,True,2.899999999999982,2.899999999999982,90.00075257261395,0.0007525728944950219,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.6531448732702336,6.716548019105369,9.441022725487704,1.05,2.1204163529362585,8.9580381145165,nan,nan,0,nan,0,nan,nan,nan,0.16955955192759165,49.29531075000705
phase2_regression,nmpc_base,noise_bias,101,True,True,2.1799999999999975,2.1799999999999975,90.08852576919472,0.08852576947527255,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,73,0,0.0,0,0.0,0.07363298168499183,0.13591933299903758,nan,nan,nan,nan,nan,nan,2.8348711653156107,3.591795795415364,3.8673674527277297,0.25,0.414521246622131,3.8037845623446165,nan,nan,0,nan,0,nan,nan,nan,0.08157591689484621,10.020966292009689
phase2_regression,nmpc_crossing_weighted,noise_bias,101,True,True,1.260000000000001,1.260000000000001,90.06405230246263,0.0640523027431717,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,42,0,0.0,0,0.0,0.04143955357133001,0.06447195798682515,nan,nan,nan,nan,nan,nan,1.5259244205848097,23.882835346629875,24.87957039753513,0.09,0.9737643103678753,24.046473167876766,nan,nan,0,nan,0,nan,nan,nan,0.2144624288633237,2.8024520420003682
phase2_regression,oracle_planner_nmpc_tracker,noise_bias,101,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.05751083399809431,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.019443829093540633,0.05284066600142978,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.871840042003896
phase2_regression,oracle_planner_nmpc_tracker_with_cem_fallback,noise_bias,101,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.057895416000974365,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.019993334273918705,0.05421645799651742,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.8924998750007944
phase2_regression,baseline_cem,noise_bias,102,True,True,2.4199999999999924,2.4199999999999924,90.14481588359665,0.1448158838771993,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.107905944679129,8.06598664932187,10.533720161500707,0.99,2.3634795873554215,10.130680065593584,nan,nan,0,nan,0,nan,nan,nan,0.20518650611881084,41.02866954100318
phase2_regression,nmpc_base,noise_bias,102,True,True,2.010000000000001,2.010000000000001,90.0785728303243,0.07857283060485488,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,67,0,0.0,0,0.0,0.07262114367105497,0.12603837500500958,nan,nan,nan,nan,nan,nan,2.8968443878409618,3.4789226598814396,3.6721902505707638,0.7000000000000001,0.48738615672923535,3.604391134398907,nan,nan,0,nan,0,nan,nan,nan,0.09437506709959505,9.203217791000498
phase2_regression,nmpc_crossing_weighted,noise_bias,102,True,True,1.280000000000001,1.280000000000001,90.28872652909443,0.2887265293749896,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,43,0,0.0,0,0.0,0.040674102745766126,0.06603200000245124,nan,nan,nan,nan,nan,nan,1.8257333701161602,20.130810926951877,21.0556477766415,0.17,0.9795321401370438,20.29334397398983,nan,nan,0,nan,0,nan,nan,nan,0.210292128982273,2.8773083750129445
phase2_regression,oracle_planner_nmpc_tracker,noise_bias,102,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.05709233299421612,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.020457333388845273,0.07426516599662136,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.9223915829934413
phase2_regression,oracle_planner_nmpc_tracker_with_cem_fallback,noise_bias,102,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.058095832995604724,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.020463661599679592,0.06622329200035892,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.9300297080044402
phase2_regression,baseline_cem,noise_bias,103,True,True,1.430000000000001,1.430000000000001,90.2720892481514,0.27208924843195487,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.408051226117628,6.677834782438988,6.914333087723797,0.74,2.0723806371194264,6.7448780994424755,nan,nan,0,nan,0,nan,nan,nan,0.273283908295306,24.124057291992358
phase2_regression,nmpc_base,noise_bias,103,True,True,2.1399999999999983,2.1399999999999983,90.0731605151992,0.07316051547975869,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,72,0,0.0,0,0.0,0.06412025165122436,0.11374304199125618,nan,nan,nan,nan,nan,nan,2.8537386839999828,3.543957583693149,3.788012264393073,0.26,0.40620444780683335,3.7227139421876316,nan,nan,0,nan,0,nan,nan,nan,0.08323791890143047,8.796627292002086
phase2_regression,nmpc_crossing_weighted,noise_bias,103,True,True,1.260000000000001,1.260000000000001,90.00803700883509,0.008037009115633329,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,42,0,0.0,0,0.0,0.0361889791661053,0.061505459001637064,nan,nan,nan,nan,nan,nan,0.018910003368532328,23.194458938804427,24.176024255032775,0.07,0.9315608612507528,23.35581763721078,nan,nan,0,nan,0,nan,nan,nan,0.2169708216181303,2.6462978750059847
phase2_regression,oracle_planner_nmpc_tracker,noise_bias,103,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.053881541010923684,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.016930363617575495,0.04630591699969955,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.7161848340037977
phase2_regression,oracle_planner_nmpc_tracker_with_cem_fallback,noise_bias,103,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.053954707997036166,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.01732020684332468,0.04626429198833648,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.728027374992962
phase2_regression,baseline_cem,stronger_noise,101,True,True,2.3599999999999937,2.3599999999999937,91.2331822312785,1.2331822315590488,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.078817734101087,57.78210193699709,63.174010723020984,1.16,6.421732142089293,62.09663160378631,nan,nan,0,nan,0,nan,nan,nan,0.2879627721444173,39.544442290993175
phase2_regression,nmpc_base,stronger_noise,101,True,True,2.259999999999996,2.259999999999996,90.18433012623063,0.1843301265111789,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,76,0,0.0,0,0.0,0.07191583760543022,0.22659745800774544,nan,nan,nan,nan,nan,nan,2.2134573728939215,3.430440359417686,3.7271105907991204,0.41000000000000003,0.4763860204656169,3.6604959417287706,nan,nan,0,nan,0,nan,nan,nan,0.104549447701423,10.647560124998563
phase2_regression,nmpc_crossing_weighted,stronger_noise,101,True,True,1.260000000000001,1.260000000000001,90.08651295309127,0.08651295337181927,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,42,0,0.0,0,0.0,0.039446886905352585,0.07379091701295692,nan,nan,nan,nan,nan,nan,5.312210803882435,25.44899329374248,26.479879413554148,0.14,1.1115920643081831,25.61771098880281,nan,nan,0,nan,0,nan,nan,nan,0.2526931153258892,2.8121657500014408
phase2_regression,oracle_planner_nmpc_tracker,stronger_noise,101,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.053822832996957004,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.01734127544198621,0.0458510419994127,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.7337169160018675
phase2_regression,oracle_planner_nmpc_tracker_with_cem_fallback,stronger_noise,101,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.05355879200214986,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.01770226946356097,0.060544291001860984,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.7377562079927884
phase2_regression,baseline_cem,stronger_noise,102,True,True,2.629999999999988,2.629999999999988,90.00360485815519,0.003604858435730091,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.55970363909739,11.932834366148457,14.085473515820265,1.09,2.9250941316396317,14.010363397857386,nan,nan,0,nan,0,nan,nan,nan,0.20174590034115078,44.68286870799784
phase2_regression,nmpc_base,stronger_noise,102,True,True,1.9300000000000015,1.9300000000000015,90.25850253913588,0.2585025394164273,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,65,0,0.0,0,0.0,0.06838307493823008,0.24907204099872615,nan,nan,nan,nan,nan,nan,2.8467594033386563,3.124251526278,3.321230096163567,0.92,0.6097851129000934,3.2458766233051586,nan,nan,0,nan,0,nan,nan,nan,0.1285401331555085,8.47926458400616
phase2_regression,nmpc_crossing_weighted,stronger_noise,102,True,True,1.310000000000001,1.310000000000001,90.13731736790649,0.137317368187046,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,44,0,0.0,0,0.0,0.042389091840794375,0.10086774999217596,nan,nan,nan,nan,nan,nan,2.971310255848919,17.95179783215585,18.842968880099004,0.26,1.100000552294551,18.122520236825302,nan,nan,0,nan,0,nan,nan,nan,0.24162618117551146,3.1221910000022035
phase2_regression,oracle_planner_nmpc_tracker,stronger_noise,102,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.05491966700355988,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.018017316092334302,0.04600370899424888,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.7637809159932658
phase2_regression,oracle_planner_nmpc_tracker_with_cem_fallback,stronger_noise,102,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.06024566700216383,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.01793513711671166,0.04728279198752716,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.762652707999223
phase2_regression,baseline_cem,stronger_noise,103,True,True,1.6600000000000013,1.6600000000000013,90.01532700667498,0.015327006955536671,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.4810411627410485,6.51386101173968,6.763758587438609,0.79,1.9509077951670803,6.6014395279249936,nan,nan,0,nan,0,nan,nan,nan,0.23520515848797133,28.247280292009236
phase2_regression,nmpc_base,stronger_noise,103,True,True,2.1899999999999973,2.1899999999999973,90.0467607907493,0.04676079102984891,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,73,0,0.0,0,0.0,0.0699527116852401,0.1750256669911323,nan,nan,nan,nan,nan,nan,2.7867539455741808,3.3178911016219987,3.55866699666191,0.43,0.5139953674382656,3.488420126306206,nan,nan,0,nan,0,nan,nan,nan,0.10033529187776492,9.463266917009605
phase2_regression,nmpc_crossing_weighted,stronger_noise,103,True,True,1.260000000000001,1.260000000000001,90.18624293615404,0.18624293643459713,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,42,0,0.0,0,0.0,0.04165354466767028,0.07752283399167936,nan,nan,nan,nan,nan,nan,1.411388084569353,24.076198628695096,25.07718866158982,0.21,1.0303282540900662,24.24047310623647,nan,nan,0,nan,0,nan,nan,nan,0.26027200406328954,2.935098374990048
phase2_regression,oracle_planner_nmpc_tracker,stronger_noise,103,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.05768762499792501,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.017633327476370288,0.04763954099325929,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.747620709007606
phase2_regression,oracle_planner_nmpc_tracker_with_cem_fallback,stronger_noise,103,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.056549999993876554,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.017602890181669228,0.05572370799200144,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.7361597919953056
phase2_regression,baseline_cem,larger_target_angle,101,True,True,3.189999999999976,3.189999999999976,105.02269683510373,0.02269683510372419,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.060426922653126,10.030291326606125,12.124461834116115,1.54,4.114211820124866,11.915245920154812,nan,nan,0,nan,0,nan,nan,nan,0.26106078118503495,53.37650045900955
phase2_regression,nmpc_base,larger_target_angle,101,True,True,2.3299999999999943,2.3299999999999943,105.00667471805053,0.006674718050526466,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,78,0,0.0,0,0.0,0.0672786912182346,0.16578629201103467,nan,nan,nan,nan,nan,nan,1.1179684181764944,3.128980897913621,3.3080523191887714,0.2,0.38027341214800686,3.232413182246715,nan,nan,0,nan,0,nan,nan,nan,0.07145059985870372,10.003553625007044
phase2_regression,nmpc_crossing_weighted,larger_target_angle,101,True,True,1.480000000000001,1.480000000000001,105.27062561736882,0.2706256173688172,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,50,0,0.0,0,0.0,0.03256601083936403,0.05930058400554117,nan,nan,nan,nan,nan,nan,0.03944365754050366,21.971100322352942,23.06191925084701,0.09,0.915227218154794,22.26223305923666,nan,nan,0,nan,0,nan,nan,nan,0.17776163030174696,2.913531583006261
phase2_regression,oracle_planner_nmpc_tracker,larger_target_angle,101,True,True,1.8500000000000014,1.8500000000000014,105.04558527558802,0.045585275588009885,True,Solve_Succeeded,0.06058179099636618,14,2.9667725104261526,1.7999999999999998,0.03849411871731721,27.87985555275365,0.6064617573152178,0.04726703798853643,0.013590902031601848,185,0,0.0,0,0.0,0.019882226546571867,0.06692808300431352,0.040843997698799414,0.11668773332267424,1.3744040290984885,3.005559282546777,3.128928511977736,3.2062931510737678,0.006692191500017652,0.12892851197773605,0.20629315107376778,0.1,0.00969003264369375,0.13429312755652,1.1887983405628417,1.1911932764386735,0,0.0,0,0.0,4.043973707832892,7.154511156152508,16.593677266461896,1.9616898750100518
phase2_regression,oracle_planner_nmpc_tracker_with_cem_fallback,larger_target_angle,101,True,True,1.8500000000000014,1.8500000000000014,105.04558527558802,0.045585275588009885,True,Solve_Succeeded,0.05888224999944214,14,2.9667725104261526,1.7999999999999998,0.03849411871731721,27.87985555275365,0.6064617573152178,0.04726703798853643,0.013590902031601848,185,0,0.0,0,0.0,0.019128018739079503,0.04717991698998958,0.040843997698799414,0.11668773332267424,1.3744040290984885,3.005559282546777,3.128928511977736,3.2062931510737678,0.006692191500017652,0.12892851197773605,0.20629315107376778,0.1,0.00969003264369375,0.13429312755652,1.1887983405628417,1.1911932764386735,0,0.0,0,0.0,4.043973707832892,7.154511156152508,16.593677266461896,1.9289599159965292
phase2_regression,baseline_cem,larger_target_angle,102,True,True,5.769999999999921,5.769999999999921,105.03408476414113,0.03408476414111345,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.924974339427655,11.622852815747754,13.041465954135415,2.71,7.448023187352255,12.653503977885407,nan,nan,0,nan,0,nan,nan,nan,0.261378458278993,96.39743912499398
phase2_regression,nmpc_base,larger_target_angle,102,True,True,2.3299999999999943,2.3299999999999943,105.00667471805053,0.006674718050526466,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,78,0,0.0,0,0.0,0.06438273448703768,0.1301241249893792,nan,nan,nan,nan,nan,nan,1.1179684181764944,3.128980897913621,3.3080523191887714,0.2,0.38027341214800686,3.232413182246715,nan,nan,0,nan,0,nan,nan,nan,0.07145059985870372,9.658501084006275
phase2_regression,nmpc_crossing_weighted,larger_target_angle,102,True,True,1.480000000000001,1.480000000000001,105.27062561736882,0.2706256173688172,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,50,0,0.0,0,0.0,0.033858729080529885,0.06276524999702815,nan,nan,nan,nan,nan,nan,0.03944365754050366,21.971100322352942,23.06191925084701,0.09,0.915227218154794,22.26223305923666,nan,nan,0,nan,0,nan,nan,nan,0.17776163030174696,2.9713925830001244
phase2_regression,oracle_planner_nmpc_tracker,larger_target_angle,102,True,True,1.8500000000000014,1.8500000000000014,105.04558527558802,0.045585275588009885,True,Solve_Succeeded,0.060282917009317316,14,2.9667725104261526,1.7999999999999998,0.03849411871731721,27.87985555275365,0.6064617573152178,0.04726703798853643,0.013590902031601848,185,0,0.0,0,0.0,0.021360453405351428,0.08236808399669826,0.040843997698799414,0.11668773332267424,1.3744040290984885,3.005559282546777,3.128928511977736,3.2062931510737678,0.006692191500017652,0.12892851197773605,0.20629315107376778,0.1,0.00969003264369375,0.13429312755652,1.1887983405628417,1.1911932764386735,0,0.0,0,0.0,4.043973707832892,7.154511156152508,16.593677266461896,2.0679680419998476
phase2_regression,oracle_planner_nmpc_tracker_with_cem_fallback,larger_target_angle,102,True,True,1.8500000000000014,1.8500000000000014,105.04558527558802,0.045585275588009885,True,Solve_Succeeded,0.062262459003250115,14,2.9667725104261526,1.7999999999999998,0.03849411871731721,27.87985555275365,0.6064617573152178,0.04726703798853643,0.013590902031601848,185,0,0.0,0,0.0,0.019398774049398992,0.04708375000336673,0.040843997698799414,0.11668773332267424,1.3744040290984885,3.005559282546777,3.128928511977736,3.2062931510737678,0.006692191500017652,0.12892851197773605,0.20629315107376778,0.1,0.00969003264369375,0.13429312755652,1.1887983405628417,1.1911932764386735,0,0.0,0,0.0,4.043973707832892,7.154511156152508,16.593677266461896,1.9559243340045214
phase2_regression,baseline_cem,larger_target_angle,103,True,True,2.9399999999999813,2.9399999999999813,105.23123390632138,0.23123390632137233,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.929639341239676,9.160465201372817,18.174457297196312,1.23,3.5959694483569535,17.476332393773465,nan,nan,0,nan,0,nan,nan,nan,0.2617245938574266,48.89910958299879
phase2_regression,nmpc_base,larger_target_angle,103,True,True,2.3299999999999943,2.3299999999999943,105.00667471805053,0.006674718050526466,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,78,0,0.0,0,0.0,0.07621980717951186,0.1476323330134619,nan,nan,nan,nan,nan,nan,1.1179684181764944,3.128980897913621,3.3080523191887714,0.2,0.38027341214800686,3.232413182246715,nan,nan,0,nan,0,nan,nan,nan,0.07145059985870372,10.899621042000945
phase2_regression,nmpc_crossing_weighted,larger_target_angle,103,True,True,1.480000000000001,1.480000000000001,105.27062561736882,0.2706256173688172,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,50,0,0.0,0,0.0,0.03526490750082303,0.06377162499120459,nan,nan,nan,nan,nan,nan,0.03944365754050366,21.971100322352942,23.06191925084701,0.09,0.915227218154794,22.26223305923666,nan,nan,0,nan,0,nan,nan,nan,0.17776163030174696,3.0638287080073496
phase2_regression,oracle_planner_nmpc_tracker,larger_target_angle,103,True,True,1.8500000000000014,1.8500000000000014,105.04558527558802,0.045585275588009885,True,Solve_Succeeded,0.06185804099368397,14,2.9667725104261526,1.7999999999999998,0.03849411871731721,27.87985555275365,0.6064617573152178,0.04726703798853643,0.013590902031601848,185,0,0.0,0,0.0,0.02188524842707478,0.05378550000023097,0.040843997698799414,0.11668773332267424,1.3744040290984885,3.005559282546777,3.128928511977736,3.2062931510737678,0.006692191500017652,0.12892851197773605,0.20629315107376778,0.1,0.00969003264369375,0.13429312755652,1.1887983405628417,1.1911932764386735,0,0.0,0,0.0,4.043973707832892,7.154511156152508,16.593677266461896,2.12086262498633
phase2_regression,oracle_planner_nmpc_tracker_with_cem_fallback,larger_target_angle,103,True,True,1.8500000000000014,1.8500000000000014,105.04558527558802,0.045585275588009885,True,Solve_Succeeded,0.06154804100515321,14,2.9667725104261526,1.7999999999999998,0.03849411871731721,27.87985555275365,0.6064617573152178,0.04726703798853643,0.013590902031601848,185,0,0.0,0,0.0,0.022163416184028735,0.05172412500542123,0.040843997698799414,0.11668773332267424,1.3744040290984885,3.005559282546777,3.128928511977736,3.2062931510737678,0.006692191500017652,0.12892851197773605,0.20629315107376778,0.1,0.00969003264369375,0.13429312755652,1.1887983405628417,1.1911932764386735,0,0.0,0,0.0,4.043973707832892,7.154511156152508,16.593677266461896,2.127930707996711
phase2_regression,baseline_cem,parameter_mismatch_low_k,101,True,True,2.299999999999995,2.299999999999995,90.14464595424174,0.14464595452228254,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.212267437651404,5.940068822202717,6.337202478634854,0.97,2.0459169427491113,6.230038842255983,nan,nan,0,nan,0,nan,nan,nan,0.19767809240654285,38.89054224999563
phase2_regression,nmpc_base,parameter_mismatch_low_k,101,True,True,2.1799999999999975,2.1799999999999975,90.00141496793164,0.0014149682121850967,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,73,0,0.0,0,0.0,0.0722497688211287,0.13796024999464862,nan,nan,nan,nan,nan,nan,2.8048450405531686,3.1542134413020544,3.319635503995192,0.29,0.38207168627927507,3.2442463840560727,nan,nan,0,nan,0,nan,nan,nan,0.06886005403672078,9.992717582994374
phase2_regression,nmpc_crossing_weighted,parameter_mismatch_low_k,101,True,True,1.290000000000001,1.290000000000001,90.26343833792072,0.26343833820127,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,43,0,0.0,0,0.0,0.044603792627999926,0.1456810840027174,nan,nan,nan,nan,nan,nan,0.019786745671659643,21.9517412321238,22.924326091892603,0.07,0.9115585319838158,22.12713349766812,nan,nan,0,nan,0,nan,nan,nan,0.19047552859256842,3.1153225830057636
phase2_regression,oracle_planner_nmpc_tracker,parameter_mismatch_low_k,101,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.05996387499908451,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.020687699138825125,0.06061333300021943,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.9312638340052217
