method,condition,seed,call_type,step,t,state_source,parameter_source,state_theta,state_omega,state_r,state_r_dot,param_m,param_k,param_b_r,controller_object_id,tracker_object_id,run_instance,plan_X_object_id,plan_U_object_id,action_F_tan,action_F_rad,solver_success,solver_status,tracker_predicted_alpha,tracker_constraint_slack
oracle_planner_tracker,clean,101,tracker,114,1.1400000000000008,true,true,1.1951857107707013,1.0377480010415774,0.338418183437006,-0.006223910010727968,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,2.5549316446115444,0.003674427099633099,True,Solve_Succeeded,-0.935250679498297,9.098067698310364e-05
oracle_planner_tracker,clean,101,tracker,117,1.1700000000000008,true,true,1.2257859226167707,1.0096903560235024,0.3382389202346239,-0.005771174388025727,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,2.331459190493778,0.003418535631734715,True,Solve_Succeeded,-1.0467540333563563,9.101381864537678e-05
oracle_planner_tracker,clean,101,tracker,120,1.2000000000000008,true,true,1.2554964048192,0.9782873489152782,0.33807317574263046,-0.005314677311314362,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,2.1138093319041618,0.0032247078832567237,True,Solve_Succeeded,-1.1439153664970836,9.105000781429849e-05
oracle_planner_tracker,clean,101,tracker,123,1.2300000000000009,true,true,1.2842238655212985,0.9439692493202713,0.3379210590306425,-0.00485589337395126,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,1.903335393149836,0.0030821188948390397,True,Solve_Succeeded,-1.225158395022911,9.10797178306275e-05
oracle_planner_tracker,clean,101,tracker,126,1.260000000000001,true,true,1.3118885538399019,0.9072136300386185,0.33778259910575303,-0.004398751596480788,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,1.7009268457038507,0.0029812945556410655,True,Solve_Succeeded,-1.2912269913661234,9.10973758347087e-05
oracle_planner_tracker,clean,101,tracker,129,1.290000000000001,true,true,1.3384246202945966,0.8684757574321638,0.3376576786216548,-0.0039489747888293925,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,1.5064040942807966,0.0029135787359240955,True,Solve_Succeeded,-1.349095556930676,9.110405027231321e-05
oracle_planner_tracker,clean,101,tracker,132,1.320000000000001,true,true,1.3637766255199946,0.8280016716204868,0.3375459882237413,-0.0035136448529303204,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,1.3210087504076748,0.002872460601868343,True,Solve_Succeeded,-1.394916451959527,9.111019613426437e-05
oracle_planner_tracker,clean,101,tracker,135,1.350000000000001,true,true,1.387898196381069,0.78615283726092,0.3374470058778063,-0.003098988000335145,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,1.1445962723206695,0.002851373326101138,True,Solve_Succeeded,-1.4336462571468627,9.111612023173479e-05
oracle_planner_tracker,clean,101,tracker,138,1.380000000000001,true,true,1.410751487726522,0.7431420197163523,0.33736005503753536,-0.0027093800148954915,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,0.9773014892523442,0.002844277978688185,True,Solve_Succeeded,-1.4673936715877653,9.112181284449283e-05
oracle_planner_tracker,clean,101,tracker,141,1.410000000000001,true,true,1.432304032677978,0.6991187196307336,0.33728433976588673,-0.002348211028284811,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,0.8192223795178019,0.002846670250911658,True,Solve_Succeeded,-1.4978775691301904,9.112727263711534e-05
oracle_planner_tracker,clean,101,tracker,144,1.440000000000001,true,true,1.4525270326556303,0.654180867096605,0.3372189804275793,-0.0020175615865402558,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,0.6703486502722102,0.0028552910470356725,True,Solve_Succeeded,-1.5270404605604657,9.112335600505472e-05
oracle_planner_tracker,clean,101,tracker,147,1.470000000000001,true,true,1.4713937186762074,0.6083681127149767,0.33716305188708634,-0.0017183448626457475,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,0.5305855170540908,0.0028675688789716485,True,Solve_Succeeded,-1.5569913923371481,9.110740710178774e-05
oracle_planner_tracker,clean,101,tracker,150,1.500000000000001,true,true,1.4888775377281716,0.5616568317143045,0.33711561381486066,-0.001450619103509346,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,0.3998157367054594,0.0028813528927644017,True,Solve_Succeeded,-1.5897082015152795,9.10826335577603e-05
oracle_planner_tracker,clean,101,tracker,153,1.5300000000000011,true,true,1.5049503243917044,0.5139640603812352,0.3370757332054197,-0.0012137771442359147,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,0.2779672428811223,0.002895251208255144,True,Solve_Succeeded,-1.6267194993669485,9.103987597444167e-05
oracle_planner_tracker,clean,101,tracker,156,1.5600000000000012,true,true,1.5195807337730152,0.4651609731630055,0.33704250372400796,-0.0010065879030547965,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,0.1650714009353925,0.0029096103226813295,True,Solve_Succeeded,-1.6688505296764227,9.098842396344462e-05
oracle_planner_tracker,clean,101,tracker,159,1.5900000000000012,true,true,1.5327331919541625,0.4150939843659681,0.33701506497381767,-0.0008271832804345375,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,0.06129892405246945,0.002927463249348522,True,Solve_Succeeded,-1.7161003789787614,9.094498263699977e-05
oracle_planner_tracker,clean,101,tracker,162,1.6200000000000012,true,true,1.5443675324173314,0.36360953391889755,0.3369926216169131,-0.0006730882056516966,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,-0.03302973618217541,0.0029538538510650455,True,Solve_Succeeded,-1.767655572975239,9.093160160945983e-05
oracle_planner_tracker,clean,101,tracker,165,1.6500000000000012,true,true,1.5544393669107466,0.31057846556100704,0.33697445963491485,-0.0005413608232016449,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,-0.11745141614810707,0.0029921362495927686,True,Solve_Succeeded,-1.8219779077909135,9.094939137799438e-05
oracle_planner_tracker,clean,101,tracker,168,1.6800000000000013,true,true,1.5629011450955788,0.25591777034560076,0.3369599560210504,-0.00042884638724956947,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,-0.1913735525333799,0.00303879390721977,True,Solve_Succeeded,-1.8768931173313335,9.099033388707829e-05
oracle_planner_tracker,clean,101,tracker,171,1.7100000000000013,true,true,1.5697038239552843,0.19960967030335308,0.33694858044840686,-0.0003324290890872312,1.2,450.0,18.0,4865732720,4865736272,oracle_planner_tracker-1783953972764505000-4865732720,4865848880,4865848976,-0.2540812489897853,0.003082805910857288,True,Solve_Succeeded,-1.929602829921694,9.104079918779913e-05
state_error_only,clean,101,planner,0,0.0,estimated,true,0.12,0.0,0.35,0.0,1.2,450.0,18.0,4866052480,4866056608,state_error_only-1783953975461807000-4866052480,,,,,,,,
state_error_only,clean,101,tracker,0,0.0,estimated,true,0.12,0.0,0.35,0.0,1.2,450.0,18.0,4866052480,4866056608,state_error_only-1783953975461807000-4866052480,4865845808,4865845712,6.981327164880451,0.10672206607901952,True,Solve_Succeeded,2.905703438484257,9.10395217997167e-05
state_error_only,clean,101,tracker,3,0.03,estimated,true,0.12137748442190516,0.08662607359727745,0.349536028279474,-0.023245925910487884,1.2,450.0,18.0,4866052480,4866056608,state_error_only-1783953975461807000-4866052480,4865845808,4865845712,7.064467238159494,0.09623925857972124,True,Solve_Succeeded,2.903899993803528,9.104475426540295e-05
state_error_only,clean,101,tracker,6,0.060000000000000005,estimated,true,0.12531046202864474,0.17368838436570389,0.3488742263724425,-0.018270187921687216,1.2,450.0,18.0,4866052480,4866056608,state_error_only-1783953975461807000-4866052480,4865845808,4865845712,7.094758789376159,0.08354163474709764,True,Solve_Succeeded,2.897667992781091,9.104353238091572e-05
state_error_only,clean,101,tracker,9,0.09,estimated,true,0.13183624814912878,0.26063472395919157,0.3484657696688104,-0.009075712322371613,1.2,450.0,18.0,4866052480,4866056608,state_error_only-1783953975461807000-4866052480,4865845808,4865845712,7.102144290118711,0.04139337566751447,True,Solve_Succeeded,2.8582132674653926,9.120944632293767e-05
state_error_only,clean,101,tracker,12,0.11999999999999998,estimated,true,0.14094862057033586,0.34639378577805185,0.34826137008104496,-0.004869003961515189,1.2,450.0,18.0,4866052480,4866056608,state_error_only-1783953975461807000-4866052480,4865845808,4865845712,7.115316525767216,0.06788633370542596,True,Solve_Succeeded,2.8698694170821475,9.103708886507298e-05
state_error_only,clean,101,tracker,15,0.15,estimated,true,0.15263323598545797,0.4325073270012081,0.348160978402867,-0.002485714898921021,1.2,450.0,18.0,4866052480,4866056608,state_error_only-1783953975461807000-4866052480,4865845808,4865845712,7.128218915383617,0.04625848901258967,True,Solve_Succeeded,2.8901181263502536,9.102443220255784e-05
state_error_only,clean,101,tracker,18,0.18000000000000002,estimated,true,0.1669089611811582,0.5192134853400677,0.3480674115542103,-0.003777200996793816,1.2,450.0,18.0,4866052480,4866056608,state_error_only-1783953975461807000-4866052480,4865845808,4865845712,7.13020133691798,0.0640003802264408,True,Solve_Succeeded,2.829776240278485,9.104705817543249e-05
state_error_only,clean,101,tracker,21,0.21000000000000005,estimated,true,0.1837521259494221,0.6041153646381078,0.3479445462790241,-0.00456015420919279,1.2,450.0,18.0,4866052480,4866056608,state_error_only-1783953975461807000-4866052480,4865845808,4865845712,7.133905107691034,0.0652775216389302,True,Solve_Succeeded,2.8092444824877014,9.104024025913891e-05
state_error_only,clean,101,tracker,24,0.24000000000000007,estimated,true,0.20312679748273776,0.6884021644033995,0.34778902243152443,-0.005823410997970202,1.2,450.0,18.0,4866052480,4866056608,state_error_only-1783953975461807000-4866052480,4865845808,4865845712,7.1463041177039175,0.06846360548926256,True,Solve_Succeeded,2.8691094607884216,9.102105183706803e-05
state_error_only,clean,101,tracker,27,0.2700000000000001,estimated,true,0.22504928393600812,0.7744901308667015,0.34759618420134913,-0.007010548475132878,1.2,450.0,18.0,4866052480,4866056608,state_error_only-1783953975461807000-4866052480,4865845808,4865845712,7.139957755901723,0.059798657779911085,True,Solve_Succeeded,2.838828769629091,9.148361031623978e-05
state_error_only,clean,101,tracker,30,0.3000000000000001,estimated,true,0.2495320900107634,0.8596758667925932,0.3473644905217621,-0.008326900996488038,1.2,450.0,18.0,4866052480,4866056608,state_error_only-1783953975461807000-4866052480,4865845808,4865845712,7.120959850476888,0.05299035809611201,True,Solve_Succeeded,2.7683971014016504,9.131429794703202e-05
state_error_only,clean,101,tracker,33,0.3300000000000001,estimated,true,0.2765286856774622,0.9427607211850872,0.3470978580100336,-0.009366900517979103,1.2,450.0,18.0,4866052480,4866056608,state_error_only-1783953975461807000-4866052480,4865845808,4865845712,7.082991551842006,0.04701556918625897,True,Solve_Succeeded,2.630669943273034,9.121671231126106e-05
state_error_only,clean,101,tracker,36,0.36000000000000015,estimated,true,0.3059451285107247,1.0217309526717204,0.3468044619290102,-0.010173679040742907,1.2,450.0,18.0,4866052480,4866056608,state_error_only-1783953975461807000-4866052480,4865845808,4865845712,7.0271027247060305,0.04113491304462823,True,Solve_Succeeded,2.4437408032866945,9.114406396999576e-05
state_error_only,clean,101,tracker,39,0.3900000000000002,estimated,true,0.3376361353086445,1.0951156986426416,0.3464888007137916,-0.010898659766910113,1.2,450.0,18.0,4866052480,4866056608,state_error_only-1783953975461807000-4866052480,4865845808,4865845712,6.903014850537288,0.035316685433067256,True,Solve_Succeeded,1.880523752248764,9.107979835915225e-05
state_error_only,clean,101,tracker,42,0.4200000000000002,estimated,true,0.37126490906891874,1.1516338626273532,0.3461557162686518,-0.011455536021968315,1.2,450.0,18.0,4866052480,4866056608,state_error_only-1783953975461807000-4866052480,4865845808,4865845712,6.6795772896034515,0.031039771581987886,True,Solve_Succeeded,0.746404645237364,9.104092948723408e-05
state_error_only,clean,101,tracker,45,0.45000000000000023,estimated,true,0.4060692022038583,1.1741653726037875,0.3458113294761541,-0.0118391443365183,1.2,450.0,18.0,4866052480,4866056608,state_error_only-1783953975461807000-4866052480,4865845808,4865845712,6.517501640898179,0.02820666921251032,True,Solve_Succeeded,0.13602573824777292,9.103210597422189e-05
state_error_only,clean,101,tracker,48,0.48000000000000026,estimated,true,0.4412708933261063,1.178422931918607,0.3454475661758102,-0.012630593444033923,1.2,450.0,18.0,4866052480,4866056608,state_error_only-1783953975461807000-4866052480,4865845808,4865845712,6.411890512428212,0.026334335727996424,True,Solve_Succeeded,-0.013624505081133442,9.102479935752428e-05
