target_q2_deg,status,direct_mechanism,q2_gain_deg,q2_target_error_deg,peak_interaction_force_n,rest_bed_force_n,final_bed_force_n,maximum_sleeve_deformation_mm,final_ee_error_mm,protective_stop
5.0,FAIL,bed_constrained_cartesian_load_path_drives_knee_extension_rom_stop,-0.7644213150451815,5.051359025551321,34.25212302686983,62.961641906024596,26.49220889073638,0.039170558647922155,37.80990831074877,True
