method,input_source,condition,seed,step,timestamp,m_hat,k_hat,b_r_hat,true_m,true_k,true_b_r,valid_samples,residual_norm,robust_scale_json,jacobian_rank,singular_values_json,minimum_singular_value,condition_number,covariance_diag_json,correlation_matrix_json,m_std,k_std,b_r_std,bound_hit,update_magnitude,optimizer_converged,optimizer_status,optimizer_message,optimizer_iterations,regressor_max_abs_correlation,locally_distinguishable,low_excitation,F_tan_std,F_rad_std,theta_std,omega_std,r_std,r_dot_std
windowed_nls_current,true_state_diagnostic,clean,101,170,1.7,1.2000757735967222,450.6391554548378,17.33678438396418,1.2,450.0,18.0,70,0.00033721728159492187,"[1.0,1.0,1.0,1.0]",3,"[0.6646662772489994,0.3472718540098044,0.010237538120430533]",0.010237538120430533,400.776954943286,"[1.4003937161501538e-09,0.0007245103958025754,0.00014836236995207768]","[[0.9999999999999999,0.44699397875497565,-0.03509283766871236],[0.44699397875497565,1.0000000000000002,-0.43202731767494545],[-0.03509283766871236,-0.43202731767494545,1.0]]",3.74218347512539e-05,0.026916730778506058,0.01218040926866079,False,0.23265990386787255,True,1,`gtol` termination condition is satisfied.,3,0.44699397875497565,True,False,1.3538370440300833,0.1147072143772987,0.23784162996608643,0.04506707852562048,0.0019263670539710585,0.003547029618480601
windowed_nls_current,true_state_diagnostic,clean,101,180,1.8,1.200061042863472,450.49211585799674,17.37667663129977,1.2,450.0,18.0,70,0.00024915328193691604,"[1.0,1.0,1.0,1.0]",3,"[0.6717930674982845,0.3256197990224516,0.008046718757557672]",0.008046718757557672,424.8002444714833,"[9.984288341022112e-10,0.0003741805080038035,8.408830472333397e-05]","[[0.9999999999999998,0.5564030996542453,-0.026266992276161343],[0.5564030996542453,1.0,-0.37085509127732763],[-0.026266992276161343,-0.37085509127732763,1.0]]",3.15979245220665e-05,0.019343745966172207,0.009169967542109076,False,0.152354962681438,True,1,`gtol` termination condition is satisfied.,3,0.5564030996542453,True,False,1.5164020922836237,0.10033889442259754,0.2323633456350293,0.13844753246741984,0.001650107543388439,0.0028622379869918035
windowed_nls_current,true_state_diagnostic,clean,101,190,1.9000000000000001,1.2000512993062804,450.37544415388913,17.40342887970129,1.2,450.0,18.0,70,0.00019960459477630862,"[1.0,1.0,1.0,1.0]",3,"[0.6871593410858106,0.28748403534496514,0.006735064543110432]",0.006735064543110432,452.65503238681384,"[8.922973999638784e-10,0.0002506595289253107,5.499437749388036e-05]","[[1.0,0.6696249377078816,-0.019119533992664424],[0.6696249377078816,0.9999999999999998,-0.29174194587794733],[-0.019119533992664424,-0.29174194587794733,1.0]]",2.9871347474860895e-05,0.01583223069959855,0.007415819408122097,False,0.11969949636003323,True,1,`gtol` termination condition is satisfied.,3,0.6696249377078816,True,False,1.5408932711502408,0.08212192644340281,0.21817551158800055,0.23972488345835125,0.0013923363686672997,0.0025363535460799316
windowed_nls_current,true_state_diagnostic,clean,101,200,2.0,1.2000376394758672,450.27773869344895,17.423259586577675,1.2,450.0,18.0,70,0.0001689318226244072,"[1.0,1.0,1.0,1.0]",3,"[0.7047581275276004,0.240129049455646,0.005895670155223314]",0.005895670155223314,480.966151180259,"[9.577567144161029e-10,0.00021272187861821478,3.980776119508977e-05]","[[1.0000000000000002,0.7743558759989926,-0.01099806267708654],[0.7743558759989926,0.9999999999999999,-0.20551014101840698],[-0.01099806267708654,-0.20551014101840698,1.0]]",3.094764473132168e-05,0.01458498812540534,0.006309339204313695,False,0.09969761341996053,True,1,`gtol` termination condition is satisfied.,3,0.7743558759989926,True,False,1.4383936319826771,0.0516275755326405,0.19483609076312974,0.3136373103690388,0.0011673817130114087,0.002405369214914326
windowed_nls_current,true_state_diagnostic,clean,101,210,2.1,1.200027912448717,450.20433811224353,17.44191396160696,1.2,450.0,18.0,70,0.0001610391504173122,"[1.0,1.0,1.0,1.0]",3,"[0.7212649874310259,0.1891108352055007,0.005807610227808503]",0.005807610227808503,504.2167885513507,"[1.4322639010234652e-09,0.00026679232910944804,3.621798017597871e-05]","[[1.0,0.8609719021052454,-0.005611237090219877],[0.8609719021052454,1.0,-0.13226876673559923],[-0.005611237090219877,-0.13226876673559923,1.0]]",3.7845262596835885e-05,0.016333778776187954,0.006018137600286214,False,0.07573394961073691,True,1,`gtol` termination condition is satisfied.,3,0.8609719021052454,True,False,1.2362462438327613,0.02923762814594453,0.16437205757571266,0.35412439810014534,0.0009374613952419362,0.002592509368245803
windowed_nls_current,true_state_diagnostic,clean,101,220,2.2,1.200011910349882,450.1437689131154,17.456189276663103,1.2,450.0,18.0,70,0.0001390313733527459,"[1.0,1.0,1.0,1.0]",3,"[0.7350933490629009,0.13817224371045742,0.00514503748691897]",0.00514503748691897,527.4011786117695,"[1.99276028332615e-09,0.0003277075252625039,2.7189536959691205e-05]","[[1.0,0.9250746303053108,-3.0326828914780908e-05],[0.9250746303053108,0.9999999999999999,-0.07345694513604337],[-3.0326828914780908e-05,-0.07345694513604337,1.0]]",4.464034367392516e-05,0.0181026938675575,0.005214358729478746,False,0.062228713300533575,True,1,`gtol` termination condition is satisfied.,2,0.9250746303053108,True,False,0.9599650554918975,0.019836111686308857,0.12998464656596062,0.35914154611927257,0.0007108572002504778,0.0024030807359523092
windowed_nls_current,true_state_diagnostic,clean,101,230,2.3000000000000003,1.19999106744892,450.09439293997247,17.467885359642608,1.2,450.0,18.0,70,0.00012444873108308558,"[1.0,1.0,1.0,1.0]",3,"[0.7461290527805279,0.09112728883633679,0.004706073510025982]",0.004706073510025982,545.624546789978,"[3.492081299670849e-09,0.0005306568386876318,2.1878794141875205e-05]","[[1.0,0.965807219068079,0.003983307494253552],[0.965807219068079,1.0,-0.03328297135023842],[0.003983307494253552,-0.03328297135023842,1.0000000000000002]]",5.90938347010147e-05,0.023035990073961045,0.004677477326708832,False,0.050742344400944495,True,1,`gtol` termination condition is satisfied.,2,0.965807219068079,True,False,0.6186038096937965,0.018893889146534653,0.09614675969964398,0.314611557601661,0.0004990194770597153,0.0022574132637882536
windowed_nls_current,true_state_diagnostic,clean,101,240,2.4,1.1999777099476505,450.0537889271974,17.475534508438308,1.2,450.0,18.0,70,9.989632097916857e-05,"[1.0,1.0,1.0,1.0]",3,"[0.7548627455950836,0.06235421202740919,0.003832447427627877]",0.003832447427627877,562.5551496946429,"[4.310968756646107e-09,0.0006324208801001721,1.4201654590519948e-05]","[[0.9999999999999998,0.9824132543661724,0.00468399637654338],[0.9824132543661724,1.0,-0.013081488396468296],[0.00468399637654338,-0.013081488396468296,1.0]]",6.565796796007403e-05,0.025147979642511486,0.003768508271255345,False,0.04131822248306698,True,1,`gtol` termination condition is satisfied.,2,0.9824132543661724,True,False,0.39944431866498614,0.0134735905601081,0.06909936918787994,0.22703530517003526,0.00029448564139684344,0.0019010637581394197
windowed_nls_current,true_state_diagnostic,clean,101,250,2.5,1.1999899593957912,450.02870116992096,17.477957897760962,1.2,450.0,18.0,70,5.6100782371458934e-05,"[1.0,1.0,1.0,1.0]",3,"[0.7600717007494786,0.04609135561603694,0.0021622635742798977]",0.0021622635742798977,576.015894916926,"[2.1350788950452486e-09,0.00030803493430191817,4.523662355531869e-06]","[[1.0,0.9889185678181098,0.0021982232481896403],[0.9889185678181098,1.0000000000000002,-0.005327079666088228],[0.0021982232481896403,-0.005327079666088228,1.0]]",4.620691393119918e-05,0.017550924029860027,0.0021268903017155985,False,0.0252045339377441,True,1,`gtol` termination condition is satisfied.,2,0.9889185678181098,True,False,0.2913088766230543,0.008765011533176065,0.050380461648099145,0.15270737587749914,0.0001460764567427203,0.0010960629496064695
windowed_nls_current,true_state_diagnostic,clean,101,260,2.6,1.2000035801417293,450.0147502994936,17.478554849717803,1.2,450.0,18.0,70,2.7828730724090877e-05,"[1.0,1.0,1.0,1.0]",3,"[0.7625807360679789,0.03501212518046854,0.001073833927888076]",0.001073833927888076,581.8584268374019,"[7.388485288392794e-10,0.0001057083139799859,1.1170332386067313e-06]","[[1.0,0.9921506982087802,0.0005912030195804643],[0.9921506982087802,1.0000000000000002,-0.002039917035315141],[0.0005912030195804643,-0.002039917035315141,1.0000000000000002]]",2.7181768317003944e-05,0.010281454857168118,0.0010568979319720193,False,0.013963642893064288,True,1,`gtol` termination condition is satisfied.,2,0.9921506982087802,True,False,0.22731869789680076,0.007671950530341696,0.03751262239900477,0.10960351474795141,6.416713127998533e-05,0.0005531984981143045
windowed_nls_current,true_state_diagnostic,clean,101,270,2.7,1.2000083331287148,450.0084356041691,17.47870177251111,1.2,450.0,18.0,70,1.3803747827793758e-05,"[1.0,1.0,1.0,1.0]",3,"[0.763612320724205,0.025909626069818302,0.0005327426647499939]",0.0005327426647499939,583.93804613307,"[2.422586185489018e-10,3.4526721139086896e-05,2.750748818611322e-07]","[[0.9999999999999998,0.9941149212418096,0.00016667635914268392],[0.9941149212418096,1.0,-0.0007358853440147498],[0.00016667635914268392,-0.0007358853440147498,1.0]]",1.5564659281490934e-05,0.005875944276376938,0.0005244758162786271,False,0.0063164060935826,True,1,`gtol` termination condition is satisfied.,2,0.9941149212418096,True,False,0.172899346510057,0.008272978307921331,0.02809302458472301,0.08161383864329551,2.8806607381903363e-05,0.00027224135451074124
windowed_nls_current,true_state_diagnostic,clean,101,280,2.8000000000000003,1.2000089656892345,450.00627565100854,17.478799447427136,1.2,450.0,18.0,70,1.1250347453344993e-05,"[1.0,1.0,1.0,1.0]",3,"[0.7641009876716492,0.01861375057044239,0.00043427405882335944]",0.00043427405882335944,584.7400409219739,"[1.997849952472526e-10,2.8421238607511927e-05,1.8273854739889037e-07]","[[1.0000000000000002,0.9952609556134494,8.789526829446988e-05],[0.9952609556134494,0.9999999999999999,-0.00035647186569782443],[8.789526829446988e-05,-0.00035647186569782443,1.0]]",1.4134532013733337e-05,0.005331157342220536,0.0004274792947019661,False,0.002162160596536948,True,1,`gtol` termination condition is satisfied.,2,0.9952609556134494,True,False,0.12857093704464634,0.008260773863820627,0.021093730327288722,0.059683584762559284,1.3567705606421102e-05,0.00021846966170100795
windowed_nls_current,true_state_diagnostic,clean,101,290,2.9,1.200009110808025,450.004779138389,17.47884772525291,1.2,450.0,18.0,70,7.909340877933231e-06,"[1.0,1.0,1.0,1.0]",3,"[0.7643987288518626,0.013980978102521817,0.0003053056800336897]",0.0003053056800336897,585.2508645252876,"[1.1122684261931024e-10,1.5809679566492773e-05,9.032756954167229e-08]","[[1.0000000000000002,0.9957940916253827,5.666415559508543e-05],[0.9957940916253827,0.9999999999999998,-0.00013800940157901115],[5.666415559508543e-05,-0.00013800940157901115,1.0000000000000002]]",1.0546413732606465e-05,0.003976138776060611,0.00030054545337048817,False,0.0014972911507129866,True,1,`gtol` termination condition is satisfied.,2,0.9957940916253827,True,False,0.10190838696703768,0.006635889348352357,0.015972149595119202,0.044909705406146375,8.221069912136833e-06,0.0001539904159584902
windowed_nls_current,true_state_diagnostic,clean,101,300,3.0,1.2000084757183853,450.0046165847965,17.478895679893874,1.2,450.0,18.0,70,7.881078287651782e-06,"[1.0,1.0,1.0,1.0]",3,"[0.7645664507680495,0.009862525129531025,0.00030427516629460565]",0.00030427516629460565,585.5076493647184,"[1.2032853415472156e-10,1.7092233971930075e-05,8.968324075432157e-08]","[[1.0,0.9961401918545246,6.112645563629667e-05],[0.9961401918545246,1.0,-0.0001365863003473289],[6.112645563629667e-05,-0.0001365863003473289,1.0]]",1.0969436364495742e-05,0.004134275507501898,0.00029947160258415417,False,0.00016948074036709075,True,1,`gtol` termination condition is satisfied.,2,0.9961401918545246,True,False,0.07351327774126387,0.006653678664843333,0.01209457533032872,0.03324134239848075,1.172226649668936e-05,0.00015144532778132335
windowed_nls_current,true_state_diagnostic,clean,101,310,3.1,1.2000079882997416,450.0047840740605,17.47894168486609,1.2,450.0,18.0,70,7.718269541723725e-06,"[1.0,1.0,1.0,1.0]",3,"[0.7647314406696957,0.007171054286139511,0.00029802806314212086]",0.00029802806314212086,585.7621485292068,"[1.2046177613511867e-10,1.710056011041612e-05,8.60164515846779e-08]","[[1.0,0.9963023568164123,7.95360347714881e-05],[0.9963023568164123,0.9999999999999998,-0.0001619491810061979],[7.95360347714881e-05,-0.0001619491810061979,1.0]]",1.0975508012621496e-05,0.004135282349539886,0.00029328561435003575,False,0.00017369326010499737,True,1,`gtol` termination condition is satisfied.,2,0.9963023568164123,True,False,0.0575364624663958,0.007559437750546915,0.009243890248747213,0.025185500650614156,1.459364195916667e-05,0.00014840187492095916
windowed_nls_huber,true_state_diagnostic,clean,101.0,10.0,0.1,1.0750000809492115,405.0016543218212,14.999630335270682,1.2,450.0,18.0,10.0,13.385080552951605,"[0.001,0.0025,0.0008,0.003]",3.0,"[117.472080844146,5.703060679600437,2.3414940697331104]",2.3414940697331104,832.1683549619332,"[0.0003665334624390514,27412.990030643192,84.20553220640684]","[[1.0,-0.04384717841341825,-0.08127100852030458],[-0.04384717841341825,1.0,-0.6996550321801643],[-0.08127100852030458,-0.6996550321801643,0.9999999999999998]]",0.019145063657221184,165.56868674554133,9.176357240561575,False,45.10168842592484,True,1.0,`gtol` termination condition is satisfied.,17.0,0.6996550321801643,True,False,0.023118907873737805,0.049708102197385036,0.008352050711546313,0.17717024727196767,0.0003781808461498714,0.005430866374161882
windowed_nls_huber,true_state_diagnostic,clean,101.0,20.0,0.2,1.1375000532067436,427.50058324496166,16.499685377312243,1.2,450.0,18.0,20.0,9.803531234034915,"[0.001,0.0025,0.0008,0.003]",3.0,"[163.57810600348662,7.250845651395744,3.5297149042458336]",3.5297149042458336,1339.2207706230606,"[4.88051234514643e-05,3180.7971757976584,24.693101326071524]","[[0.9999999999999999,-0.1849109696102571,-0.03421349599050487],[-0.1849109696102571,1.0,-0.22014620526692766],[-0.03421349599050487,-0.22014620526692766,0.9999999999999999]]",0.006986066378976391,56.39855650455655,4.969215363220991,False,22.548966141803767,True,1.0,`gtol` termination condition is satisfied.,11.0,0.22014620526692766,True,False,0.6388325472098678,0.05591904920180012,0.029954976503450557,0.22399992158027424,0.00033140001696086157,0.008104779610917667
windowed_nls_huber,true_state_diagnostic,clean,101.0,30.0,0.3,1.1687500301629963,438.7501409427397,17.24977994015934,1.2,450.0,18.0,30.0,6.078141547165016,"[0.001,0.0025,0.0008,0.003]",3.0,"[197.9215936169571,7.777445482920918,3.533135066930458]",3.533135066930458,3137.8422007242534,"[8.513037024848493e-06,1071.6365533547278,10.088229270172283]","[[1.0,-0.22813710526760414,-0.007891386940931349],[-0.22813710526760414,0.9999999999999998,-0.1041865425312982],[-0.007891386940931349,-0.1041865425312982,1.0]]",0.002917710922084039,32.73586035763728,3.176197297110537,False,11.274580560265164,True,1.0,`gtol` termination condition is satisfied.,12.0,0.22813710526760414,True,False,0.6664403621287536,0.10138278225325043,0.045063859317229324,0.19190958975263547,0.0002833612490573472,0.007231989432761488
