condition,seed,window_start,window_end,profile,minimum_cost,confidence_cost_threshold_95,lambda_at_minimum,truth_profile_cost,truth_in_region_95,lambda_region_lower_95,lambda_region_upper_95,lambda_region_width_95,boundary_hit,expansion_count,refinement_count,accepted_point_count,region_resolved,kappa_at_minimum,kappa_region_lower_95,kappa_region_upper_95,kappa_region_width_95,ridge_direction_lambda_kappa_json
clean,101,91,160,lambda_kappa_2d,0.019461056153876333,0.020312152708586023,0.8320228659152968,6.758615504461381,False,0.8225135536998449,0.8415321781307488,0.019018624430903852,False,0,2,1573,True,283.0044731342473,281.98735131622885,284.02159495226573,2.0342436360368765,"[0.0005632422320870312, -0.9999998413790815]"
clean,101,101,170,lambda_1d,0.015080074303812379,0.01550291725601021,0.8325723481823989,0.015084210171816164,True,0.8248778107414632,0.8402668842708111,0.01538907352934793,False,0,24,27,True,,,,,
clean,101,101,170,lambda_kappa_2d,0.015080074303812379,0.015739575986725124,0.8325723481823989,7.642089971188427,False,0.8231344461678355,0.8420102501969623,0.018875804029126808,False,0,2,1577,True,283.28489600142257,282.4435118103294,284.1262801925157,1.682768382186282,"[0.0009886163601368254, -0.9999995113187268]"
clean,101,111,180,lambda_1d,0.009069674645962327,0.009323986920922603,0.8341355377179842,0.009073082674087837,True,0.8272057974684972,0.8410652767064778,0.013859479237980588,False,0,24,21,True,,,,,
clean,101,111,180,lambda_kappa_2d,0.009069674645962327,0.009466321610160046,0.8341355377179842,7.239555766883205,False,0.8256357089630643,0.8426353664729042,0.016999657509839894,False,0,2,1571,True,284.1438905136991,283.4769973813291,284.81078364606907,1.333786264739956,"[-0.0016872983370933771, 0.9999985765111477]"
clean,101,121,190,lambda_1d,0.003857848279623095,0.00396602174898556,0.8349661047317014,0.0038678434956421304,True,0.8295946783539883,0.8403375347230575,0.010742856369069242,False,0,24,17,True,,,,,
clean,101,121,190,lambda_kappa_2d,0.003857848279623095,0.004026564784699616,0.8349661047317014,7.760782634794868,False,0.8283776625420859,0.8415545469213169,0.013176884379231035,False,0,2,1571,True,284.58803632195105,284.16972896126924,285.00634368263286,0.8366147213636168,"[-0.002085265771438726, 0.9999978258309677]"
clean,101,131,200,lambda_1d,0.002585251093499522,0.002657741134498302,0.8376607004020065,0.002632197518699337,True,0.8322834337588336,0.8430379714941201,0.010754537735286451,False,0,24,22,True,,,,,
clean,101,131,200,lambda_kappa_2d,0.002585251093499522,0.0026983127013248836,0.8376607004020065,9.062844997972878,False,0.8310650942732495,0.8442563065307634,0.013191212257513962,False,0,2,1581,True,284.60574746082403,284.29098827674306,284.920506644905,0.6295183681619392,"[-0.0017458061476428822, 0.9999984760792863]"
clean,101,141,210,lambda_1d,0.002263388354095297,0.0023268534136390616,0.8384525956904816,0.002303344186098982,True,0.8320007411682768,0.8449044495772279,0.012903708408951053,False,0,24,27,True,,,,,
