condition,seed,window_start,window_end,profile,minimum_cost,confidence_cost_threshold_95,lambda_at_minimum,truth_profile_cost,truth_in_region_95,lambda_region_lower_95,lambda_region_upper_95,lambda_region_width_95,boundary_hit,expansion_count,refinement_count,accepted_point_count,region_resolved,kappa_at_minimum,kappa_region_lower_95,kappa_region_upper_95,kappa_region_width_95,ridge_direction_lambda_kappa_json
noise,101,251,320,lambda_kappa_2d,0.26878326321507023,0.28053804710126795,0.8608331954593029,56.77290087476764,False,-0.1058801283569012,1.827546519275507,1.933426647632408,False,2,2,1238,True,259.08575286660175,256.9281462161813,261.2433595170222,4.315213300840924,"[-0.31093570972741663, 0.950430946684875]"
noise,101,261,330,lambda_1d,0.2625009679336524,0.26986145449357557,1.0165084354243716,0.26281232026413615,True,0.12588597580107277,1.9071308933417195,1.7812449175406466,False,1,27,65,True,,,,,
noise,101,261,330,lambda_kappa_2d,0.2625009679336524,0.27398100620340426,1.0165084354243716,55.271128515686534,False,-0.07590419369873619,2.10892106454748,2.184825258246216,False,1,2,1214,True,258.0904242498393,255.8777378150677,260.30311068461094,4.425372869543253,"[-0.34809658067361043, 0.9374586767017205]"
noise,102,1,70,lambda_1d,0.42540657336371,0.4373349079157486,0.8335601827130661,0.42540760866473853,True,0.8092104508798168,0.8579099175132927,0.04869946663347591,False,0,23,26,True,,,,,
noise,102,1,70,lambda_kappa_2d,0.42540657336371,0.44401101425725276,0.8335601827130661,2.265539988878643,False,0.8036934821804615,0.8634268832456706,0.05973340106520908,False,0,2,1582,True,174.1460592329513,154.21747250447584,194.07464596142677,39.85717345695093,"[0.0001376391814935872, 0.9999999905277278]"
noise,102,11,80,lambda_1d,0.269288669780966,0.2768394824513534,0.8314177482941283,0.26936551011593185,True,0.8124286770441664,0.8504068159812554,0.03797813893708901,False,0,24,27,True,,,,,
noise,102,11,80,lambda_kappa_2d,0.269288669780966,0.2810655567731596,0.8314177482941283,2.2366370277007452,False,0.8081262874650975,0.8547092091231591,0.04658292165806155,False,0,2,1588,True,183.53231523133215,168.93397532975996,198.13065513290434,29.196679803144377,"[0.00013300760690751446, 0.9999999911544882]"
noise,102,21,90,lambda_1d,0.2900887687527389,0.29822281298273534,0.8356880075995038,0.29020255611954066,True,0.8157795765763262,0.8555964377933911,0.03981686121706496,False,0,24,30,True,,,,,
noise,102,21,90,lambda_kappa_2d,0.2900887687527389,0.30277531308482825,0.8356880075995038,2.7959578333788926,False,0.8112688798436603,0.8601071353553473,0.04883825551168708,False,0,2,1584,True,192.91351358441491,180.15318675523955,205.6738404135903,25.520653658350767,"[-0.00013084319071605445, -0.9999999914400297]"
noise,102,31,100,lambda_1d,0.33597740277672894,0.3453981572106747,0.8358505993932563,0.3361013760619808,True,0.8139069956358507,0.8577941975521679,0.04388720191631723,False,0,24,26,True,,,,,
noise,102,31,100,lambda_kappa_2d,0.33597740277672894,0.35067080932684713,0.8358505993932563,3.073156859936788,False,0.8089351909050061,0.8627660078815066,0.053830816976500495,False,0,2,1592,True,216.46968554928668,205.0554209865141,227.88395011205927,22.828529125545174,"[-6.186812070202541e-05, -0.9999999980861679]"
noise,102,41,110,lambda_1d,0.38090496958758635,0.3915854860493999,0.835105019854834,0.38096226447700265,True,0.8109156208074774,0.8592944160774985,0.04837879527002109,False,0,24,28,True,,,,,
noise,102,41,110,lambda_kappa_2d,0.38090496958758635,0.39756320769781456,0.835105019854834,4.244182413151031,False,0.8054349797275397,0.8647750599821282,0.05934008025458848,False,0,2,1589,True,227.44487691883427,217.9199364335219,236.96981740414662,19.049880970624713,"[-0.00012785950201237963, -0.9999999918259739]"
noise,102,51,120,lambda_1d,0.38274468948338103,0.393476791406664,0.8337760587199587,0.382747928597844,True,0.8082922932079843,0.8592598322114506,0.05096753900346629,False,0,23,34,True,,,,,
noise,102,51,120,lambda_kappa_2d,0.38274468948338103,0.3994833846485893,0.8337760587199587,6.347441026183195,False,0.802518378710638,0.8650337387292795,0.06251536001864144,False,0,2,1577,True,234.91114954558097,227.6102388751917,242.21206021597024,14.601821340778542,"[-0.00025791046744426193, -0.9999999667410948]"
noise,102,61,130,lambda_1d,0.3570560537230185,0.36706785027087635,0.8330459789013358,0.3570572672739939,True,0.8069457159018012,0.859146237868318,0.05220052196651681,False,0,23,31,True,,,,,
noise,102,61,130,lambda_kappa_2d,0.3570560537230185,0.37267129961507506,0.8330459789013358,10.91466235874695,False,0.8010321245860749,0.8650598332165967,0.06402770863052187,False,0,2,1585,True,238.63277960997183,233.47588086857047,243.7896783513732,10.313797482802727,"[-0.00033956786560532286, -0.9999999423468307]"
noise,102,71,140,lambda_1d,0.38147669528714867,0.3921732428491929,0.836195602609138,0.38158058351756846,True,0.8071520899418134,0.8652391175215595,0.05808702757974604,False,0,24,30,True,,,,,
noise,102,71,140,lambda_kappa_2d,0.38147669528714867,0.39815993685912576,0.836195602609138,16.593223015037825,False,0.8005716424778776,0.8718195627403983,0.07124792026252069,False,0,2,1588,True,240.50474041220656,236.26705209565205,244.74242872876107,8.475376633109022,"[-7.235949771189914e-05, -0.9999999973820516]"
noise,102,81,150,lambda_1d,0.3607629124664292,0.3708786487603961,0.8430806970332081,0.36177333538771117,True,0.8122392792258065,0.8739221160102199,0.06168283678441333,False,0,24,32,True,,,,,
noise,102,81,150,lambda_kappa_2d,0.3607629124664292,0.3765402715901813,0.8430806970332081,19.83313494418587,False,0.8052514763716142,0.880909917694802,0.07565844132318778,False,0,2,1590,True,240.95307473544918,237.20443740295312,244.70171206794524,7.497274664992119,"[-0.00026330173434613416, 0.9999999653360977]"
noise,102,91,160,lambda_1d,0.40849716742017766,0.41995136484364337,0.8453736554897137,0.40977413863976175,True,0.809313308120543,0.8814340010228516,0.0721206929023086,False,0,24,36,True,,,,,
noise,102,91,160,lambda_kappa_2d,0.40849716742017766,0.42636210388873264,0.8453736554897137,25.47576855124306,False,0.8005431258570257,0.8896042679606183,0.08906114210359262,False,0,2,1583,True,240.54723187036416,237.011423738673,244.08304000205533,7.071616263382339,"[-0.0009789036477222913, 0.9999995208737095]"
noise,102,101,170,lambda_1d,0.44638302882280717,0.45889953994309574,0.8609074966183871,0.4514724284037727,True,0.8176650038210757,0.90414998681172,0.08648498299064433,False,0,24,26,True,,,,,
noise,102,101,170,lambda_kappa_2d,0.44638302882280717,0.46590483971056285,0.8609074966183871,24.060526070349823,False,0.8078674641421354,0.9139475290946387,0.10608006495250333,False,0,2,1555,True,240.34355269344485,236.46446270541864,244.22264268147106,7.758179976052418,"[-0.002898659792532721, 0.999995798876879]"
noise,102,111,180,lambda_1d,0.4140207909059938,0.42562986987808565,0.8607245957116253,0.41770719403538037,True,0.8121163979602899,0.9093327950279102,0.09721639706762031,False,0,24,31,True,,,,,
noise,102,111,180,lambda_kappa_2d,0.4140207909059938,0.4321272937562045,0.8607245957116253,27.085942139146393,False,0.8011031385445163,0.9203460528787342,0.11924291433421785,False,0,2,1547,True,241.49245609822623,237.9874487905284,244.99746340592407,7.010014615395676,"[-0.0039864522694098275, 0.999992054067583]"
noise,102,121,190,lambda_1d,0.4197136896198834,0.43148239659182774,0.8612159096676992,0.4223883059337337,True,0.8027279414547985,0.9197038751667557,0.11697593371195714,False,0,24,40,True,,,,,
noise,102,121,190,lambda_kappa_2d,0.4197136896198834,0.43806916181910543,0.8612159096676992,25.25402970724786,False,0.7894762027058418,0.9330428036153331,0.14356660090949125,False,0,2,1581,True,240.29057700345226,236.6688226643402,243.9123313425643,7.243508678224089,"[-0.0025207065462152962, 0.9999968230142073]"
noise,102,131,200,lambda_1d,0.38702433811472003,0.39787644072402,0.8509947508213751,0.3876996291615946,True,0.7801941393321318,0.9217953623490123,0.1416012230168805,False,0,24,34,True,,,,,
noise,102,131,200,lambda_kappa_2d,0.38702433811472003,0.4039501965138607,0.8509947508213751,36.637249142009445,False,0.7641526992183576,0.9378368024243926,0.173684103206035,False,1,2,1593,True,241.6963673862582,238.8583128396641,244.5344219328523,5.676109093188188,"[-0.0023072981363613607, 0.9999973381841124]"
noise,102,141,210,lambda_1d,0.3925995170775411,0.4036079468430723,0.8291539110630431,0.39262135749388327,True,0.7353224491880095,0.9229853760194894,0.1876629268314799,False,1,25,45,True,,,,,
noise,102,141,210,lambda_kappa_2d,0.3925995170775411,0.40976919655040095,0.8291539110630431,52.73284229547813,False,0.7140628610238442,0.9442449611022421,0.2301821000783979,False,1,2,1597,True,241.55626134070107,239.17781902044675,243.9347036609554,4.756884640508645,"[-0.003316296891615633, 0.9999945010723442]"
noise,102,151,220,lambda_1d,0.38961874708013616,0.4005435965157477,0.7951660084766966,0.3905561579478738,True,0.6648689963293639,0.9254630196016139,0.26059402327225,False,1,25,47,True,,,,,
noise,102,151,220,lambda_kappa_2d,0.38961874708013616,0.4066580675912257,0.7951660084766966,63.745443500698265,False,0.6353473327134793,0.9549846842399139,0.3196373515264346,False,1,2,1598,True,241.8311237887626,239.68017240549014,243.98207517203505,4.301902766544913,"[-0.005108512862912652, 0.9999869514630326]"
noise,102,161,230,lambda_1d,0.30037812873474634,0.3088006850279703,0.7724979077788964,0.301378174871288,True,0.5959475894439378,0.9490482218078922,0.3531006323639544,False,1,26,41,True,,,,,
noise,102,161,230,lambda_kappa_2d,0.30037812873474634,0.3135146609175264,0.7724979077788964,75.4731292307248,False,0.5559462255829358,0.989049589974857,0.4331033643919212,False,1,2,1587,True,241.95928824327584,240.22153516050577,243.6970413260459,3.475506165540139,"[-0.014467514841676282, 0.9998953400302983]"
noise,102,171,240,lambda_1d,0.23846414173551045,0.24515063940477416,0.7985573562842033,0.23861879991012316,True,0.5698962790615905,1.0272184394786272,0.45732216041703677,False,1,25,53,True,,,,,
noise,102,171,240,lambda_kappa_2d,0.23846414173551045,0.24889296984474288,0.7985573562842033,85.2276843803924,False,0.5180880645887969,1.0790266479796096,0.5609385833908127,False,1,2,1566,True,241.8449326738247,240.35844457664095,243.33142077100845,2.9729761943675044,"[-0.04557560658451498, 0.9989608921696853]"
noise,102,181,250,lambda_1d,0.22933703118731708,0.23576760608780117,0.9955534148469253,0.2312046761607489,True,0.6945424226785852,1.2965644073174243,0.602021984638839,False,1,27,41,True,,,,,
noise,102,181,250,lambda_kappa_2d,0.22933703118731708,0.2393667004697828,0.9955534148469253,90.32033075714514,False,0.6263417424231285,1.364765087270722,0.7384233448475935,False,1,2,1505,True,242.13678134526637,240.681781507944,243.59178118258873,2.909999674644723,"[-0.09143315137252675, 0.9958112164612772]"
noise,102,191,260,lambda_1d,0.19802134500541912,0.2035738329065635,0.9614951275986211,0.19889116586352532,True,0.6376871976035434,1.2853030611744982,0.6476158635709548,False,1,27,48,True,,,,,
noise,102,191,260,lambda_kappa_2d,0.19802134500541912,0.2066814754300221,0.9614951275986211,110.97985066545922,False,0.5643213670966265,1.358668888100616,0.7943475210039894,False,1,2,1408,True,241.90487615465173,240.5886724573919,243.22107985191155,2.632407394519646,"[-0.15414903359618448, 0.9880476078820102]"
noise,102,201,270,lambda_1d,0.1925510853924226,0.197950188059685,1.0518943116276587,0.1941986758674555,True,0.6562464902448524,1.4475421334175667,0.7912956431727143,False,1,27,41,True,,,,,
noise,102,201,270,lambda_kappa_2d,0.1925510853924226,0.20097198321458218,1.0518943116276587,113.95110344492004,False,0.5666037431157727,1.5371848801395447,0.970581137023772,False,1,2,1256,True,241.5247063670273,240.0908909823578,242.95852175169682,2.86763076933903,"[-0.21980958620245167, 0.9755427954802942]"
noise,102,211,280,lambda_1d,0.18759892449029972,0.19285916933143835,1.094383838664661,0.18943184015747014,True,0.6521456181048828,1.5366220645731286,0.8844764464682457,False,1,27,43,True,,,,,
noise,102,211,280,lambda_kappa_2d,0.18759892449029972,0.19580324788562248,1.094383838664661,121.28350448360386,False,0.5519467898712783,1.6368208874580437,1.0848740975867655,False,0,2,1100,True,241.93335584605836,240.37473762084886,243.49197407126786,3.117236450419,"[-0.25766539866057075, 0.9662342067703301]"
noise,102,221,290,lambda_1d,0.18464090715960269,0.18981820965207874,1.0901624659726796,0.1858236710199433,True,0.5528251153691341,1.627499817054607,1.0746747016854727,False,1,27,48,True,,,,,
noise,102,221,290,lambda_kappa_2d,0.18464090715960269,0.19271586664276047,1.0901624659726796,135.12593450274719,False,0.4310794801940955,1.7492454517512637,1.318165971557168,False,1,2,939,True,241.8023441348959,240.09499271494172,243.50969555485005,3.4147028399083297,"[-0.31241243996184215, 0.9499465602638332]"
noise,103,1,70,lambda_1d,0.4641637232638688,0.47717880230750537,0.8398186619612242,0.46499927800663715,True,0.8142229091458544,0.8654144179075005,0.05119150876164613,False,0,24,24,True,,,,,
noise,103,1,70,lambda_kappa_2d,0.4641637232638688,0.48446314291342435,0.8398186619612242,1.009317406527951,False,0.808423624411791,0.8712136995106574,0.06279007509886636,False,0,2,1592,True,208.7235578433394,177.08801664136206,240.35909904531673,63.271082403954665,"[-5.480012003598422e-05, -0.9999999984984734]"
noise,103,11,80,lambda_1d,0.43023609628340076,0.44229984991149474,0.8349398985603526,0.43029017444353534,True,0.8109444607400598,0.8589353303323239,0.047990869592264174,False,0,24,30,True,,,,,
noise,103,11,80,lambda_kappa_2d,0.43023609628340076,0.44905174823791266,0.8349398985603526,1.1388500533289416,False,0.8055077676168567,0.8643720295038484,0.058864261886991676,False,0,2,1592,True,210.1338894829275,183.67093384754557,236.59684511830937,52.925911270763805,"[-7.601679646517104e-05, -0.9999999971107234]"
noise,103,21,90,lambda_1d,0.4179988997385869,0.429719524267355,0.8360250950994519,0.4181503845959261,True,0.812348058846323,0.8597021302081798,0.047354071361856764,False,0,24,28,True,,,,,
noise,103,21,90,lambda_kappa_2d,0.4179988997385869,0.43627937848686343,0.8360250950994519,1.212164549713396,False,0.8069835008035758,0.8650666893953279,0.0580831885917521,False,0,2,1592,True,203.06426688206975,177.32580004851664,228.80273371562282,51.47693366710618,"[-8.509386816014469e-05, -0.9999999963795169]"
noise,103,31,100,lambda_1d,0.44558618387484034,0.45808035158597493,0.8364292407601616,0.4457809396369595,True,0.811632395362615,0.8612260895586318,0.04959369419601678,False,0,24,31,True,,,,,
noise,103,31,100,lambda_kappa_2d,0.44558618387484034,0.46507314608919975,0.8364292407601616,2.042863923143163,False,0.8060141202071962,0.8668443613131269,0.060830241105930716,False,0,2,1590,True,222.35127203330214,205.76756626993614,238.93497779666814,33.167411526731996,"[8.480658812681762e-05, 0.9999999964039213]"
noise,103,41,110,lambda_1d,0.4813598318974031,0.49485708716871785,0.8378777819151545,0.48175730368341163,True,0.8113957848395694,0.864359777609759,0.052963992770189594,False,0,24,31,True,,,,,
noise,103,41,110,lambda_kappa_2d,0.4813598318974031,0.5024112944318202,0.8378777819151545,2.6825111070881618,False,0.805395701285775,0.870359862544534,0.06496416125875903,False,0,2,1592,True,236.6252365702927,223.3298024977231,249.92067064286232,26.59086814513921,"[3.4903697757624196e-05, 0.9999999993908659]"
noise,103,51,120,lambda_1d,0.49544052631151614,0.5093326020774191,0.8359034000485761,0.49555876095116247,True,0.8080450363382883,0.8637617630360983,0.055716726697810026,False,0,24,29,True,,,,,
noise,103,51,120,lambda_kappa_2d,0.49544052631151614,0.5171077843304648,0.8359034000485761,2.9858075645579016,False,0.801733109538598,0.8700736905585542,0.06834058101995621,False,0,2,1593,True,248.87854446702377,237.32329760675094,260.43379132729666,23.11049372054572,"[2.630514178804025e-05, 0.9999999996540199]"
noise,103,61,130,lambda_1d,0.46190572325140955,0.47485748832376884,0.8345533894370791,0.4619300725508191,True,0.806414884425434,0.862691892166245,0.056277007740811014,False,0,24,28,True,,,,,
noise,103,61,130,lambda_kappa_2d,0.46190572325140955,0.4821063930686876,0.8345533894370791,4.336981221428687,False,0.8000394832329537,0.8690672956412046,0.06902781240825084,False,0,2,1592,True,258.4139598601046,250.0863855643978,266.68432462614965,16.597939061751845,"[-0.00010861320376524158, -0.999999994101586]"
noise,103,71,140,lambda_1d,0.4538653741318344,0.46659168905786635,0.8327912532735083,0.4538696594806123,True,0.8032504909682486,0.8623320115152258,0.05908152054697713,False,0,23,34,True,,,,,
noise,103,71,140,lambda_kappa_2d,0.4538653741318344,0.4737144128053438,0.8327912532735083,6.590456951449312,False,0.7965573812095692,0.8690251253374475,0.07246774412787826,False,0,2,1591,True,263.1483292902387,256.89804921188903,269.3986093685883,12.500560156699294,"[-0.00015124648907508106, -0.9999999885622497]"
noise,103,81,150,lambda_1d,0.46373801598835773,0.47674115826580055,0.8397179177301944,0.46424944824984266,True,0.8075248217836758,0.8719110103966043,0.06438618861292855,False,0,24,32,True,,,,,
noise,103,81,150,lambda_kappa_2d,0.46373801598835773,0.48401881804631713,0.8397179177301944,7.517412525543178,False,0.8002307669758165,0.8792050684845724,0.07897430150875584,False,0,2,1588,True,263.8958456404825,258.04331002214076,269.7483812588242,11.705071236683466,"[-9.280547393430089e-05, -0.9999999956935721]"
noise,103,91,160,lambda_1d,0.4033652483626001,0.41467554756905256,0.8368620380903848,0.4034965329104135,True,0.8041094563179643,0.869614616807197,0.06550516048923272,False,0,24,26,True,,,,,
noise,103,91,160,lambda_kappa_2d,0.4033652483626001,0.42100574898376747,0.8368620380903848,9.930189319034934,False,0.7966886341100534,0.8770354420707163,0.08034680796066285,False,0,2,1585,True,264.336119487112,259.65916121840155,269.01307775582245,9.3539165374209,"[-3.472609642240983e-05, 0.9999999993970492]"
noise,103,101,170,lambda_1d,0.30896883795016916,0.31763227640172603,0.8387106048695999,0.3092162235340722,True,0.8068891592440427,0.8705320513291583,0.06364289208511564,False,0,24,31,True,,,,,
noise,103,101,170,lambda_kappa_2d,0.30896883795016916,0.3224810703497282,0.8387106048695999,13.751379317746117,False,0.7996793073179683,0.8777419024212315,0.07806259510326319,False,0,2,1586,True,263.4674382563362,259.98689830653734,266.9479782061351,6.961079899597735,"[-0.0007668351948732644, 0.9999997059818487]"
noise,103,111,180,lambda_1d,0.291798929934743,0.299980926819903,0.8450877645269944,0.2927171597447575,True,0.8100000074096809,0.8801755184569202,0.07017551104723929,False,0,24,36,True,,,,,
noise,103,111,180,lambda_kappa_2d,0.291798929934743,0.30456026528940033,0.8450877645269944,14.970277185254256,False,0.802050104805187,0.8881254242488018,0.0860753194436148,False,0,2,1560,True,264.44522580038233,261.211105863464,267.67934573730065,6.468239873836637,"[-0.001941936919045862, 0.9999981144387236]"
noise,103,121,190,lambda_1d,0.2820058851426561,0.28991328656578685,0.8491444324729678,0.2832457401026668,True,0.8092149658547464,0.8890738990138102,0.07985893315906378,False,0,24,36,True,,,,,
noise,103,121,190,lambda_kappa_2d,0.2820058851426561,0.29433893815658335,0.8491444324729678,14.976759252250703,False,0.8001680637834365,0.898120801162499,0.09795273737906252,False,0,2,1568,True,264.03655008314394,260.8369816527058,267.2361185135821,6.399136860876297,"[-0.0026261245663555303, 0.9999965517289358]"
noise,103,131,200,lambda_1d,0.2683949706492796,0.27592072413417457,0.8490497680166328,0.2692576884916371,True,0.8026308932665276,0.895468647340762,0.09283775407423445,False,0,24,36,True,,,,,
noise,103,131,200,lambda_kappa_2d,0.2683949706492796,0.28013277321327407,0.8490497680166328,20.454929546743422,False,0.7921136694662301,0.9059858665670355,0.11387219710080543,False,0,2,1568,True,263.48652739364076,260.8098291530836,266.1632256341979,5.35339648111426,"[-0.003650054609912871, 0.9999933385284847]"
noise,103,141,210,lambda_1d,0.25229232487568964,0.2593665626624571,0.8502519613152137,0.2529289719196032,True,0.7938550117375249,0.9066489110232644,0.11279389928573946,False,0,24,39,True,,,,,
noise,103,141,210,lambda_kappa_2d,0.25229232487568964,0.2633259053136469,0.8502519613152137,22.352104153702925,False,0.7810770401690519,0.9194268824613756,0.13834984229232372,False,0,2,1564,True,264.2276533856455,261.77044123540253,266.6848655358885,4.914424300485962,"[-0.004110643872893904, 0.9999915512677846]"
noise,103,151,220,lambda_1d,0.23658701157472167,0.24322087480446894,0.8387410355270281,0.23662475805182268,True,0.7670511617097704,0.9104309038759801,0.14337974216620974,False,0,24,44,True,,,,,
noise,103,151,220,lambda_kappa_2d,0.23658701157472167,0.2469337465539638,0.8387410355270281,22.238928193921705,False,0.7494592297806306,0.926673830851171,0.17721460107054043,False,1,2,1592,True,263.6524704407795,261.27770069327767,266.0272401882813,4.74953949500366,"[-0.002172993922858303, 0.9999976390459185]"
noise,103,161,230,lambda_1d,0.24345308450178582,0.2502794713549579,0.8242584455855073,0.24350808566412618,True,0.7231585364454157,0.9253583561034731,0.20219981965805733,False,1,25,42,True,,,,,
noise,103,161,230,lambda_kappa_2d,0.24345308450178582,0.2541000956308116,0.8242584455855073,30.332034421162817,False,0.7002521184928171,0.9482647726781975,0.24801265418538043,False,1,2,1595,True,264.43545731823383,262.38893838102086,266.4819762554468,4.0930378744259315,"[-0.0038767980287466794, 0.999992485190286]"
noise,103,171,240,lambda_1d,0.21797726410093296,0.2240893128884607,0.8186407976852209,0.21804763688236037,True,0.6817142065383069,0.9555673909595639,0.27385318442125695,False,1,25,50,True,,,,,
noise,103,171,240,lambda_kappa_2d,0.21797726410093296,0.22751013307857043,0.8186407976852209,35.0463551636662,False,0.6506904646564166,0.9865911307140252,0.3359006660576086,False,1,2,1597,True,264.75872729947343,262.9616266087676,266.5558279901793,3.5942013814117217,"[-0.006888423644684166, 0.9999762745283968]"
noise,103,181,250,lambda_1d,0.21352820295786598,0.21951550075873794,0.867858098540503,0.21374836557139845,True,0.6878158681439772,1.0479003299633391,0.36008446181936193,False,1,25,50,True,,,,,
noise,103,181,250,lambda_kappa_2d,0.21352820295786598,0.22286649973034578,0.867858098540503,39.5332205217038,False,0.6470233321836637,1.0886928648973422,0.4416695327136785,False,1,2,1586,True,263.8607893706078,262.15717019379565,265.56440854741993,3.4072383536242796,"[-0.021943826917589865, 0.999759205239047]"
noise,103,191,260,lambda_1d,0.2271051363375508,0.23347312925148384,0.8949435974796092,0.227523298105845,True,0.6545171739869802,1.1353700166114322,0.48085284262445205,False,1,26,48,True,,,,,
noise,103,191,260,lambda_kappa_2d,0.2271051363375508,0.23703719745311694,0.8949435974796092,43.39579478041409,False,0.6000432643846288,1.1898439305745896,0.5898006661899607,False,1,2,1551,True,263.87467258032956,262.16883931803926,265.58050584261986,3.411666524580596,"[-0.04452048949404705, 0.9990084714431657]"
noise,103,201,270,lambda_1d,0.2731874705465621,0.2808476049876877,0.8982643076842456,0.27347973744103476,True,0.5658495444605312,1.2306790706660737,0.6648295262055426,False,1,26,51,True,,,,,
noise,103,201,270,lambda_kappa_2d,0.2731874705465621,0.28513486503191854,0.8982643076842456,45.72501442206875,False,0.49053364618132084,1.3059949691871706,0.8154613230058498,False,2,2,1543,True,263.58365442899157,261.73574612002136,265.43156273796177,3.695816617940409,"[-0.06524821816464692, 0.9978690645702666]"
noise,103,211,280,lambda_1d,0.25270483219303663,0.2597906366212116,0.8544112433107203,0.2527270381417216,True,0.4778917565948003,1.2309307326849392,0.7530389760901389,False,2,27,58,True,,,,,
noise,103,211,280,lambda_kappa_2d,0.25270483219303663,0.26375645294462385,0.8544112433107203,53.81428659949173,False,0.3925829578727499,1.3162395287486905,0.9236565708759407,False,2,2,1502,True,262.80337359720977,261.1070462454442,264.4997009489753,3.392654703531093,"[-0.10283327105104559, 0.9946986067975275]"
noise,103,221,290,lambda_1d,0.22812144017128771,0.2345179300876048,0.8341526051208648,0.22812145680026333,True,0.3260328113103793,1.342272403407386,1.0162395920970066,False,2,27,62,True,,,,,
noise,103,221,290,lambda_kappa_2d,0.22812144017128771,0.23809794762545913,0.8341526051208648,53.62792941422719,False,0.21090706027077,1.4573981499709594,1.2464910897001893,False,2,2,1407,True,263.2295166297151,261.5064296938848,264.95260356554536,3.4461738716605623,"[-0.1947936939238196, 0.98084423677132]"
noise,103,231,300,lambda_1d,0.22031277528082394,0.22649031144078102,0.8007387245258981,0.22033344820890244,True,0.2372925603388376,1.364184882926065,1.1268923225872274,False,2,27,73,True,,,,,
noise,103,231,300,lambda_kappa_2d,0.22031277528082394,0.22994778391126205,0.8007387245258981,51.94528181559328,False,0.10963140479108072,1.4918460442607155,1.3822146394696349,False,2,2,1367,True,262.61112377553485,260.82214483866653,264.40010271240317,3.5779578737366364,"[-0.226371789730434, 0.9740409708088466]"
noise,103,241,310,lambda_1d,0.2554245467760147,0.2625866115806463,0.9144948367139262,0.25551457297409047,True,0.19058454194039087,1.6384051297489477,1.4478205878085568,False,2,28,55,True,,,,,
noise,103,241,310,lambda_kappa_2d,0.2554245467760147,0.26659510966995353,0.9144948367139262,51.126200409983255,False,0.026566696816600566,1.8024229766112518,1.7758562797946513,False,2,2,1277,True,261.8669554139576,259.79100862736925,263.942902200546,4.1518935731767215,"[-0.28096049069290663, 0.9597193353630015]"
noise,103,251,320,lambda_1d,0.2472286008903614,0.25416085263939897,0.9716292951946278,0.24740816343758193,True,0.11234122027839662,1.8309173603221995,1.7185761400438029,False,2,27,61,True,,,,,
noise,103,251,320,lambda_kappa_2d,0.2472286008903614,0.2580407278777023,0.9716292951946278,50.68425421937748,False,-0.08234944748930406,2.0256080378785595,2.1079574853678635,False,2,2,1188,True,261.8140828276221,259.601828743311,264.0263369119332,4.4245081686221965,"[-0.34423339421589694, 0.9388841090925988]"
noise,103,261,330,lambda_1d,0.2223008492737606,0.22853413072113637,1.1727405267893767,0.22329790426984397,True,0.3241076451555565,2.0213734112680752,1.6972657661125188,False,1,28,50,True,,,,,
noise,103,261,330,lambda_kappa_2d,0.2223008492737606,0.2320228029760652,1.1727405267893767,51.22788507687337,False,0.13183114626941006,2.2136499073093425,2.0818187610399326,False,1,2,1196,True,260.93884398317726,258.8706867216523,263.0070012447022,4.1363145230499185,"[-0.35752424843739566, 0.9339038557470868]"
noise,103,271,340,lambda_1d,0.18204002793698779,0.18714440217814068,1.5306015765458778,0.18420418620015433,True,0.4597565344219636,2.6014466277611348,2.141690093339171,False,1,28,50,True,,,,,
noise,103,271,340,lambda_kappa_2d,0.18204002793698779,0.190001242342382,1.5306015765458778,48.44412878183744,False,0.21713296161793344,2.844070191473822,2.6269372298558884,False,0,2,990,True,260.46397395666736,258.16079226494367,262.76715564839105,4.606363383447388,"[-0.44690200451470313, 0.8945829186613953]"
noise,103,281,350,lambda_1d,0.19375237028965447,0.19918515679972446,1.5698808271300249,0.19570234354051969,True,0.34046797540876494,2.7992936829670647,2.4588257075583,False,1,28,47,True,,,,,
noise,103,281,350,lambda_kappa_2d,0.19375237028965447,0.20222580428606762,1.5698808271300249,41.649450092037135,False,0.06191737069126668,3.077844283568783,3.015926912877516,False,0,2,1027,True,260.12693695052786,257.6384803055934,262.6153935954623,4.9769132898688895,"[-0.4679363481377121, 0.8837621705479036]"
noise_bias,101,1,70,lambda_1d,0.7492184841825531,0.7702264546547439,0.8367065970207888,0.7494485612941478,True,0.8044732338968447,0.8689399632958199,0.06446672939897524,False,0,24,35,True,,,,,
noise_bias,101,1,70,lambda_kappa_2d,0.7492184841825531,0.781984294299471,0.8367065970207888,1.7153356926122372,False,0.7971700533152645,0.876243140726313,0.07907308741104857,False,0,2,1591,True,188.72493731246294,154.89441251576739,222.5554621091585,67.66104959339111,"[8.447466205384482e-05, 0.9999999964320158]"
noise_bias,101,11,80,lambda_1d,0.41414067362092366,0.42575311408580907,0.8329938232479125,0.41414312764673816,True,0.8096390892642369,0.8563485497490595,0.04670946048482261,False,0,23,30,True,,,,,
noise_bias,101,11,80,lambda_kappa_2d,0.41414067362092366,0.4322524193400126,0.8329938232479125,0.9800812513641245,False,0.8043475628715545,0.8616400836242705,0.05729252075271596,False,0,2,1588,True,209.1737981912675,179.92102522384113,238.4265711586939,58.50554593485276,"[-8.601680662840763e-05, -0.9999999963005545]"
