condition,seed,window_start,window_end,transitions,rank,raw_condition_number_H,physical_scale_condition_number_HS,column_normalized_geometric_condition_number,column_normalized_singular_values_json,physical_scaled_weighted_singular_values_json,weighted_residual_rms,physical_scaled_sigma_min_over_residual_rms,normalized_right_singular_directions_json,physical_right_singular_directions_json,normalized_weak_direction_json,physical_weak_direction_json,conditional_lambda_information_abs,conditional_lambda_information_ratio,corr_lambda_kappa,corr_lambda_beta,corr_kappa_beta,truth_lambda,truth_kappa,truth_beta
noise,102,141,210,70,3,116.34104124424937,85.05881646106035,3.146071894847149,"[1.3712084272333043, 0.9642739073330684, 0.4358477724171412]","[41.60960648517052, 1.12015753830942, 0.48844861997743566]",0.0529554743613876,9.223760637929196,"[[0.271742476006449, 0.6807176678084567, 0.6802789747355861], [0.9623667589326377, -0.1903762173605424, -0.1939255454162297], [-0.002499607044149945, 0.707375679958611, -0.706833360395304]]","[[0.013350450301102849, 0.4115718749240937, 0.911279516530589], [0.1641433558333373, -0.39960937488438836, -0.9018698942975526], [-0.0001181979216894265, 0.4116503653046491, -0.9113418473733115]]","[-0.002499607044149945, 0.707375679958611, -0.706833360395304]","[-0.0001181979216894265, 0.4116503653046491, -0.9113418473733115]",1.2503408144411918,0.9658518669460822,0.17711094559241536,0.17438226459498662,0.8100318963496981,0.8333333333333334,375.0,15.0
noise,102,151,220,70,3,84.56040623809686,89.97298252603791,2.9375187684000177,"[1.3881735551460883, 0.9217672663813357, 0.47256670155751435]","[42.67353210087204, 0.8115129548464972, 0.46952124498554726]",0.05275406193434209,8.900191336354634,"[[-0.37382894156632585, -0.6538600855946606, -0.6578137357288488], [0.9273122467018684, -0.2776672950771508, -0.2509838049780736], [0.018545068458588415, 0.7038237433553103, -0.7101325360277366]]","[[-0.023820985562702297, -0.3673546296978007, -0.9297758529271521], [0.1507342508383822, -0.3979463876421575, -0.9049408036920147], [0.0010953959223493639, 0.36653924286203315, -0.9304019473055184]]","[0.018545068458588415, 0.7038237433553103, -0.7101325360277366]","[0.0010953959223493639, 0.36653924286203315, -0.9304019473055184]",0.6434970220162539,0.9207022177769243,0.2551685201036703,0.2731845819601573,0.776444418780329,0.8333333333333334,375.0,15.0
noise,102,161,230,70,3,59.8610695084168,103.67942553211999,2.7612341174657615,"[1.4053336744591571, 0.8752175985137434, 0.5089512930359419]","[43.62006841385912, 0.5396602681123707, 0.4065403707977861]",0.0463201690669523,8.776746263817879,"[[-0.4403500793751731, -0.63173959600082, -0.6379630792130525], [0.8973509494185015, -0.3327962533928581, -0.2898412105022176], [0.029207553338015477, 0.700108374876631, -0.7134389828539016]]","[[-0.03695428676588107, -0.3052600474879074, -0.9515517243415125], [0.16113095418485335, -0.3440806136533785, -0.9250109982650979], [0.002195130919570278, 0.30296722208293836, -0.9529984489722916]]","[0.029207553338015477, 0.700108374876631, -0.7134389828539016]","[0.002195130919570278, 0.30296722208293836, -0.9529984489722916]",0.27021343333726994,0.8675328998892476,0.32594874203393637,0.3501929799793901,0.7404676325026578,0.8333333333333334,375.0,15.0
noise,102,171,240,70,3,49.160976068056314,128.79021978694868,2.6064404394116423,"[1.394754840474329, 0.8765312233005643, 0.5351186312890274]","[44.243455884294825, 0.3646419969290327, 0.33707529878353915]",0.04127124056907896,8.167316856379673,"[[-0.44649145227432874, -0.6410109350258758, -0.6242998992657401], [0.8913561809511861, -0.2575848165728412, -0.37300699852851577], [-0.07829138985915048, 0.7230180104592056, -0.6863784778280381]]","[[-0.043920618505046326, -0.24680864599079128, -0.9680684229610665], [0.14777131847438277, -0.16714706716301103, -0.9747951043040515], [-0.0070002369627373395, 0.2530390143523895, -0.9674307488900881]]","[-0.07829138985915048, 0.7230180104592056, -0.6863784778280381]","[-0.0070002369627373395, 0.2530390143523895, -0.9674307488900881]",0.12788340726419806,0.8635607827894292,0.3641556896662751,0.3021927860507289,0.7102060368734028,0.8333333333333334,375.0,15.0
noise,102,181,250,70,3,39.19824895722115,136.0268809023599,2.5824473264161454,"[1.3928429375413092, 0.8769778449429805, 0.5393499891725811]","[44.469726872925015, 0.32714395418967845, 0.2662416804492085]",0.04047371556131188,6.578137854576027,"[[-0.45960270735534664, -0.6480991883307685, -0.6072337222821498], [0.8685667673809462, -0.1853066997518463, -0.45962288631930914], [-0.18535674250765485, 0.738666954122139, -0.6480848778477034]]","[[-0.056611723600367606, -0.23652860092819997, -0.9699738829957969], [0.14360240647384226, -0.09077536770239772, -0.9854634348738749], [-0.02133780563728042, 0.2519465540899978, -0.9675058821179132]]","[-0.18535674250765485, 0.738666954122139, -0.6480848778477034]","[-0.02133780563728042, 0.2519465540899978, -0.9675058821179132]",0.07097168114742873,0.8278829895559806,0.41425268343930655,0.26934436090442976,0.6897327778262031,0.8333333333333334,375.0,15.0
noise,102,191,260,70,3,37.45718958062689,152.71721139506693,2.489541974168819,"[1.4065715151904703, 0.8380575842358123, 0.5649920868115031]","[44.76230018240506, 0.2937012319094348, 0.22972321047664487]",0.03760901725132069,6.108194982642836,"[[-0.5284791972874686, -0.6400872170063185, -0.5576720296549745], [0.7532475918519642, -0.05055432365765281, -0.6557913736309239], [-0.39157094300217116, 0.7666372121053241, -0.5088610631712422]]","[[-0.06191444097141047, -0.20741246497355398, -0.9762923083650674], [0.07663231430877279, -0.01422538842256172, -0.9969579362881409], [-0.04954263483671725, 0.2682811617448649, -0.9620658738289501]]","[-0.39157094300217116, 0.7666372121053241, -0.5088610631712422]","[-0.04954263483671725, 0.2682811617448649, -0.9620658738289501]",0.052955693506960666,0.6996249332232024,0.5466821029403964,0.29975104062461505,0.6049774662051621,0.8333333333333334,375.0,15.0
noise,102,201,270,70,3,32.369567972530454,162.20242142294242,2.8715112665430467,"[1.4595738298902905, 0.7818444719542926, 0.5082946554646263]","[44.770479832600394, 0.276122552028699, 0.18566718418188485]",0.037085912361167025,5.006407348799609,"[[-0.5708589657813763, -0.6277300466910148, -0.5292211538367624], [0.6106296271028827, 0.10629275304943976, -0.784750475726753], [-0.5488638261820612, 0.771139960792117, -0.3226323932563508]]","[[-0.07002865593968853, -0.19964609779029974, -0.9773624829020126], [0.0516033205158584, 0.023288653337540415, -0.998396081691761], [-0.1039297390832094, 0.3785727777663306, -0.9197180335670169]]","[-0.5488638261820612, 0.771139960792117, -0.3226323932563508]","[-0.1039297390832094, 0.3785727777663306, -0.9197180335670169]",0.03449085979597096,0.5184173520079931,0.6937259691913038,0.3964336768549974,0.5924528630369102,0.8333333333333334,375.0,15.0
noise,102,211,280,70,3,28.808095439620473,157.09590133120773,3.2692570136582213,"[1.4691115825300993, 0.7998601334980598, 0.44937170017299993]","[44.7707283345555, 0.28568999078114926, 0.16382192289092068]",0.03660590550427424,4.475286723116089,"[[-0.5911809364588352, -0.6325962544487232, -0.5003269723142068], [0.5109995507308474, 0.18616985452033952, -0.8391783150324774], [-0.6240068585524734, 0.7517730802079323, -0.2131963328815747]]","[[-0.07593119044672546, -0.21170233597463717, -0.9743800979393129], [0.040098375905964205, 0.038064039051562706, -0.9984704548361885], [-0.1628864843683803, 0.5113069587142478, -0.8438205894504447]]","[-0.6240068585524734, 0.7517730802079323, -0.2131963328815747]","[-0.1628864843683803, 0.5113069587142478, -0.8438205894504447]",0.026896353678510846,0.4002653668769694,0.7732880115435714,0.3909027363472154,0.550791916892997,0.8333333333333334,375.0,15.0
noise,102,221,290,70,3,26.184163244927017,164.2674347495666,3.7728896186189846,"[1.4769971564778475, 0.8156136625094973, 0.39147637640628413]","[44.8843014708729, 0.27352935896176855, 0.13389479024340872]",0.03631616200218011,3.6869201716682185,"[[-0.6159291665425659, -0.6308697841989876, -0.47184168657178116], [0.3885305227193977, 0.2777734251850752, -0.878570405361086], [-0.6853286034579118, 0.7244620346475542, -0.07402341276078925]]","[[-0.07959477860918199, -0.203754600808992, -0.9757810891113455], [0.02759002869248278, 0.04929826006574245, -0.9984029606683057], [-0.301952926523247, 0.7977556777891636, -0.5219294097090131]]","[-0.6853286034579118, 0.7244620346475542, -0.07402341276078925]","[-0.301952926523247, 0.7977556777891636, -0.5219294097090131]",0.017931205009481057,0.2885573310242815,0.8433796556915447,0.4146947222884553,0.47881211881635993,0.8333333333333334,375.0,15.0
noise,103,1,70,70,3,2402.1517986257604,15.115978119217868,1.0584163541582268,"[1.027681261113046, 1.000552590315827, 0.9709612451428674]","[4.463805413405293, 1.9908138965018216, 0.7036117707855661]",0.057579989285953245,12.21972736554874,"[[0.6106441556704875, -0.710503354623746, -0.34971230778152596], [0.5064345065255876, 0.010873798056373654, 0.8622098648913813], [-0.6088003003823687, -0.7036097949746241, 0.3664634370167172]]","[[0.0008516369901140032, -0.998085939100653, -0.061836339510068054], [0.0046096733440199825, 0.09969275965515416, 0.9950075902142662], [-0.0008571879243353164, -0.9978575692246303, 0.06541816850061205]]","[-0.6088003003823687, -0.7036097949746241, 0.3664634370167172]","[-0.0008571879243353164, -0.9978575692246303, 0.06541816850061205]",19.866022963829604,0.997605284383068,-0.04886295230852961,0.0012655644187467762,0.028714477738267113,0.8333333333333334,375.0,15.0
noise,103,11,80,70,3,2142.286873829447,14.208046478415472,1.3595313975857186,"[1.1484139571997949, 0.9836692491239134, 0.844713082198153]","[4.60313727866157, 2.3966533922280884, 0.7680705018685368]",0.055435683214450075,13.855164351403332,"[[0.30705717617194755, -0.6780676743879774, -0.6677874807986366], [0.9501959808046089, 0.17911436265900874, 0.25504047355669784], [-0.05332437176448574, -0.7128409879063753, 0.6992955293268975]]","[[0.0005201437086840771, -0.9916439636072617, -0.12900379409847632], [0.006038749009452587, 0.9827495097250809, 0.18484299999057016], [-8.5928734498045e-05, -0.9917083394018814, 0.1285089964827961]]","[-0.05332437176448574, -0.7128409879063753, 0.6992955293268975]","[-8.5928734498045e-05, -0.9917083394018814, 0.1285089964827961]",20.951985362518972,0.9914984668903628,-0.08278954561048614,-0.06254936619618254,0.28569550953408057,0.8333333333333334,375.0,15.0
noise,103,21,90,70,3,2122.4950337808186,15.851566543460102,2.7188187647674953,"[1.3468353616924031, 0.969864902861332, 0.4953751898235042]","[4.730472247288196, 3.5240086156650414, 0.6885100043025018]",0.05464161808277818,12.600468808582093,"[[0.2611452237867165, -0.6839971612265997, -0.6811395272096158], [0.9651534141640731, 0.17273897575211422, 0.19657093728103248], [-0.016794618805409823, -0.708737701614683, 0.7052721539158607]]","[[0.0006423479690237308, -0.9895426281502477, -0.14423929583365033], [0.009370272312496002, 0.98636610842657, 0.16429880749480014], [-3.9868851839129804e-05, -0.9895575442872397, 0.1441383535173142]]","[-0.016794618805409823, -0.708737701614683, 0.7052721539158607]","[-3.9868851839129804e-05, -0.9895575442872397, 0.1441383535173142]",20.907205211057533,0.9717675520004122,-0.16427147607940368,-0.14710932653613742,0.7543995813140393,0.8333333333333334,375.0,15.0
noise,103,31,100,70,3,1316.6472870549094,14.107749234763888,3.0001424135896744,"[1.3654169372927283, 0.9635895200333078, 0.4551173741312517]","[6.295082581377718, 4.447355911646295, 0.760296174583426]",0.056415941508131014,13.476619449377575,"[[0.2765735283808238, -0.6785227174951934, -0.680524801342258], [0.9609268913000599, 0.2035563516562253, 0.18757484180137282], [0.011251354380009062, -0.7058128176388874, 0.7083090240010148]]","[[0.001179157053139553, -0.9777083105846995, -0.20996444699581077], [0.013702118787244678, 0.9809930048066609, 0.19355871579740058], [4.611368308695819e-05, -0.977683799604585, 0.21008185515239078]]","[0.011251354380009062, -0.7058128176388874, 0.7083090240010148]","[4.611368308695819e-05, -0.977683799604585, 0.21008185515239078]",20.319563939398257,0.965137961590255,-0.1698958899342985,-0.18189170720174172,0.7927727319434201,0.8333333333333334,375.0,15.0
noise,103,41,110,70,3,1001.4760788968401,13.23812590612048,3.335680175236833,"[1.3817245523822113, 0.9587775063891327, 0.4142257290251482]","[8.732422075605827, 4.386748386949515, 0.7926515761141127]",0.05863688697017331,13.517968246119699,"[[0.28645787855027866, -0.675142885309491, -0.6797970051658432], [0.9577547191448919, 0.2206366845508536, 0.18445961993373114], [0.025451557362239783, -0.7039187011625581, 0.709824401089068]]","[[0.0017467158182165874, -0.9658598905910725, -0.25905910663640364], [0.018056670000968136, 0.975928582223674, 0.21734157234032725], [0.00014883543974140393, -0.965764974514431, 0.25941856496625765]]","[0.025451557362239783, -0.7039187011625581, 0.709824401089068]","[0.00014883543974140393, -0.965764974514431, 0.25941856496625765]",19.24615230903677,0.9572821027406294,-0.1780531386382047,-0.20627557719159115,0.8279089580442456,0.8333333333333334,375.0,15.0
noise,103,51,120,70,3,842.0690087482211,15.293407618189635,4.01977586501367,"[1.4130068648017529, 0.9380029945403349, 0.351513843619972]","[11.807788045167968, 4.244662261278985, 0.7740363292006802]",0.05948832576417928,13.011566879005425,"[[0.3286592776614282, -0.6653043333804032, -0.6703381409350998], [0.944115082634818, 0.25029766433115486, 0.21447095367862573], [-0.025095616121526543, 0.7033642180375868, -0.7103865052461619]]","[[0.0027843805519638005, -0.9521760053330351, -0.30553739884499576], [0.02153557390833992, 0.9645005881941003, 0.2632011292332789], [-0.00020105965580528035, 0.9519661998885472, -0.30620305982268275]]","[-0.025095616121526543, 0.7033642180375868, -0.7103865052461619]","[-0.00020105965580528035, 0.9519661998885472, -0.30620305982268275]",17.900119808359612,0.9325989395393629,-0.23083485771508894,-0.2595146865526555,0.8759289195247932,0.8333333333333334,375.0,15.0
noise,103,61,130,70,3,605.9683809872347,17.46123673750969,3.8485648409376623,"[1.419533865722881, 0.9213441591356635, 0.36884758978804855]","[15.180847153392133, 4.068631295104599, 0.8644115770947458]",0.05743976492511895,15.049009657710672,"[[0.36053058980424085, -0.6568726221506995, -0.6622205464075172], [0.932400952135689, 0.2731520272179274, 0.23667791296020288], [-0.025419643425253376, 0.7027846955473639, -0.7109483198042823]]","[[0.004049059413298077, -0.9321481433751371, -0.36205447645368566], [0.02561656871914028, 0.9482315986244897, 0.31654482585741645], [-0.00026671499587131053, 0.9317341697262674, -0.36314097238898]]","[-0.025419643425253376, 0.7027846955473639, -0.7109483198042823]","[-0.00026671499587131053, 0.9317341697262674, -0.36314097238898]",16.357874279202814,0.9145785236510316,-0.26344860357034977,-0.29131369864593265,0.8634504268315947,0.8333333333333334,375.0,15.0
noise,103,71,140,70,3,443.7727774196531,19.212656428368327,3.5969772625530383,"[1.4230257104975716, 0.9047015740474321, 0.39561709919943894]","[18.607675092512533, 3.8616372721976155, 0.9584651342473376]",0.05693764597797404,16.833592569283837,"[[0.3887253916284637, -0.6477368659205255, -0.655232418635367], [0.9206986959815648, 0.29990070555957143, 0.24974682785316274], [-0.0347344371070504, 0.7003545668676163, -0.7129495070105104]]","[[0.005553337312239591, -0.9085425000062987, -0.41775553392744086], [0.029230846214292422, 0.934839029384173, 0.3538665663349023], [-0.0004584345081252826, 0.9075498496428213, -0.419944115628609]]","[-0.0347344371070504, 0.7003545668676163, -0.7129495070105104]","[-0.0004584345081252826, 0.9075498496428213, -0.419944115628609]",14.583417520513915,0.8944492142166957,-0.28768769509525105,-0.32369955911842124,0.842602055828865,0.8333333333333334,375.0,15.0
noise,103,81,150,70,3,392.5627412764825,24.314913885706346,3.9934493425505195,"[1.4366649988125848, 0.8980922710809242, 0.3597554083145128]","[21.871997895812477, 3.5889612689128634, 0.888929859783845]",0.05755357851530034,15.445257840006027,"[[0.393094519242176, -0.6462888866743138, -0.6540545649279107], [0.9187967637070581, 0.3038604021372495, 0.25195508134273786], [0.03590551410576448, -0.699985379114639, 0.7132539961910737]]","[[0.006890360333628448, -0.8817515982121658, -0.4716636958519961], [0.03555839817086657, 0.9153168603682087, 0.40116162010492407], [0.0005802167094337591, -0.880425622670126, 0.4741839161069162]]","[0.03590551410576448, -0.699985379114639, 0.7132539961910737]","[0.0005802167094337591, -0.880425622670126, 0.4741839161069162]",12.546507648961414,0.883809133090321,-0.3024361280256486,-0.3406351026955496,0.8696055426433392,0.8333333333333334,375.0,15.0
noise,103,91,160,70,3,323.6517919689853,29.748989655949025,3.9215277123693983,"[1.4280419963270727, 0.9099931597151953, 0.3641545084133157]","[25.16052081946926, 3.297927577379133, 0.8344831295731608]",0.053676627552847835,15.546489554537727,"[[0.3781389294392454, -0.6499889529674602, -0.6591853389319322], [0.9247556618625717, 0.29818988331560664, 0.23645244625789277], [-0.042870921329709114, 0.698997249285353, -0.7138381676513607]]","[[0.007871060891750385, -0.8323370974640714, -0.5542138599724149], [0.04466908735020997, 0.886103352502311, 0.46133016519567055], [-0.0008280480282766352, 0.8305763703462298, -0.5569041276188796]]","[-0.042870921329709114, 0.698997249285353, -0.7138381676513607]","[-0.0008280480282766352, 0.8305763703462298, -0.5569041276188796]",10.54345543737542,0.8955078564494919,-0.276859004520656,-0.32319588046170195,0.8659854529734715,0.8333333333333334,375.0,15.0
noise,103,101,170,70,3,260.9059291869219,33.67931716652289,3.6981927842241413,"[1.4141260273296554, 0.9241378820931045, 0.3823829934886238]","[28.073090788959973, 3.0104321405586676, 0.8136802807862727]",0.04697787001421667,17.3205017711538,"[[0.361915859385585, -0.6510324130264393, -0.6672133900890819], [0.9290979741999735, 0.310350313756562, 0.2011458105174177], [0.07611744256541252, -0.6927044679660839, 0.7171935965951772]]","[[0.008735618858530391, -0.7794604020680383, -0.6263905894656229], [0.05372631920060436, 0.8901908927370514, 0.4524087279365485], [0.0017198603467458136, -0.776358598455526, 0.6302891151563376]]","[0.07611744256541252, -0.6927044679660839, 0.7171935965951772]","[0.0017198603467458136, -0.776358598455526, 0.6302891151563376]",8.555599625913988,0.8961471488792433,-0.23263288897482437,-0.3153034827348064,0.8493200341404218,0.8333333333333334,375.0,15.0
noise,103,111,180,70,3,233.28898960537768,41.13184452634415,3.8941752065688218,"[1.4087830235927072, 0.9404547978454723, 0.36176672821919414]","[30.717486409251684, 2.695623158030533, 0.7197256821115665]",0.04565389436797754,15.76482558772456,"[[0.3346651064498271, -0.6558548580771976, -0.6766488540309996], [0.9369140062657495, 0.3085073369194893, 0.1643635237207688], [-0.10095252046377504, 0.688968524827792, -0.7177262433606754]]","[[0.009217135461917852, -0.7248568436769265, -0.6888378623367044], [0.06778293018459587, 0.895663902494062, 0.43953571884967174], [-0.0026346502717618223, 0.7215462214844168, -0.6923612560502691]]","[-0.10095252046377504, 0.688968524827792, -0.7177262433606754]","[-0.0026346502717618223, 0.7215462214844168, -0.6923612560502691]",6.645813531411691,0.8874780787388149,-0.18907412808180088,-0.30374598637007155,0.8608953211839435,0.8333333333333334,375.0,15.0
noise,103,121,190,70,3,225.4107128389505,55.21821513991604,4.188666134329741,"[1.3972427479341596, 0.9676978237489682, 0.33357701548054813]","[33.07486677263989, 2.3117896016923716, 0.5808492100379785]",0.04488126280552913,12.941908799554122,"[[0.26236332170456844, -0.6747046077823493, -0.6898834536799756], [0.9609643566668152, 0.24774953898292051, 0.12315709946927282], [-0.08782364510813147, 0.695265314948917, -0.7133674713560357]]","[[0.007967976409323238, -0.6488166542160718, -0.7609030559564094], [0.10581944949317709, 0.8638423021342785, 0.4925228128242497], [-0.0025832215286830684, 0.6475363473382945, -0.7620301869626382]]","[-0.08782364510813147, 0.695265314948917, -0.7133674713560357]","[-0.0025832215286830684, 0.6475363473382945, -0.7620301869626382]",4.959601242352583,0.9168374398621503,-0.12943794948437629,-0.23556569817913742,0.8821096568673529,0.8333333333333334,375.0,15.0
noise,103,131,200,70,3,180.87827592374762,60.7098776292935,3.7119533341913673,"[1.3735978640248223, 0.9880759041883409, 0.37004718011199206]","[35.0973544593782, 1.9266520176672823, 0.5637541385544793]",0.04378477969807705,12.875573257234828,"[[0.18413002692612015, -0.6891193020796543, -0.700864266948627], [0.9785512832897749, 0.195539291128056, 0.06482107371119493], [-0.09237704886020673, 0.6977671338823486, -0.7103432323303235]]","[[0.006256424701218068, -0.5781739616816842, -0.8158895312376941], [0.18108190104839822, 0.8934865103745046, 0.41096374644424366], [-0.003097972094742347, 0.5778118394584489, -0.8161641261110071]]","[-0.09237704886020673, 0.6977671338823486, -0.7103432323303235]","[-0.003097972094742347, 0.5778118394584489, -0.8161641261110071]",3.4926954310758775,0.9424172571790702,-0.06142508440944387,-0.1725754607026816,0.8557732244295918,0.8333333333333334,375.0,15.0
noise,103,141,210,70,3,153.1408955195885,70.03463774852011,3.6158891525945034,"[1.3620155069387185, 1.0015136580770159, 0.37667512732281455]","[36.68908429602914, 1.51503794574405, 0.5170264659249921]",0.04245100746538714,12.179368566141921,"[[-0.04302205281781287, 0.7053317472532211, 0.7075706532128503], [-0.9963933096926212, -0.08213920038170394, 0.021296106696733548], [-0.07314010781456157, 0.704102462769001, -0.7063216310941508]]","[[-0.0017250872082846213, 0.5248018871080344, 0.851222652049374], [-0.5163202794526065, -0.7898068231584245, 0.33108692381062055], [-0.00293791290906866, 0.5248089284019246, -0.8512149889054834]]","[-0.07314010781456157, 0.704102462769001, -0.7063216310941508]","[-0.00293791290906866, 0.5248089284019246, -0.8512149889054834]",2.224172388328464,0.9722880572380473,0.018491875749784857,-0.07042473035943081,0.8535049160526555,0.8333333333333334,375.0,15.0
noise,103,151,220,70,3,148.84392316840845,97.10370329323221,3.7837832754469356,"[1.3787273805251994, 0.9830256780246411, 0.3643779995201617]","[38.0725127171876, 1.1362141121274272, 0.3920521599110924]",0.0411084811873867,9.537013983172542,"[[0.18997913978958106, 0.6948175619856852, 0.6936400233558322], [0.98174577432708, -0.12788128140995764, -0.14078924836744242], [-0.009119267280486669, 0.7077251821301939, -0.7064289812451435]]","[[0.008529517410281085, 0.4225243023328235, 0.906311459306848], [0.21551318563918345, -0.3802280466884274, -0.8994335435857137], [-0.0004020214853141686, 0.4225871929228965, -0.9063221848527553]]","[-0.009119267280486669, 0.7077251821301939, -0.7064289812451435]","[-0.0004020214853141686, 0.4225871929228965, -0.9063221848527553]",1.2907760292153216,0.9832735563504289,0.12874114357667343,0.11778234108141944,0.8671580048981298,0.8333333333333334,375.0,15.0
noise,103,161,230,70,3,101.12005815026092,95.40600625816415,3.2717332521740476,"[1.387136163778385, 0.9466243552264209, 0.4239759347302049]","[39.0281422700626, 0.8208389341919325, 0.407522324313627]",0.0417007266553496,9.772547315104108,"[[-0.31795317507564413, -0.6698040252200109, -0.6710203769323163], [0.9480861790401706, -0.2292423350818525, -0.22040995648842496], [0.006194802040954494, 0.706265190707634, -0.7079202672775959]]","[[-0.018665241443542348, -0.3807599169961485, -0.924485529562762], [0.16608955753661078, -0.38888604643279623, -0.9061908749083505], [0.0003447926646412252, 0.38065488839801936, -0.9247171119086689]]","[0.006194802040954494, 0.706265190707634, -0.7079202672775959]","[0.0003447926646412252, 0.38065488839801936, -0.9247171119086689]",0.6678660143350036,0.9471094874787941,0.2158057024227481,0.22247887874182865,0.820215175097065,0.8333333333333334,375.0,15.0
noise,103,171,240,70,3,70.95108482106481,99.2244444114514,3.0815940019604264,"[1.3936232722122286, 0.9237381761566852, 0.45224103867207793]","[39.74829888769544, 0.577069793731422, 0.39677815956736706]",0.039458591686270396,10.055558057471826,"[[-0.3671161390368338, -0.6568310343816474, -0.6586339899609064], [0.9301361310290881, -0.2657058498002599, -0.2534702726872734], [0.00851576261571851, 0.705672299056054, -0.7084871827577517]]","[[-0.02905537479529136, -0.34983373430229225, -0.9363611181267719], [0.18680326538963588, -0.35910717428512146, -0.9144105081508659], [0.0006269138806400913, 0.3496008063746946, -0.9368985447534591]]","[0.00851576261571851, 0.705672299056054, -0.7084871827577517]","[0.0006269138806400913, 0.3496008063746946, -0.9368985447534591]",0.325995203598126,0.9228089337984919,0.2586698000772377,0.2672034432008967,0.7954266551871395,0.8333333333333334,375.0,15.0
noise,103,181,250,70,3,61.480155013272245,117.63582367781095,2.93201821648323,"[1.3769797906653585, 0.9398772097449549, 0.4696354827962012]","[40.38429127089236, 0.42979552030886325, 0.34328271130225485]",0.039053827593451614,8.789988906485958,"[[-0.3420731999790278, -0.6698948422590016, -0.6589588956610991], [0.9381710383437859, -0.2038370619677865, -0.2797955592594053], [-0.05311335678575286, 0.7139267136640343, -0.6982031358049184]]","[[-0.030420286789658028, -0.295248369916151, -0.9549361267715715], [0.1969569302686685, -0.2120845424099721, -0.9571980539522088], [-0.004457587772247938, 0.29695210415654927, -0.9548819705849779]]","[-0.05311335678575286, 0.7139267136640343, -0.6982031358049184]","[-0.004457587772247938, 0.29695210415654927, -0.9548819705849779]",0.18470646836078117,0.9338140504249096,0.2571974584932287,0.2036962034523549,0.7774302116336451,0.8333333333333334,375.0,15.0
noise,103,191,260,70,3,52.817613449989075,132.61890287713717,2.8474384437194025,"[1.3831272743692256, 0.922502749119739, 0.4857443985909478]","[40.68430410279546, 0.33374772383173623, 0.3051399644028188]",0.04027629011302084,7.57616859811452,"[[-0.383549477225371, -0.6648125237538025, -0.6410258238013852], [0.9171192492809482, -0.19260931594597935, -0.3489898766571487], [-0.10854529523887456, 0.7217520070432238, -0.6835875651374765]]","[[-0.03861357363744119, -0.25948741125971336, -0.9649742355776543], [0.17140148267117905, -0.1395611546407732, -0.975266228192823], [-0.010241873291081125, 0.264030983916974, -0.9644598195691327]]","[-0.10854529523887456, 0.7217520070432238, -0.6835875651374765]","[-0.010241873291081125, 0.264030983916974, -0.9644598195691327]",0.11016361582859728,0.8967031075909704,0.3189911678917214,0.21547820950047253,0.756057269121753,0.8333333333333334,375.0,15.0
noise,103,201,270,70,3,38.96537357945902,124.35150421558684,2.8433849122497707,"[1.4155136241473087, 0.8651528840310989, 0.4978269449377194]","[40.756051267834685, 0.3277781327494553, 0.2632703529567084]",0.04417396377202963,5.959853508174598,"[[-0.4540899446529078, -0.6428085928258342, -0.6169274148182994], [0.8827277366758262, -0.230704168404942, -0.4093498865075664], [-0.12080589831747716, 0.7304606078837208, -0.6721854173231167]]","[[-0.060022254170099786, -0.27091502483586255, -0.9607301277270969], [0.1780515286659772, -0.14837317033265296, -0.9727708134319956], [-0.014633292538180515, 0.2821185982666306, -0.9592679309043763]]","[-0.12080589831747716, 0.7304606078837208, -0.6721854173231167]","[-0.014633292538180515, 0.2821185982666306, -0.9592679309043763]",0.06932275039079257,0.8313674717574762,0.4105608958626032,0.31097400365557964,0.7435911981375859,0.8333333333333334,375.0,15.0
noise,103,211,280,70,3,36.12560390197753,136.64872458654213,2.6899246907701873,"[1.439371753471973, 0.8011739572773069, 0.5350974168201891]","[40.92861438093573, 0.30018025436844054, 0.2231623754702539]",0.042485697777776325,5.252647058723536,"[[-0.5097431293092515, -0.6255112140161301, -0.5906755990068314], [0.8380950569886828, -0.2059671733324733, -0.505147700143797], [0.19431576769050002, -0.7525378692461252, 0.6292282080273847]]","[[-0.06722666096082167, -0.2357501144760957, -0.9694856675477811], [0.13157854339134586, -0.09240946498736972, -0.9869891477112399], [0.023921268939179244, -0.26474708215768106, 0.9640211384515038]]","[0.19431576769050002, -0.7525378692461252, 0.6292282080273847]","[0.023921268939179244, -0.26474708215768106, 0.9640211384515038]",0.04998207032486518,0.7398750029018049,0.5079194266171978,0.3870632616382835,0.6966749265902082,0.8333333333333334,375.0,15.0
