case,candidate_index,fit_end_time_s,validation_ready_time_s,promotion_time_s,parameter_identification_status,control_model_status,legacy_estimator_accepted,legacy_estimator_reason,rank,rrqr_rank,condition_number,candidate_residual_rms_nms,active_bound_count,maximum_unconstrained_violation_fraction_of_span,maximum_normalized_parameter_std,validation_candidate_total_mse_nms2,validation_prior_total_mse_nms2,validation_last_valid_total_mse_nms2,oracle_proposed_model_error_nm,oracle_prior_error_nm,oracle_last_valid_error_nm,oracle_improvement_vs_last_valid_nm,oracle_improvement_vs_prior_nm,proposed_model_distance_to_truth_span_l2,reference_model_distance_to_truth_span_l2,truth_distance_change_from_last_valid_span_l2,proposed_model_distance_to_prior_span_l2
noise_200hz,10,10.379999999999686,11.879999999999686,18.37999999999948,identified_boundary_pressured,promoted,False,bound_hit,11,11,651.956316437556,0.03840500224198311,1,1.1055365424923658,0.6211951958272153,0.18809867106074313,7.926769092001171,0.3522263664049041,1.204646450520393,4.510725181710378,1.3895302070196935,0.18488375649930044,3.3060787311899853,0.5023887367173054,0.5246177578708702,-0.022229021153564732,0.4359825748800703
noise_200hz,11,10.87999999999941,12.37999999999941,18.37999999999948,identified_boundary_pressured,promoted,False,bound_hit,11,11,546.6263862835295,0.03829152910169035,2,1.1628415613559866,0.4784589367052866,0.09808317530829981,7.926769092001171,0.18809867106074313,1.079886577916445,4.510725181710378,1.204646450520393,0.12475987260394805,3.430838603793933,0.4813464212001531,0.5023887367173054,-0.021042315517152355,0.4386916020677565
noise_200hz,12,11.379999999999132,12.879999999999132,18.37999999999948,identified_boundary_pressured,promoted,False,bound_hit,11,11,542.2978128958299,0.03869677925203466,2,1.0621912477013382,0.4608848003252231,0.05071699311845639,8.208451892015427,0.09963049717960826,0.985736853667973,4.496389228590816,1.0702298540650166,0.08449300039704355,3.5106523749228433,0.46581928270250156,0.4813464212001531,-0.015527138497651527,0.4453017531248329
noise_200hz,13,11.879999999998855,13.379999999998855,18.37999999999948,identified_boundary_pressured,promoted,False,bound_hit,11,11,542.2978128958299,0.03852000499252201,2,1.0597510149832428,0.45877939075696195,0.03226653091773983,8.208451892015427,0.05071699311845639,0.9371733892077749,4.496389228590816,0.985736853667973,0.0485634644601981,3.5592158393830413,0.4553270514741568,0.46581928270250156,-0.01049223122834475,0.45611050493741695
noise_200hz,14,12.379999999998578,13.879999999998578,18.37999999999948,identified_boundary_pressured,valid_unpromoted_not_heldout_better,False,bound_hit,11,11,542.2978128958299,0.0383473014809384,2,1.0569994091876758,0.45672246444448356,0.0341210942888475,8.208451892015427,0.03226653091773983,0.9181049491067412,4.496389228590816,0.9371733892077749,0.0190684401010337,3.578284279484075,0.4496093871891932,0.4553270514741568,-0.0057176642849636194,0.4703480618856218
noise_200hz,15,12.8799999999983,14.3799999999983,18.37999999999948,identified_boundary_pressured,valid_unpromoted_not_heldout_better,False,bound_hit,11,11,542.2978128958299,0.0383473014809384,2,1.0569994091876758,0.45672246444448356,0.03225574466556991,7.831630511067829,0.029501160468123067,0.9051167927162026,4.474177457204292,0.9226690395058363,0.01755224678963374,3.56906066448809,0.4496093871891932,0.4553270514741568,-0.0057176642849636194,0.4703480618856218
noise_200hz,16,13.379999999998024,14.879999999998024,18.37999999999948,identified_boundary_pressured,valid_unpromoted_not_heldout_better,False,bound_hit,11,11,542.2978128958299,0.038196875681236475,2,1.053863530913509,0.4549308692264981,0.03189283152670214,7.831630511067829,0.029501160468123067,0.9039157384116151,4.474177457204292,0.9226690395058363,0.018753301094221242,3.5702617187926773,0.44914568475130057,0.4553270514741568,-0.006181366722856241,0.47032223250225347
noise_200hz,17,13.879999999997747,15.379999999997747,18.37999999999948,identified_boundary_pressured,valid_unpromoted_not_heldout_better,False,bound_hit,11,11,542.2978128958299,0.038095011351999816,2,1.0518440014525539,0.45371764885136745,0.0310955758367967,7.501573839040921,0.02856976539567831,0.9030520443147786,4.474177457204292,0.9226690395058363,0.01961699519105775,3.5711254128895136,0.44881179155702694,0.4553270514741568,-0.0065152599171298675,0.4703041891047229
noise_200hz,18,14.37999999999747,15.87999999999747,18.37999999999948,identified_boundary_pressured,valid_unpromoted_not_heldout_better,False,bound_hit,11,11,542.2978128958299,0.038015022055916246,2,1.0500555092488597,0.45276496360297713,0.030904176522834614,7.501573839040921,0.02856976539567831,0.9023999418383757,4.474177457204292,0.9226690395058363,0.020269097667460656,3.5717775153659166,0.44854473893253477,0.4553270514741568,-0.0067823125416220376,0.4702792176105117
noise_200hz,19,14.879999999997192,16.379999999997192,18.37999999999948,identified_boundary_pressured,valid_unpromoted_not_heldout_better,False,bound_hit,11,11,542.2978128958299,0.03795747436193047,2,1.048984236822738,0.4520795614076402,0.03074866510872938,7.501573839040921,0.02856976539567831,0.9018801147431408,4.474177457204292,0.9226690395058363,0.02078892476269556,3.5722973424611517,0.4482958707250869,0.4553270514741568,-0.0070311807490698874,0.47025500493930456
