test,success,true_inverse_mass,estimated_inverse_mass,inverse_mass_absolute_error,state_max_abs_error,state_rmse,process_residual_rms_raw,alpha_prediction_rmse,before_total_cost,after_total_cost,nfev
noise_free_oracle,True,0.8,0.8000007939302685,7.93930268416787e-07,1.8532469241473726e-05,4.217770086813028e-06,4.2076360181734676e-09,6.10405289674863e-05,624.1005814868215,3.191175037290524e-05,67
