mode,attempt_index,wall_time_s,reference_phase_s,accepted,reason,rank,rrqr_rank,condition_number,candidate_residual_rms_nms,old_residual_rms_nms,beta_a_inertia_combination,beta_b_distal_inertia_combination,beta_d_mass_length_com_combination,beta_g1_proximal_gravity_combination,beta_g2_distal_gravity_combination,beta_k1_passive_stiffness,beta_k2_passive_stiffness,beta_rho1_stiffness_rest_combination,beta_rho2_stiffness_rest_combination,beta_bv1_viscous_damping,beta_bv2_viscous_damping,bound_hit_components,unconstrained_bound_pressure,distance_to_prior_span_normalized_l2,distance_to_true_span_normalized_l2,generalized_torque_prediction_combined_rmse_nm
cem_plus_smooth_local_refinement,15,13.979999999997691,6.989999999998846,False,bound_hit,11,11,2809.9904016005066,0.014050144771187574,2.3507800832601387,0.7254087384075334,0.09934042046013741,0.16939379786404937,43.41084851543731,6.5426484476450995,12.886852216647188,11.659019732795306,3.9269905590891585,4.515905465380397,7.499999999997096,5.998960265703521,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower;bv1_viscous_damping:upper,a_inertia_combination:lower:0.803530353136:0.553846618184;d_mass_length_com_combination:lower:0.223349382405:0.659260802996;rho2_stiffness_rest_combination:upper:0.0632790214242:0.0120854028644,1.4276767874420515,1.577493393445163,0.09044047646704045
cem_plus_smooth_local_refinement,16,14.479999999997414,7.239999999998707,False,bound_hit,11,11,2351.5702482582633,0.014119363611513915,2.352656853817141,0.7254087384073544,0.09934042046004031,0.1693937978640006,42.90637751038503,7.069640581672109,12.755516418951672,11.645250151735937,3.92699081698724,3.9941678643393868,7.499999999999998,6.04785102341717,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower;rho1_stiffness_rest_combination:upper;bv1_viscous_damping:upper,a_inertia_combination:lower:0.912764767956:0.629138249671;d_mass_length_com_combination:lower:0.251131513131:0.741265371867,1.383823864930718,1.5471625978170158,0.08969280859109792
cem_plus_smooth_local_refinement,17,14.979999999997137,7.4899999999985685,False,bound_hit,11,11,1919.6359824974452,0.014126685101829399,2.3541499246318867,0.7254087384073513,0.09934042046004002,0.16939379786400002,42.54956292717222,7.443357418017896,12.66221219131305,11.631106468150632,3.9269908169872396,3.624147363576709,7.5,6.100459692501483,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower;rho1_stiffness_rest_combination:upper;bv1_viscous_damping:upper,a_inertia_combination:lower:1.02796548413:0.708542253284;d_mass_length_com_combination:lower:0.27406370006:0.808954352272;rho1_stiffness_rest_combination:upper:0.184225087967:0.0422212800838,1.3591990845123751,1.53183524811456,0.08921558271196212
cem_plus_smooth_local_refinement,18,15.47999999999686,7.73999999999843,False,bound_hit,11,11,1563.5002874536297,0.014055540461088563,2.3554540708068217,0.7254087384082133,0.09934042046008719,0.16939379786419104,42.33160313927719,7.673370102861377,12.60314518145462,11.620850146518375,3.926990816987156,3.397115556770718,7.49999999999957,6.143101240286727,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower;rho1_stiffness_rest_combination:upper;bv1_viscous_damping:upper,a_inertia_combination:lower:1.07573010587:0.741464810743;d_mass_length_com_combination:lower:0.283434350727:0.836613719928;rho1_stiffness_rest_combination:upper:0.527230124705:0.120832243911,1.3470115568736603,1.5251554463767991,0.08894007014857666
cem_plus_smooth_local_refinement,19,15.979999999996583,7.989999999998291,False,bound_hit,11,11,1310.5393267184456,0.014367614528476484,2.356093657712658,0.7254087384183103,0.09934042054684711,0.16939379786470468,42.04102206080991,7.978468207217063,12.521011067259284,11.597681191799413,3.926990816907307,3.092939861073166,7.499999999863609,6.231206430232972,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower;rho1_stiffness_rest_combination:upper;bv1_viscous_damping:upper,a_inertia_combination:lower:1.22104155588:0.841623136885;d_mass_length_com_combination:lower:0.313830274084:0.926333425548;rho1_stiffness_rest_combination:upper:1.32354666323:0.303334551168,1.3349272563586874,1.5201837256755393,0.08858407500057804
cem_plus_smooth_local_refinement,20,16.47999999999716,8.23999999999858,False,bound_hit,11,11,1167.579432422865,0.014339622612094517,2.3545989036187325,0.7254087387345921,0.0993404204605916,0.16939379789009287,41.919541562574544,8.109041539507027,12.480140109954444,11.586359139925543,3.9269908135280374,2.9637090120011935,7.499999999549361,6.278829409873298,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower;rho1_stiffness_rest_combination:upper;bv1_viscous_damping:upper,a_inertia_combination:lower:1.12203750899:0.773382956109;d_mass_length_com_combination:lower:0.294704211673:0.869878990227;rho1_stiffness_rest_combination:upper:0.673735805866:0.154408872732,1.3312776343150807,1.5194551579054552,0.08860152015320108
cem_plus_smooth_local_refinement,21,16.97999999999777,8.489999999998885,False,bound_hit,11,11,1073.067100934232,0.015014815343486908,2.3510610483153074,0.7254087384073516,0.09934042046004618,0.1693937978640002,41.8635770083491,8.186940176745955,12.413794059995077,11.574877569923448,3.9269908169872387,2.8862305959797645,7.380740568823048,6.321268462935531,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower;rho1_stiffness_rest_combination:upper,a_inertia_combination:lower:1.14379841238:0.78838201956;d_mass_length_com_combination:lower:0.301744090646:0.890658614573;rho1_stiffness_rest_combination:upper:0.873797154365:0.200259556383,1.3204943662283222,1.511917405750179,0.08734531273539599
cem_plus_smooth_local_refinement,22,17.47999999999838,8.73999999999919,False,bound_hit,11,11,1025.1894302144747,0.015143308290031163,2.3476346987811554,0.7254087384073695,0.09934042046004002,0.1693937978640018,41.91053524055322,8.154860735601714,12.386419092077972,11.569430205493267,3.9269908169872347,2.918137732155791,7.261972507422717,6.328537926033109,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower;rho1_stiffness_rest_combination:upper,a_inertia_combination:lower:1.03547236182:0.713716493196;b_distal_inertia_combination:lower:0.024443922656:0.123031101252;d_mass_length_com_combination:lower:0.275689412571:0.813752971027;rho1_stiffness_rest_combination:upper:0.137871439327:0.0315978063554,1.3129204665895184,1.5050887881461008,0.08600625315318204
cem_plus_smooth_local_refinement,23,17.97999999999899,8.989999999999496,False,bound_hit,11,11,971.4783658232805,0.01888495858109638,2.346250264345625,0.7254087384073513,0.09934042046004002,0.16939379786400002,40.650287523205556,8.721260835917748,12.19547815619851,11.517317336670777,3.239234932678553,2.346512967509836,7.5,6.474961470000368,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower;bv1_viscous_damping:upper,a_inertia_combination:lower:1.02007185064:0.703101435528;b_distal_inertia_combination:lower:0.0473036866445:0.238088818355;d_mass_length_com_combination:lower:0.216128673228:0.637947421785;bv1_viscous_damping:upper:0.0738228013643:0.0147645602729,1.2408334770123395,1.4500767463260893,0.09069769309076764
cem_plus_smooth_local_refinement,24,18.479999999999603,9.239999999999801,False,bound_hit,11,11,902.9913998351931,0.020354112958387762,2.3431058214880873,0.725408738411446,0.09934042046004002,0.16939379786412165,40.74048576603828,8.746830465756839,12.224513947410726,11.505763953207012,3.3577946148167976,2.3169030728845255,7.5,6.437124250491798,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower;bv1_viscous_damping:upper,a_inertia_combination:lower:0.622640914687:0.429165573642;b_distal_inertia_combination:lower:0.105037393466:0.528673992818;d_mass_length_com_combination:lower:0.217010497029:0.640550302802;bv1_viscous_damping:upper:0.091637266842:0.0183274533684,1.2519567081155574,1.4606853832050442,0.09211070329304694
cem_plus_smooth_local_refinement,25,18.980000000000214,9.490000000000107,False,bound_hit,11,11,814.5938888834926,0.02123405498428513,2.3376774846519615,0.7254087384073522,0.09934042046004012,0.16939379786400058,41.62471594153126,8.418705098890552,12.409731886301516,11.520750760863889,3.926990816987237,2.640918598306382,7.5,6.261038846140645,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower;rho1_stiffness_rest_combination:upper;bv1_viscous_damping:upper,a_inertia_combination:lower:0.0592243474812:0.0408213634228;b_distal_inertia_combination:lower:0.157674703667:0.793607994295;d_mass_length_com_combination:lower:0.207439030249:0.612298185838;rho1_stiffness_rest_combination:upper:0.405388510747:0.0929082029157;bv1_viscous_damping:upper:0.118463332721:0.0236926665443,1.3200193719698123,1.5159754623992499,0.08931853629656236
cem_plus_smooth_local_refinement,26,19.480000000000825,9.740000000000412,False,bound_hit,11,11,723.9481726910665,0.021457196032290883,2.3314842900174755,0.7254087384073513,0.09934042046004021,0.16939379786400002,41.71297037086463,8.333934536467085,12.412485585354208,11.518428493704327,3.92699081698724,2.7188807175742276,7.499999999766532,6.117229149233799,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower;rho1_stiffness_rest_combination:upper;bv1_viscous_damping:upper,b_distal_inertia_combination:lower:0.183947322496:0.925843285363;d_mass_length_com_combination:lower:0.196574951585:0.580230663884;rho1_stiffness_rest_combination:upper:1.05910689056:0.24272941953;bv1_viscous_damping:upper:0.13022710479:0.0260454209579,1.3165425513971192,1.5117605326757628,0.08750800554050464
cem_plus_smooth_local_refinement,27,19.980000000001436,9.990000000000718,False,bound_hit,11,11,649.8791266076751,0.02188747499524865,2.3248573638529195,0.7254087384073513,0.09934042046004002,0.16939379786400002,41.39730927026114,8.655604221489513,12.350447216058964,11.487692518165705,3.92699081698724,2.3883373345367547,7.49999999999967,6.077890352895551,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower;rho1_stiffness_rest_combination:upper;bv1_viscous_damping:upper,a_inertia_combination:lower:0.0678017305972:0.0467334669459;b_distal_inertia_combination:lower:0.194004781644:0.976464468065;d_mass_length_com_combination:lower:0.199236415607:0.588086512372;rho1_stiffness_rest_combination:upper:0.0291798940185:0.00668753909559;bv1_viscous_damping:upper:0.024475720251:0.0048951440502,1.308213710587035,1.5106060847078646,0.08710274062251377
cem_plus_smooth_local_refinement,28,20.480000000002047,10.240000000001023,False,bound_hit,11,11,580.8885360822316,0.022369904340335492,2.3170651716767767,0.7254087384073513,0.09934042046004002,0.16939379786400002,41.09944799586027,8.961174219571326,12.284962458828499,11.460513027697544,3.92699081698724,2.07552662586835,7.498488018044651,6.058321864551485,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower;rho1_stiffness_rest_combination:upper,a_inertia_combination:lower:0.315048172351:0.217152176194;b_distal_inertia_combination:lower:0.187621037155:0.944333818431;d_mass_length_com_combination:lower:0.205790177541:0.607431264119,1.3048876145062882,1.5135167788137396,0.08716114344701957
cem_plus_smooth_local_refinement,29,20.980000000002658,10.490000000001329,False,bound_hit,11,11,535.3457127530958,0.023525428617823373,2.30856105579182,0.7254087384073516,0.09934042046004002,0.16939379786400013,40.3161319554973,9.093463808724213,12.036984367601912,11.44677510667485,3.2338223281878182,1.9377912617649842,7.307502479441262,6.0130551117686295,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower,a_inertia_combination:lower:0.571361800333:0.393820593881;b_distal_inertia_combination:lower:0.189745561333:0.955026969156;d_mass_length_com_combination:lower:0.242624646172:0.716155636249,1.2028687395004847,1.426901990793892,0.08641047989924698
cem_plus_smooth_local_refinement,30,21.48000000000327,10.740000000001634,False,bound_hit,11,11,496.78245598636147,0.0339539312961589,2.30251316297907,0.7254087384073513,0.09934042046004002,0.16939379786400002,37.81824318343303,8.782131168335049,11.1546756579729,11.465319243246643,0.26542230091978614,2.245993431060974,6.541529859598805,5.855696710349766,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower,a_inertia_combination:lower:1.3432679024:0.925869672698;b_distal_inertia_combination:lower:0.216106570238:1.08770714497;d_mass_length_com_combination:lower:0.405059928978:1.19561617393;rho1_stiffness_rest_combination:lower:1.93298033773:0.443006460935,0.9910445480775713,1.2354434284850921,0.09855849237146515
cem_plus_smooth_local_refinement,31,21.98000000000388,10.99000000000194,False,bound_hit,11,11,466.17538471646094,0.03542997474841392,2.294776880882686,0.7254087384073513,0.09934042046004002,0.16939379786400002,37.100524773076444,8.844914339186952,10.907971973228818,11.456637325940989,-0.4363323129984312,2.1805990463294425,6.283213114688353,5.855454761943102,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower;rho1_stiffness_rest_combination:lower,a_inertia_combination:lower:1.4074665688:0.970119667903;b_distal_inertia_combination:lower:0.224604028569:1.13047653477;d_mass_length_com_combination:lower:0.485260993605:1.43234581113;rho1_stiffness_rest_combination:lower:2.92282953461:0.669863186276,1.0064144454557873,1.2467323963663133,0.1152350149049468
cem_plus_smooth_local_refinement,32,22.48000000000449,11.240000000002246,False,bound_hit,11,11,439.0997546187549,0.03536960372090798,2.2855162464862597,0.7254087384073513,0.09934042046004002,0.16939379786400002,36.97478927221811,8.979039655572077,10.872200111769542,11.442702680465176,-0.43633231004999484,2.0447651673403757,6.212346097578463,5.9046443538426825,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower;rho1_stiffness_rest_combination:lower,a_inertia_combination:lower:1.27348857953:0.87777311749;b_distal_inertia_combination:lower:0.231610285442:1.16574041246;d_mass_length_com_combination:lower:0.522411065031:1.54200174864;rho1_stiffness_rest_combination:lower:2.82091220059:0.646505453884,1.0048440074453227,1.248595392615316,0.12725659649555937
cem_plus_smooth_local_refinement,33,22.980000000005102,11.490000000002551,False,bound_hit,11,11,417.5005068610258,0.03634956930684437,2.2766356176803266,0.7254087384073513,0.09934042046004002,0.16939379786400002,36.700224759577054,9.271435029113983,10.797626522946265,11.424514241569941,-0.43633231277558704,1.7534633676243792,6.020090057311251,6.009125470362942,a_inertia_combination:lower;b_distal_inertia_combination:lower;d_mass_length_com_combination:lower;rho1_stiffness_rest_combination:lower,a_inertia_combination:lower:1.24144672636:0.855687738946;b_distal_inertia_combination:lower:0.25487371832:1.28282987499;d_mass_length_com_combination:lower:0.587816014871:1.73505766528;rho1_stiffness_rest_combination:lower:3.38216370688:0.775134824107,1.0044649887689134,1.2547836196360829,0.14631034275175042
