setting,case,candidate_index,fit_end_time_s,reference_epoch,parameter_identification_status,active_bound_count,rank,rrqr_rank,condition_number,control_model_status,decision_time_s,decision_reason,decision_block_count,look_count,final_delta_prior_mean_nms2,final_delta_prior_upper_nms2,final_delta_last_mean_nms2,final_delta_last_upper_nms2,oracle_improvement_vs_last_valid_nm,proposed_model_distance_to_truth_span_l2,reference_model_distance_to_truth_span_l2
primary_hac_lag2,ideal_200hz,10,10.379999999999686,0,identified_boundary_pressured,1,11,11,574.8600259935994,rejected_superseded_reference_changed,10.87999999999941,last_valid_changed_before_candidate_decision,,0,,,,,nan,0.41014033557671387,0.46038359121476413
primary_hac_lag2,ideal_200hz,11,10.87999999999941,1,identified_boundary_pressured,1,11,11,543.7443587743173,promoted,19.380000000000702,upper_bounds_below_zero_against_both_references,8,1,-1.1357164520261755,-0.0779213133400698,-0.6399902969893041,-0.09114341344220322,0.37715320208777303,0.40085178964290935,0.4509287563919224
primary_hac_lag2,ideal_200hz,12,11.379999999999132,1,identified_boundary_pressured,1,11,11,544.547704782942,rejected_superseded_reference_changed,19.380000000000702,last_valid_changed_before_candidate_decision,,0,,,,,0.37852681548500433,0.4003514128631395,0.4509287563919224
primary_hac_lag2,ideal_200hz,13,11.879999999998855,1,identified_boundary_pressured,2,11,11,495.82503985371596,rejected_superseded_reference_changed,19.380000000000702,last_valid_changed_before_candidate_decision,,0,,,,,0.3811981980649639,0.39957151385059003,0.4509287563919224
primary_hac_lag2,ideal_200hz,14,12.379999999998578,1,identified_boundary_pressured,2,11,11,495.82503985371596,rejected_superseded_reference_changed,19.380000000000702,last_valid_changed_before_candidate_decision,,0,,,,,0.3819549090189249,0.39945182151126424,0.4509287563919224
primary_hac_lag2,ideal_200hz,15,12.8799999999983,1,identified_boundary_pressured,2,11,11,495.82503985371596,rejected_superseded_reference_changed,19.380000000000702,last_valid_changed_before_candidate_decision,,0,,,,,0.3825631480247993,0.3993526227021072,0.4509287563919224
primary_hac_lag2,ideal_200hz,16,13.379999999998024,1,identified_boundary_pressured,2,11,11,495.82503985371596,rejected_superseded_reference_changed,19.380000000000702,last_valid_changed_before_candidate_decision,,0,,,,,0.39181437350293624,0.3992704573992886,0.4509287563919224
primary_hac_lag2,ideal_200hz,17,13.879999999997747,1,identified_boundary_pressured,1,11,11,419.9582118697494,rejected_superseded_reference_changed,19.380000000000702,last_valid_changed_before_candidate_decision,,0,,,,,0.40349473780851364,0.40121063198767476,0.4509287563919224
primary_hac_lag2,ideal_200hz,18,14.37999999999747,1,identified_boundary_pressured,1,11,11,422.2364732706448,rejected_superseded_reference_changed,19.380000000000702,last_valid_changed_before_candidate_decision,,0,,,,,0.40540734202495887,0.40116037063465027,0.4509287563919224
primary_hac_lag2,ideal_200hz,19,14.879999999997192,1,identified_boundary_pressured,1,11,11,425.233330548486,rejected_superseded_reference_changed,19.380000000000702,last_valid_changed_before_candidate_decision,,0,,,,,0.40595068205585694,0.4011279152871431,0.4509287563919224
primary_hac_lag2,ideal_200hz,20,15.379999999996915,1,identified_boundary_pressured,1,11,11,425.233330548486,rejected_superseded_reference_changed,19.380000000000702,last_valid_changed_before_candidate_decision,,0,,,,,0.4061538857818219,0.40107321428765463,0.4509287563919224
primary_hac_lag2,ideal_200hz,21,15.879999999996638,1,identified_boundary_pressured,1,11,11,425.233330548486,rejected_superseded_reference_changed,19.380000000000702,last_valid_changed_before_candidate_decision,,0,,,,,0.4061950268279131,0.40103641008353014,0.4509287563919224
primary_hac_lag2,ideal_200hz,22,16.379999999997036,1,identified_boundary_pressured,1,11,11,425.233330548486,rejected_superseded_reference_changed,19.380000000000702,last_valid_changed_before_candidate_decision,,0,,,,,0.4096714555391796,0.4010057194933852,0.4509287563919224
primary_hac_lag2,ideal_200hz,23,16.879999999997647,1,identified_boundary_pressured,1,11,11,390.7321852439675,rejected_superseded_reference_changed,19.380000000000702,last_valid_changed_before_candidate_decision,,0,,,,,0.40587197153942656,0.4017267998709788,0.4509287563919224
primary_hac_lag2,ideal_200hz,24,17.379999999998258,1,identified_boundary_pressured,1,11,11,350.4997800439677,rejected_superseded_reference_changed,19.380000000000702,last_valid_changed_before_candidate_decision,,0,,,,,0.40532975732086474,0.4023456576136832,0.4509287563919224
primary_hac_lag2,ideal_200hz,25,17.87999999999887,1,identified_boundary_pressured,2,11,11,323.3243913011247,rejected_superseded_reference_changed,19.380000000000702,last_valid_changed_before_candidate_decision,,0,,,,,0.413922870854738,0.40081255379124897,0.4509287563919224
primary_hac_lag2,ideal_200hz,26,18.37999999999948,1,identified_boundary_pressured,2,11,11,322.33776356894583,rejected_superseded_reference_changed,19.380000000000702,last_valid_changed_before_candidate_decision,,0,,,,,0.415335408833458,0.400840824178313,0.4509287563919224
primary_hac_lag2,ideal_200hz,27,18.88000000000009,1,identified_boundary_pressured,2,11,11,331.82765787693427,rejected_superseded_reference_changed,19.380000000000702,last_valid_changed_before_candidate_decision,,0,,,,,nan,0.40047872495934156,0.4509287563919224
primary_hac_lag2,ideal_200hz,28,19.380000000000702,2,identified_boundary_pressured,2,11,11,338.11039487908835,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,ideal_200hz,29,19.880000000001314,2,identified_boundary_pressured,2,11,11,340.7460075477788,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,ideal_200hz,30,20.380000000001925,2,identified_boundary_pressured,2,11,11,340.57148543539165,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,ideal_200hz,31,20.880000000002536,2,identified_boundary_pressured,2,11,11,344.35895673180244,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,ideal_200hz,32,21.380000000003147,2,identified_boundary_pressured,2,11,11,344.35895673180244,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,ideal_200hz,33,21.880000000003758,2,identified_boundary_pressured,2,11,11,344.35895673180244,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,ideal_200hz,34,22.38000000000437,2,identified_boundary_pressured,2,11,11,344.35895673180244,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,ideal_200hz,35,22.88000000000498,2,identified_boundary_pressured,2,11,11,344.35895673180244,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_200hz,0,5.380000000000131,0,identified_boundary_pressured,2,11,11,6513.780311950414,promoted,17.899999999998894,upper_bounds_below_zero_against_both_references,8,1,-0.6757850141347735,-0.21143479530280995,-0.6757850141347735,-0.21143479530280995,0.29713982304655495,0.4822195707359471,0.46038359121476413
primary_hac_lag2,noise_200hz,1,5.880000000000298,0,identified_boundary_pressured,2,11,11,6513.780311950414,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.30426711759389846,0.4824963067150771,0.46038359121476413
primary_hac_lag2,noise_200hz,2,6.380000000000465,0,identified_boundary_pressured,2,11,11,4092.7586867844643,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.30396319652775095,0.47584656875265713,0.46038359121476413
primary_hac_lag2,noise_200hz,3,6.880000000000632,0,identified_boundary_pressured,2,11,11,4059.9170662682823,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.32831079649695294,0.46765492340851994,0.46038359121476413
primary_hac_lag2,noise_200hz,4,7.380000000000799,0,identified_boundary_pressured,2,11,11,4227.698737867983,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.3421920361143469,0.4639264198102108,0.46038359121476413
primary_hac_lag2,noise_200hz,5,7.880000000000966,0,identified_boundary_pressured,3,11,11,4264.796998085577,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.3751118089174046,0.4563790873808496,0.46038359121476413
primary_hac_lag2,noise_200hz,6,8.380000000000795,0,identified_boundary_pressured,3,11,11,1525.969344973897,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.39894451086072547,0.4470300731820281,0.46038359121476413
primary_hac_lag2,noise_200hz,7,8.880000000000518,0,identified_boundary_pressured,2,11,11,854.0624923851078,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.5661057323881447,0.42631071258204273,0.46038359121476413
primary_hac_lag2,noise_200hz,8,9.38000000000024,0,identified_boundary_pressured,1,11,11,854.0624923851078,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.5527857770506306,0.42506401628000096,0.46038359121476413
primary_hac_lag2,noise_200hz,9,9.879999999999963,0,identified_boundary_pressured,1,11,11,854.0624923851078,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.5330716411000611,0.42421582707366373,0.46038359121476413
primary_hac_lag2,noise_200hz,10,10.379999999999686,0,identified_boundary_pressured,1,11,11,651.956316437556,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.4279927194961344,0.43040319198718957,0.46038359121476413
primary_hac_lag2,noise_200hz,11,10.87999999999941,0,identified_boundary_pressured,2,11,11,546.6263862835295,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.41259410558678455,0.4291153982789166,0.46038359121476413
primary_hac_lag2,noise_200hz,12,11.379999999999132,0,identified_boundary_pressured,2,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.41330105301801146,0.4298946292671842,0.46038359121476413
primary_hac_lag2,noise_200hz,13,11.879999999998855,0,identified_boundary_pressured,2,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.4129939393911517,0.42939120489011917,0.46038359121476413
primary_hac_lag2,noise_200hz,14,12.379999999998578,0,identified_boundary_pressured,2,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.41267168302832324,0.4289168625216297,0.46038359121476413
primary_hac_lag2,noise_200hz,15,12.8799999999983,0,identified_boundary_pressured,2,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.41267168302832324,0.4289168625216297,0.46038359121476413
primary_hac_lag2,noise_200hz,16,13.379999999998024,0,identified_boundary_pressured,2,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.4124134460467608,0.428563637720989,0.46038359121476413
primary_hac_lag2,noise_200hz,17,13.879999999997747,0,identified_boundary_pressured,2,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.4116611153636698,0.42831284511928097,0.46038359121476413
primary_hac_lag2,noise_200hz,18,14.37999999999747,0,identified_boundary_pressured,2,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.41139165583332904,0.4281264632071279,0.46038359121476413
primary_hac_lag2,noise_200hz,19,14.879999999997192,0,identified_boundary_pressured,2,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.41113554550877085,0.4279479912593158,0.46038359121476413
primary_hac_lag2,noise_200hz,20,15.379999999996915,0,identified_boundary_pressured,2,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.41137029478062104,0.42783806891433496,0.46038359121476413
primary_hac_lag2,noise_200hz,21,15.879999999996638,0,identified_boundary_pressured,2,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.41137029478062104,0.42783806891433496,0.46038359121476413
primary_hac_lag2,noise_200hz,22,16.379999999997036,0,identified_boundary_pressured,2,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.4114829285920676,0.4277275694096442,0.46038359121476413
primary_hac_lag2,noise_200hz,23,16.879999999997647,0,identified_boundary_pressured,2,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.41139720927817436,0.42763976880580146,0.46038359121476413
primary_hac_lag2,noise_200hz,24,17.379999999998258,0,identified_boundary_pressured,2,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,nan,0.4275964862689851,0.46038359121476413
primary_hac_lag2,noise_200hz,25,17.87999999999887,0,identified_boundary_pressured,2,11,11,486.67896880394505,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,nan,0.4180257514332172,0.46038359121476413
primary_hac_lag2,noise_200hz,26,18.37999999999948,1,identified_boundary_pressured,2,11,11,416.36970332177236,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_200hz,27,18.88000000000009,1,identified_boundary_pressured,2,11,11,391.150860712569,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_200hz,28,19.380000000000702,1,identified_boundary_pressured,2,11,11,391.150860712569,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_200hz,29,19.880000000001314,1,identified_boundary_pressured,2,11,11,388.7663423326971,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_200hz,30,20.380000000001925,1,identified_boundary_pressured,2,11,11,393.8795281853344,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_200hz,31,20.880000000002536,1,identified_boundary_pressured,2,11,11,404.9368632302295,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_200hz,32,21.380000000003147,1,identified_boundary_pressured,3,11,11,409.7396151343902,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_200hz,33,21.880000000003758,1,identified_boundary_pressured,3,11,11,409.6075208441272,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_200hz,34,22.38000000000437,1,identified_boundary_pressured,3,11,11,409.6075208441272,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_200hz,35,22.88000000000498,1,identified_boundary_pressured,3,11,11,409.6075208441272,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_drift_200hz,0,5.380000000000131,0,identified_boundary_pressured,2,11,11,6513.780311950414,promoted,17.899999999998894,upper_bounds_below_zero_against_both_references,8,1,-0.834767773053991,-0.19254318764088563,-0.834767773053991,-0.19254318764088563,0.32567511911525937,0.4700588009731886,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,1,5.880000000000298,0,identified_boundary_pressured,2,11,11,6513.780311950414,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.33182789771852583,0.4705409383699816,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,2,6.380000000000465,0,identified_boundary_pressured,3,11,11,4092.7586867844643,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.35577484372795,0.4517326282328161,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,3,6.880000000000632,0,identified_boundary_pressured,3,11,11,4059.9170662682823,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.46601486943120474,0.43462564870475534,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,4,7.380000000000799,0,identified_boundary_pressured,3,11,11,4227.698737867983,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.47510750091927845,0.4258674481996264,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,5,7.880000000000966,0,identified_boundary_pressured,3,11,11,4264.796998085577,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.469286101870626,0.4219999024568207,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,6,8.380000000000795,0,identified_boundary_pressured,3,11,11,1525.969344973897,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.46818474008857436,0.4172220490632,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,7,8.880000000000518,0,identified_boundary_pressured,3,11,11,854.0624923851078,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.4555165371883505,0.41392564399861315,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,8,9.38000000000024,0,identified_boundary_pressured,3,11,11,854.0624923851078,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.4567841006070861,0.4134866772546703,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,9,9.879999999999963,0,identified_boundary_pressured,3,11,11,854.0624923851078,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.4566288449533107,0.41317383997937585,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,10,10.379999999999686,0,identified_boundary_pressured,4,11,11,651.956316437556,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.44682455816202626,0.41791694438676164,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,11,10.87999999999941,0,identified_boundary_pressured,3,11,11,546.6263862835295,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.4442954108055588,0.41612414323108393,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,12,11.379999999999132,0,identified_boundary_pressured,3,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.4416983208349343,0.41674170175263725,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,13,11.879999999998855,0,identified_boundary_pressured,3,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.43915468328962737,0.4168453935076519,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,14,12.379999999998578,0,identified_boundary_pressured,3,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.43655930757847106,0.41696445654689535,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,15,12.8799999999983,0,identified_boundary_pressured,3,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.43655930757847106,0.41696445654689535,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,16,13.379999999998024,0,identified_boundary_pressured,3,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.4343095633829641,0.41708840127716185,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,17,13.879999999997747,0,identified_boundary_pressured,3,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.43161975242932904,0.4171810534836629,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,18,14.37999999999747,0,identified_boundary_pressured,3,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.4302870983515814,0.4172610872674891,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,19,14.879999999997192,0,identified_boundary_pressured,3,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.4291667819577043,0.4173193282975069,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,20,15.379999999996915,0,identified_boundary_pressured,3,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.428801219565083,0.41732210215601606,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,21,15.879999999996638,0,identified_boundary_pressured,3,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.428801219565083,0.41732210215601606,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,22,16.379999999997036,0,identified_boundary_pressured,3,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.42839056128834807,0.41732826750213603,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,23,16.879999999997647,0,identified_boundary_pressured,3,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,0.4278280458964221,0.4173577033460527,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,24,17.379999999998258,0,identified_boundary_pressured,3,11,11,542.2978128958299,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,nan,0.4173195874473212,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,25,17.87999999999887,0,identified_boundary_pressured,4,11,11,486.67896880394505,rejected_superseded_reference_changed,17.899999999998894,last_valid_changed_before_candidate_decision,,0,,,,,nan,0.403091796005466,0.46038359121476413
primary_hac_lag2,noise_bias_drift_200hz,26,18.37999999999948,1,identified_boundary_pressured,3,11,11,416.36970332177236,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_drift_200hz,27,18.88000000000009,1,identified_boundary_pressured,3,11,11,391.150860712569,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_drift_200hz,28,19.380000000000702,1,identified_boundary_pressured,3,11,11,391.150860712569,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_drift_200hz,29,19.880000000001314,1,identified_boundary_pressured,3,11,11,388.7663423326971,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_drift_200hz,30,20.380000000001925,1,identified_boundary_pressured,2,11,11,393.8795281853344,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_drift_200hz,31,20.880000000002536,1,identified_boundary_pressured,2,11,11,404.9368632302295,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_drift_200hz,32,21.380000000003147,1,identified_boundary_pressured,3,11,11,409.7396151343902,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_drift_200hz,33,21.880000000003758,1,identified_boundary_pressured,3,11,11,409.6075208441272,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_drift_200hz,34,22.38000000000437,1,identified_boundary_pressured,3,11,11,409.6075208441272,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_drift_200hz,35,22.88000000000498,1,identified_boundary_pressured,3,11,11,409.6075208441272,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_200hz,0,5.350000000000121,0,identified_boundary_pressured,3,11,11,7123.980464585032,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_200hz,1,5.850000000000288,0,identified_boundary_pressured,4,11,11,4946.848329839995,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_200hz,2,6.350000000000455,0,identified_boundary_pressured,4,11,11,3953.329529519248,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_200hz,3,6.850000000000622,0,identified_boundary_pressured,5,11,11,3791.5647302958087,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_200hz,4,7.350000000000789,0,identified_boundary_pressured,5,11,11,3876.705708829982,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_200hz,5,7.850000000000956,0,identified_boundary_pressured,5,11,11,3840.630015628404,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_200hz,6,8.350000000000811,0,identified_boundary_pressured,2,11,11,2129.302109654734,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_200hz,7,8.850000000000534,0,identified_boundary_pressured,3,11,11,1027.3555670997234,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_200hz,8,9.350000000000257,0,identified_boundary_pressured,4,11,11,646.7071633035958,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_200hz,9,9.84999999999998,0,identified_boundary_pressured,4,11,11,646.7071633035958,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_200hz,10,10.349999999999703,0,identified_boundary_pressured,3,11,11,523.9771231082783,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_200hz,11,10.849999999999426,0,identified_boundary_pressured,2,11,11,508.9144429649347,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_200hz,12,11.349999999999149,0,identified_boundary_pressured,2,11,11,508.9144429649347,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_200hz,13,11.849999999998872,0,identified_boundary_pressured,2,11,11,508.9144429649347,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_200hz,14,12.349999999998595,0,identified_boundary_pressured,2,11,11,508.9144429649347,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_200hz,15,12.849999999998317,0,identified_boundary_pressured,2,11,11,508.9144429649347,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_100hz,0,3.829999999999689,0,identified_boundary_pressured,6,11,11,11022.749212763321,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_100hz,1,4.329999999999781,0,identified_boundary_pressured,5,11,11,8357.29692351432,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_100hz,2,4.829999999999948,0,identified_boundary_pressured,4,11,11,6465.772114482337,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
primary_hac_lag2,noise_bias_delay_100hz,3,5.330000000000115,0,identified_boundary_pressured,4,11,11,5942.604660500916,pending_insufficient_future_evidence,,trace_ended_before_statistical_decision,,0,,,,,,,
