condition,seed,update_index,step,time,window_start,window_end,solver_success,solver_status,iterations,solve_time_s,lambda_hat,m_hat,current_state_error,full_window_state_rmse,alpha_prediction_error,arrival_prior_error_shifted_previous,warm_start_to_final_rms,process_residual_rms,process_residual_max,state_bound_hits,parameter_bound_hit,current_is_final_window_state,fallback_applied,failed_solution_handling_ok,arrival_shift_consistent,deque_alignment_ok,control_measurement_alignment_ok,measurement_cost,process_cost,arrival_cost,parameter_prior_cost,total_cost,abnormal
stronger_noise,102,8,80,0.8,10,80,False,The maximum number of function evaluations is exceeded.,45,2.298556041001575,0.8082353130079425,1.2372634354200422,0.637427085620271,nan,-1.562719427090542,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,9,90,0.9,20,90,False,The maximum number of function evaluations is exceeded.,45,2.3486291670124047,0.8082353130079425,1.2372634354200422,0.8626339416032197,nan,-2.598637248196339,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,10,100,1.0,30,100,False,The maximum number of function evaluations is exceeded.,45,2.3154340000037337,0.8082353130079425,1.2372634354200422,1.2297463219896652,nan,-4.221168079476673,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,11,110,1.1,40,110,False,The maximum number of function evaluations is exceeded.,45,2.2492684589960845,0.8082353130079425,1.2372634354200422,1.7768651193558271,nan,-6.266967584547634,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,12,120,1.2,50,120,False,The maximum number of function evaluations is exceeded.,45,2.2701112079957966,0.8082353130079425,1.2372634354200422,2.520398734694592,nan,-7.625708547351762,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,13,130,1.3,60,130,False,The maximum number of function evaluations is exceeded.,45,2.30527000001166,0.8082353130079425,1.2372634354200422,3.4089238462226383,nan,-8.369943212117747,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,14,140,1.4000000000000001,70,140,False,The maximum number of function evaluations is exceeded.,45,2.2779241670068586,0.8082353130079425,1.2372634354200422,4.288945845635405,nan,-7.084652166128946,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,15,150,1.5,80,150,False,The maximum number of function evaluations is exceeded.,45,2.2877515420113923,0.8082353130079425,1.2372634354200422,5.009607020310819,nan,-4.512064856478593,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,16,160,1.6,90,160,False,The maximum number of function evaluations is exceeded.,45,2.270481875006226,0.8082353130079425,1.2372634354200422,5.443458505354532,nan,-0.3473026610847363,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,17,170,1.7,100,170,False,The maximum number of function evaluations is exceeded.,45,2.2618973339995136,0.8082353130079425,1.2372634354200422,5.382171966157599,nan,6.542695347832305,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,18,180,1.8,110,180,False,The maximum number of function evaluations is exceeded.,45,2.2854970000043977,0.8082353130079425,1.2372634354200422,4.665137985769558,nan,16.338420579293743,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,19,190,1.9000000000000001,120,190,False,The maximum number of function evaluations is exceeded.,45,2.2546874999970896,0.8082353130079425,1.2372634354200422,3.7107057855269536,nan,22.12827582486068,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,20,200,2.0,130,200,False,The maximum number of function evaluations is exceeded.,45,2.3172946669947123,0.8082353130079425,1.2372634354200422,3.547542117609992,nan,18.647055153280384,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,21,210,2.1,140,210,False,The maximum number of function evaluations is exceeded.,45,2.2330917500075884,0.8082353130079425,1.2372634354200422,3.9021405479882123,nan,8.047481440141357,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,22,220,2.2,150,220,True,`ftol` termination condition is satisfied.,27,3.6866571249993285,0.9267155317679328,1.0790797884786278,0.004574198450524415,0.016587906097326546,0.2674273910584808,nan,0.026617735611971956,8.609297632735793e-06,3.2072699179375164e-05,0.0,False,True,False,True,True,True,True,0.027176824936311253,1.8613118021171008e-05,0.1757965107300887,7.018781118707573e-06,0.2029989675655398,False
stronger_noise,102,23,230,2.3000000000000003,160,230,False,The maximum number of function evaluations is exceeded.,45,2.249426416005008,0.9267155317679328,1.0790797884786278,0.011844001890508825,nan,-0.12735197922986718,0.0,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,24,240,2.4,170,240,False,The maximum number of function evaluations is exceeded.,45,2.3025097920035478,0.9267155317679328,1.0790797884786278,0.013166832819782186,nan,0.16301896852252828,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,25,250,2.5,180,250,False,The maximum number of function evaluations is exceeded.,45,2.1975928749889135,0.9267155317679328,1.0790797884786278,0.010488134012314977,nan,0.09299130398198946,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,26,260,2.6,190,260,False,The maximum number of function evaluations is exceeded.,45,2.229267874994548,0.9267155317679328,1.0790797884786278,0.0838957068331704,nan,0.3592605814508931,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,27,270,2.7,200,270,False,The maximum number of function evaluations is exceeded.,45,2.214353250004933,0.9267155317679328,1.0790797884786278,0.039836671964740354,nan,0.47726886687979864,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,28,280,2.8000000000000003,210,280,False,The maximum number of function evaluations is exceeded.,45,2.295206999988295,0.9267155317679328,1.0790797884786278,0.030297411696781455,nan,0.7980915198166016,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,29,290,2.9,220,290,False,The maximum number of function evaluations is exceeded.,45,2.279470791996573,0.9267155317679328,1.0790797884786278,0.12301582105777183,nan,1.1459942124783407,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,30,300,3.0,230,300,False,The maximum number of function evaluations is exceeded.,45,2.3037326250050683,0.9267155317679328,1.0790797884786278,0.2766647350542495,nan,1.8633757135749565,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,31,310,3.1,240,310,False,The maximum number of function evaluations is exceeded.,45,2.27716770900588,0.9267155317679328,1.0790797884786278,0.529453004317429,nan,3.098339633581379,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,32,320,3.2,250,320,False,The maximum number of function evaluations is exceeded.,45,2.3091674169991165,0.9267155317679328,1.0790797884786278,0.9402737956399788,nan,5.003440053906822,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,33,330,3.3000000000000003,260,330,False,The maximum number of function evaluations is exceeded.,45,2.298743250008556,0.9267155317679328,1.0790797884786278,1.6129854234380014,nan,8.108795567355898,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,34,340,3.4,270,340,False,The maximum number of function evaluations is exceeded.,45,2.303905875000055,0.9267155317679328,1.0790797884786278,2.6684434721965844,nan,12.635311975136858,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,35,350,3.5,280,350,False,The maximum number of function evaluations is exceeded.,45,2.3010155000083614,0.9267155317679328,1.0790797884786278,4.290228565369617,nan,18.711474247925086,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,36,360,3.6,290,360,False,The maximum number of function evaluations is exceeded.,45,2.2714084170002025,0.9267155317679328,1.0790797884786278,6.646658717034521,nan,26.490801658816522,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,37,370,3.7,300,370,False,The maximum number of function evaluations is exceeded.,45,2.2843044999899575,0.9267155317679328,1.0790797884786278,9.322240056579123,nan,17.732002986898625,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,38,380,3.8000000000000003,310,380,False,The maximum number of function evaluations is exceeded.,45,2.2699703329999465,0.9267155317679328,1.0790797884786278,9.242036208903373,nan,-14.420774481113233,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,39,390,3.9,320,390,False,The maximum number of function evaluations is exceeded.,45,2.284753958010697,0.9267155317679328,1.0790797884786278,7.8950904169469025,nan,-21.575452076529626,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,40,400,4.0,330,400,False,The maximum number of function evaluations is exceeded.,45,2.3064237920043524,0.9267155317679328,1.0790797884786278,6.0449011219308595,nan,-32.61098218538974,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,41,410,4.1,340,410,False,The maximum number of function evaluations is exceeded.,45,2.29140308299975,0.9267155317679328,1.0790797884786278,4.633749879420384,nan,-38.428451322835514,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,42,420,4.2,350,420,False,The maximum number of function evaluations is exceeded.,45,2.3106369160086615,0.9267155317679328,1.0790797884786278,5.2872948000139575,nan,-27.025680116027573,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,43,430,4.3,360,430,False,The maximum number of function evaluations is exceeded.,45,2.3025614579964895,0.9267155317679328,1.0790797884786278,6.327322802603577,nan,-14.774558542038676,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,44,440,4.4,370,440,False,The maximum number of function evaluations is exceeded.,45,2.209572666004533,0.9267155317679328,1.0790797884786278,6.742432328273003,nan,-4.033486031475034,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,45,450,4.5,380,450,False,The maximum number of function evaluations is exceeded.,45,2.2099917090090457,0.9267155317679328,1.0790797884786278,6.076977055243839,nan,12.41105187055363,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,46,460,4.6000000000000005,390,460,False,The maximum number of function evaluations is exceeded.,45,2.2841060000064317,0.9267155317679328,1.0790797884786278,3.9224840730585733,nan,30.107794781935812,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,47,470,4.7,400,470,False,The maximum number of function evaluations is exceeded.,45,2.304187500005355,0.9267155317679328,1.0790797884786278,2.441848459472372,nan,31.565785664206587,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,48,480,4.8,410,480,False,The maximum number of function evaluations is exceeded.,45,2.257073874992784,0.9267155317679328,1.0790797884786278,3.8075513460413117,nan,18.11199384055794,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,49,490,4.9,420,490,False,The maximum number of function evaluations is exceeded.,45,2.13343841698952,0.9267155317679328,1.0790797884786278,4.677669112781472,nan,0.7411572051185948,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,102,50,500,5.0,430,500,False,The maximum number of function evaluations is exceeded.,45,2.15208949999942,0.9267155317679328,1.0790797884786278,4.495183066873343,nan,-10.232984591963442,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,1,10,0.1,0,10,False,The maximum number of function evaluations is exceeded.,45,0.39871258300263435,1.0526315789473684,0.9500000000000001,0.7798073734245883,nan,7.778027581640432,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,2,20,0.2,0,20,False,The maximum number of function evaluations is exceeded.,45,0.7685012920119334,1.0526315789473684,0.9500000000000001,1.645747842935022,nan,8.34454140997186,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,3,30,0.3,0,30,False,The maximum number of function evaluations is exceeded.,45,1.1111002920079045,1.0526315789473684,0.9500000000000001,2.5023703349671296,nan,8.472790270798026,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,4,40,0.4,0,40,False,The maximum number of function evaluations is exceeded.,45,1.3754695410025306,1.0526315789473684,0.9500000000000001,3.5234318635429642,nan,11.442358575005402,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,5,50,0.5,0,50,False,The maximum number of function evaluations is exceeded.,45,1.7071921250026207,1.0526315789473684,0.9500000000000001,5.1082180381297455,nan,19.345575225922065,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,6,60,0.6,0,60,False,The maximum number of function evaluations is exceeded.,45,2.0453155410068575,1.0526315789473684,0.9500000000000001,7.625041419131918,nan,28.64493359240213,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,7,70,0.7000000000000001,0,70,False,The maximum number of function evaluations is exceeded.,45,2.3171992919960758,1.0526315789473684,0.9500000000000001,11.402973719102118,nan,45.775944409223946,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,8,80,0.8,10,80,False,The maximum number of function evaluations is exceeded.,45,2.3305957080010558,1.0526315789473684,0.9500000000000001,14.698813208283896,nan,-9.11659146049173,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,9,90,0.9,20,90,False,The maximum number of function evaluations is exceeded.,45,2.3139674580015708,1.0526315789473684,0.9500000000000001,14.721206802742843,nan,15.613667596325831,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,10,100,1.0,30,100,False,The maximum number of function evaluations is exceeded.,45,2.331736042004195,1.0526315789473684,0.9500000000000001,16.341540807657424,nan,-9.924124102331788,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,11,110,1.1,40,110,False,The maximum number of function evaluations is exceeded.,45,2.306730708005489,1.0526315789473684,0.9500000000000001,17.96148214086379,nan,39.62385678882379,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,12,120,1.2,50,120,False,The maximum number of function evaluations is exceeded.,45,2.289597583003342,1.0526315789473684,0.9500000000000001,19.314604459704285,nan,-43.41461105509903,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,13,130,1.3,60,130,False,The maximum number of function evaluations is exceeded.,45,2.285572458000388,1.0526315789473684,0.9500000000000001,20.61573382286901,nan,29.18932070923932,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,14,140,1.4000000000000001,70,140,False,The maximum number of function evaluations is exceeded.,45,2.306997499996214,1.0526315789473684,0.9500000000000001,21.028592579236356,nan,-6.1963079590144465,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,15,150,1.5,80,150,False,The maximum number of function evaluations is exceeded.,45,2.2865374170069117,1.0526315789473684,0.9500000000000001,24.335222056778374,nan,1.567838498894858,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,16,160,1.6,90,160,False,The maximum number of function evaluations is exceeded.,45,2.2943133329972625,1.0526315789473684,0.9500000000000001,23.546087352398786,nan,13.44515477909547,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,17,170,1.7,100,170,True,`ftol` termination condition is satisfied.,35,4.1260544170072535,0.8349533805251921,1.1976716584715092,0.03578369444326217,0.027401896455092112,0.17586351699678815,nan,0.03201556300740908,3.898413293699718e-06,1.4384587035065621e-05,0.0,False,True,False,True,True,True,True,0.04101191836312934,4.838121650199229e-05,2.382400121862603,2.3691899034162174e-05,2.4234841133412686,False
stronger_noise,103,18,180,1.8,110,180,False,The maximum number of function evaluations is exceeded.,45,2.2451954999996815,0.8349533805251921,1.1976716584715092,0.06443263027911597,nan,0.3857871316311434,0.0,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,19,190,1.9000000000000001,120,190,False,The maximum number of function evaluations is exceeded.,45,2.2870612920087297,0.8349533805251921,1.1976716584715092,0.11593687330890588,nan,0.6436717942294279,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,20,200,2.0,130,200,False,The maximum number of function evaluations is exceeded.,45,2.3048813749919645,0.8349533805251921,1.1976716584715092,0.20821966923537638,nan,1.1534328681717998,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,21,210,2.1,140,210,False,The maximum number of function evaluations is exceeded.,45,2.289012207998894,0.8349533805251921,1.1976716584715092,0.37329312664231107,nan,2.087231995150063,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,22,220,2.2,150,220,False,The maximum number of function evaluations is exceeded.,45,2.2438181250035996,0.8349533805251921,1.1976716584715092,0.6623042431542846,nan,3.5712172323234146,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,23,230,2.3000000000000003,160,230,False,The maximum number of function evaluations is exceeded.,45,2.241759374999674,0.8349533805251921,1.1976716584715092,1.159457532259474,nan,6.17024229817234,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,24,240,2.4,170,240,False,The maximum number of function evaluations is exceeded.,45,2.245391374992323,0.8349533805251921,1.1976716584715092,1.984366606662585,nan,10.00639044640543,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,25,250,2.5,180,250,False,The maximum number of function evaluations is exceeded.,45,2.1833214159996714,0.8349533805251921,1.1976716584715092,3.2732842374988564,nan,15.084304726374349,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,26,260,2.6,190,260,False,The maximum number of function evaluations is exceeded.,45,2.2075333329994464,0.8349533805251921,1.1976716584715092,5.186180063600496,nan,21.90326212704203,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,27,270,2.7,200,270,False,The maximum number of function evaluations is exceeded.,45,2.246316167002078,0.8349533805251921,1.1976716584715092,7.790108970985928,nan,26.502163929671113,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,28,280,2.8000000000000003,210,280,False,The maximum number of function evaluations is exceeded.,45,2.186106666995329,0.8349533805251921,1.1976716584715092,9.409102578074599,nan,-1.4568835708548098,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,29,290,2.9,220,290,False,The maximum number of function evaluations is exceeded.,45,2.225183165995986,0.8349533805251921,1.1976716584715092,8.496842521359982,nan,-16.824504377512298,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
stronger_noise,103,30,300,3.0,230,300,False,The maximum number of function evaluations is exceeded.,45,2.1987825830001384,0.8349533805251921,1.1976716584715092,6.97803457228901,nan,-26.166259712626886,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,1,10,0.1,0,10,True,Both `ftol` and `xtol` termination conditions are satisfied.,28,0.2493746249965625,0.8348400971896163,1.197834176109142,0.003432370181412065,0.0009188269010317733,-0.018074523373989848,nan,0.06646888323909414,1.380047767689905e-07,3.562753145835984e-07,0.0,False,True,False,True,True,True,True,6.291002527667244e-06,5.269342024753649e-09,3.134165682015466e-08,0.00024754156630878843,0.00025386917983530056,True
mass_mismatch,101,2,20,0.2,0,20,True,`xtol` termination condition is satisfied.,28,0.5062699580012122,0.833275275114988,1.2000836096594907,0.004374715734343461,0.0022358360448739754,0.002174916090091905,0.0,0.06400879573266338,3.2194527693161793e-07,8.590028247670856e-07,0.0,False,True,False,True,True,True,True,0.00010247140587812027,2.3243848129772364e-07,2.2535852393391327e-07,1.2243340626219602e-09,0.00010293042721741453,True
mass_mismatch,101,3,30,0.3,0,30,False,The maximum number of function evaluations is exceeded.,45,1.1248915829928592,0.833275275114988,1.2000836096594907,0.004468135210633477,nan,-0.001182058038473599,0.0,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,4,40,0.4,0,40,True,Both `ftol` and `xtol` termination conditions are satisfied.,21,0.6807394579955144,0.8331923516510904,1.2002030479736836,0.0023926502862838513,0.0020405224774393527,-0.02601501366895631,nan,0.051846543353306705,4.762140378892458e-07,1.2003894269696502e-06,0.0,False,True,False,True,True,True,True,0.0005923614122353281,5.609276974983709e-07,3.439635185556906e-09,3.4381504323882452e-12,0.0005929257830061625,True
mass_mismatch,101,5,50,0.5,0,50,False,The maximum number of function evaluations is exceeded.,45,1.6804745830013417,0.8331923516510904,1.2002030479736836,0.0026966178032391303,nan,-0.02683187433151213,0.0,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,6,60,0.6,0,60,False,The maximum number of function evaluations is exceeded.,45,1.9713196250086185,0.8331923516510904,1.2002030479736836,0.005872163597369231,nan,-0.0644644270285597,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,7,70,0.7000000000000001,0,70,False,The maximum number of function evaluations is exceeded.,45,2.272904708996066,0.8331923516510904,1.2002030479736836,0.0062431340783120105,nan,0.0076523107977539695,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,8,80,0.8,10,80,False,The maximum number of function evaluations is exceeded.,45,2.274222167005064,0.8331923516510904,1.2002030479736836,0.00588737487073039,nan,0.013616579225583791,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,9,90,0.9,20,90,False,The maximum number of function evaluations is exceeded.,45,2.28009870799724,0.8331923516510904,1.2002030479736836,0.005506407903261403,nan,-0.007590682947100635,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,10,100,1.0,30,100,False,The maximum number of function evaluations is exceeded.,45,2.275795666006161,0.8331923516510904,1.2002030479736836,0.004135437833910683,nan,0.0857065471022267,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,11,110,1.1,40,110,False,The maximum number of function evaluations is exceeded.,45,2.26620958399144,0.8331923516510904,1.2002030479736836,0.0018672898469078777,nan,-0.005563124846097445,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,12,120,1.2,50,120,False,The maximum number of function evaluations is exceeded.,45,2.279329708995647,0.8331923516510904,1.2002030479736836,0.012631776525825655,nan,6.972800730142836e-05,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,13,130,1.3,60,130,False,The maximum number of function evaluations is exceeded.,45,2.287015167006757,0.8331923516510904,1.2002030479736836,0.008314376781760394,nan,0.05812521838468587,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,14,140,1.4000000000000001,70,140,False,The maximum number of function evaluations is exceeded.,45,2.2633848330006003,0.8331923516510904,1.2002030479736836,0.008030138892828265,nan,-0.016813526658121525,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,15,150,1.5,80,150,False,The maximum number of function evaluations is exceeded.,45,2.273651499999687,0.8331923516510904,1.2002030479736836,0.005518100371508887,nan,0.04730336383258482,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,16,160,1.6,90,160,False,The maximum number of function evaluations is exceeded.,45,2.2794347909948556,0.8331923516510904,1.2002030479736836,0.009667950870707117,nan,-0.015419172158792627,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,17,170,1.7,100,170,False,The maximum number of function evaluations is exceeded.,45,2.262319417000981,0.8331923516510904,1.2002030479736836,0.009429792469387719,nan,0.04056948473860622,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,18,180,1.8,110,180,False,The maximum number of function evaluations is exceeded.,45,2.277232874999754,0.8331923516510904,1.2002030479736836,0.014410935892616708,nan,0.06868582041634763,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,19,190,1.9000000000000001,120,190,False,The maximum number of function evaluations is exceeded.,45,2.2932929170056013,0.8331923516510904,1.2002030479736836,0.022486936876380686,nan,0.10700815366651018,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,20,200,2.0,130,200,False,The maximum number of function evaluations is exceeded.,45,2.281648625008529,0.8331923516510904,1.2002030479736836,0.03710705690562936,nan,0.1954639402938163,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,21,210,2.1,140,210,False,The maximum number of function evaluations is exceeded.,45,2.2768907499994384,0.8331923516510904,1.2002030479736836,0.0697937452611494,nan,0.3867599953460976,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,22,220,2.2,150,220,False,The maximum number of function evaluations is exceeded.,45,2.2776049170061015,0.8331923516510904,1.2002030479736836,0.12425885372709194,nan,0.693434196226983,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,23,230,2.3000000000000003,160,230,False,The maximum number of function evaluations is exceeded.,45,2.2772370419988874,0.8331923516510904,1.2002030479736836,0.22604710432345015,nan,1.3076703778465815,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
mass_mismatch,101,24,240,2.4,170,240,False,The maximum number of function evaluations is exceeded.,45,2.275311874996987,0.8331923516510904,1.2002030479736836,0.41036822770292164,nan,2.3100368946854966,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
