condition,seed,update_index,step,time,window_start,window_end,solver_success,solver_status,iterations,solve_time_s,lambda_hat,m_hat,current_state_error,full_window_state_rmse,alpha_prediction_error,arrival_prior_error_shifted_previous,warm_start_to_final_rms,process_residual_rms,process_residual_max,state_bound_hits,parameter_bound_hit,current_is_final_window_state,fallback_applied,failed_solution_handling_ok,arrival_shift_consistent,deque_alignment_ok,control_measurement_alignment_ok,measurement_cost,process_cost,arrival_cost,parameter_prior_cost,total_cost,abnormal
noise,101,20,200,2.0,130,200,False,The maximum number of function evaluations is exceeded.,45,2.254010417003883,0.8300725287774133,1.204714004296549,0.0199638700654964,nan,0.13181358010403432,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,101,21,210,2.1,140,210,True,`ftol` termination condition is satisfied.,15,0.8397817500081146,0.8471827206876684,1.180382903924537,0.009840383562131983,0.007583711731448558,0.006171453430636742,nan,0.01395501794943754,6.12572228102071e-06,2.302747535920524e-05,0.0,False,True,False,True,True,True,True,0.02048707826824513,1.7583095679573216e-05,1.4497604799287947e-05,1.4637933360287936e-07,0.020519305348057595,False
noise,101,22,220,2.2,150,220,False,The maximum number of function evaluations is exceeded.,45,2.2824716250033816,0.8471827206876684,1.180382903924537,0.014180725495988606,nan,-0.00541120780691573,0.0,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,101,23,230,2.3000000000000003,160,230,False,The maximum number of function evaluations is exceeded.,45,2.254710540990345,0.8471827206876684,1.180382903924537,0.02006380494634298,nan,0.10924366527522988,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,101,24,240,2.4,170,240,False,The maximum number of function evaluations is exceeded.,45,2.2141654169972753,0.8471827206876684,1.180382903924537,0.03355603152461386,nan,0.16784547389031568,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,101,25,250,2.5,180,250,True,`ftol` termination condition is satisfied.,18,0.9730732919997536,0.9389485170037477,1.0650211187201957,0.014635198125504857,0.013760428734055134,0.13146708210494829,nan,0.017568817000579055,1.0770324599150818e-05,3.287732897205853e-05,0.0,False,True,False,True,True,True,True,0.01378678956486641,2.0049344298973392e-05,1.0989290155560053e-05,4.210480686762075e-06,0.013822038680007706,False
noise,101,26,260,2.6,190,260,True,`ftol` termination condition is satisfied.,26,1.397217207995709,0.96823834178004,1.032803553473795,0.007821636644157706,0.011954835770994463,0.033994809017512395,0.0,0.015217595580244419,1.0614939638748375e-05,3.564227433866529e-05,0.0,False,True,False,True,True,True,True,0.010785679998885682,1.8144586206257348e-05,6.769772482519215e-06,4.2894691771295226e-07,0.01081102330449217,False
noise,101,27,270,2.7,200,270,False,The maximum number of function evaluations is exceeded.,45,2.305130916996859,0.96823834178004,1.032803553473795,0.0068914258704056,nan,0.05818751668906219,0.0,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,101,28,280,2.8000000000000003,210,280,False,The maximum number of function evaluations is exceeded.,45,2.330163958002231,0.96823834178004,1.032803553473795,0.024174522352861327,nan,-0.013133926854589917,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,101,29,290,2.9,220,290,False,The maximum number of function evaluations is exceeded.,45,2.284419000003254,0.96823834178004,1.032803553473795,0.04764892760947807,nan,-0.2089981741101657,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,101,30,300,3.0,230,300,False,The maximum number of function evaluations is exceeded.,45,2.2987841659924015,0.96823834178004,1.032803553473795,0.08948669667328661,nan,-0.6309947019042583,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,101,31,310,3.1,240,310,False,The maximum number of function evaluations is exceeded.,45,2.3387206250044983,0.96823834178004,1.032803553473795,0.1498848659401522,nan,-1.1047645883821768,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,101,32,320,3.2,250,320,False,The maximum number of function evaluations is exceeded.,45,2.3530640420067357,0.96823834178004,1.032803553473795,0.27200698771167936,nan,-1.564719069687134,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,101,33,330,3.3000000000000003,260,330,False,The maximum number of function evaluations is exceeded.,45,2.344127666990971,0.96823834178004,1.032803553473795,0.48858771523383054,nan,-2.67068399812422,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,1,10,0.1,0,10,False,The maximum number of function evaluations is exceeded.,45,0.4127235420019133,1.0526315789473684,0.9500000000000001,0.9221288158257965,nan,7.565167037934139,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,2,20,0.2,0,20,False,The maximum number of function evaluations is exceeded.,45,0.8170943749864819,1.0526315789473684,0.9500000000000001,1.8039166177012078,nan,8.678999895881368,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,3,30,0.3,0,30,False,The maximum number of function evaluations is exceeded.,45,1.1630552919959882,1.0526315789473684,0.9500000000000001,2.7154062722405725,nan,9.350555165383795,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,4,40,0.4,0,40,False,The maximum number of function evaluations is exceeded.,45,1.3727785419905558,1.0526315789473684,0.9500000000000001,3.882072449861017,nan,13.839678973851404,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,5,50,0.5,0,50,False,The maximum number of function evaluations is exceeded.,45,1.7243596670014085,1.0526315789473684,0.9500000000000001,5.791288985693681,nan,23.03889325748585,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,6,60,0.6,0,60,False,The maximum number of function evaluations is exceeded.,45,1.9989315419952618,1.0526315789473684,0.9500000000000001,8.624951018517715,nan,31.923021608214796,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,7,70,0.7000000000000001,0,70,False,The maximum number of function evaluations is exceeded.,45,2.3796183750091586,1.0526315789473684,0.9500000000000001,13.046670875258707,nan,48.488230577563776,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,8,80,0.8,10,80,False,The maximum number of function evaluations is exceeded.,45,2.317041000002064,1.0526315789473684,0.9500000000000001,14.08278081066419,nan,-16.24027154331047,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,9,90,0.9,20,90,False,The maximum number of function evaluations is exceeded.,45,2.338367209013086,1.0526315789473684,0.9500000000000001,15.414066820207347,nan,21.664152421969774,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,10,100,1.0,30,100,False,The maximum number of function evaluations is exceeded.,45,2.319481583996094,1.0526315789473684,0.9500000000000001,16.019802285061107,nan,-7.2771023123243905,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,11,110,1.1,40,110,False,The maximum number of function evaluations is exceeded.,45,2.3200681250018533,1.0526315789473684,0.9500000000000001,19.168347006881014,nan,38.65109485978746,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,12,120,1.2,50,120,False,The maximum number of function evaluations is exceeded.,45,2.2798864170035813,1.0526315789473684,0.9500000000000001,18.60330379903214,nan,-14.367359259847913,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,13,130,1.3,60,130,False,The maximum number of function evaluations is exceeded.,45,2.310895917005837,1.0526315789473684,0.9500000000000001,20.82155006550866,nan,7.007531144049417,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,14,140,1.4000000000000001,70,140,False,The maximum number of function evaluations is exceeded.,45,2.2947067499917466,1.0526315789473684,0.9500000000000001,21.104959159403,nan,22.611459584290074,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,15,150,1.5,80,150,False,The maximum number of function evaluations is exceeded.,45,2.2929819999990286,1.0526315789473684,0.9500000000000001,23.463716590995727,nan,-40.889948874368564,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,16,160,1.6,90,160,True,`ftol` termination condition is satisfied.,14,3.054293624998536,0.830186191195896,1.2045490645411538,0.011791713275161349,0.014650157385486202,-0.027713466394141406,nan,0.023899288208141346,4.6876603685445976e-06,2.222100752913292e-05,0.0,False,True,False,True,True,True,True,0.02032921989658582,3.2786812959112213e-05,1.7091365613198601,2.4740975265951446e-05,1.729523309004671,False
noise,102,17,170,1.7,100,170,False,The maximum number of function evaluations is exceeded.,45,2.2789309169893386,0.830186191195896,1.2045490645411538,0.01639500485929695,nan,-0.05980324617261834,0.0,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,18,180,1.8,110,180,False,The maximum number of function evaluations is exceeded.,45,2.2989692499977536,0.830186191195896,1.2045490645411538,0.0257083127644679,nan,-0.12253159284465465,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,19,190,1.9000000000000001,120,190,False,The maximum number of function evaluations is exceeded.,45,2.330880833003903,0.830186191195896,1.2045490645411538,0.04324789623044153,nan,-0.22208824622301782,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,20,200,2.0,130,200,False,The maximum number of function evaluations is exceeded.,45,2.2575649580103345,0.830186191195896,1.2045490645411538,0.07486300524286833,nan,-0.38212754820650674,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,21,210,2.1,140,210,False,The maximum number of function evaluations is exceeded.,45,2.259335667011328,0.830186191195896,1.2045490645411538,0.13311971826498226,nan,-0.7375248470198484,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,22,220,2.2,150,220,False,The maximum number of function evaluations is exceeded.,45,2.2306300420023035,0.830186191195896,1.2045490645411538,0.23834587107366498,nan,-1.3131235830792996,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,23,230,2.3000000000000003,160,230,False,The maximum number of function evaluations is exceeded.,45,2.2410656249994645,0.830186191195896,1.2045490645411538,0.4286389175659908,nan,-2.445801631781297,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,24,240,2.4,170,240,False,The maximum number of function evaluations is exceeded.,45,2.2316912499954924,0.830186191195896,1.2045490645411538,0.7769650337146332,nan,-4.422606270532932,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,25,250,2.5,180,250,True,Both `ftol` and `xtol` termination conditions are satisfied.,27,1.401944833007292,0.9936988318803058,1.006341124611942,0.006192875712510059,0.011413501338065353,0.08871227077048782,nan,0.015258807157266753,9.108625933930755e-06,3.0724493996103774e-05,0.0,False,True,False,True,True,True,True,0.008119907111863,1.3481681217315845e-05,1.2919790685657559e-05,1.3368191831794461e-05,0.00815967677559777,False
noise,102,26,260,2.6,190,260,False,The maximum number of function evaluations is exceeded.,45,2.3457435419986723,0.9936988318803058,1.006341124611942,0.008503023165378654,nan,0.07851628361774665,0.0,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,27,270,2.7,200,270,False,The maximum number of function evaluations is exceeded.,45,2.3566288340080064,0.9936988318803058,1.006341124611942,0.0033956818035458555,nan,0.11722176241063875,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,28,280,2.8000000000000003,210,280,False,The maximum number of function evaluations is exceeded.,45,2.273424624989275,0.9936988318803058,1.006341124611942,0.004320043051203163,nan,-0.08771600992221495,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,102,29,290,2.9,220,290,False,The maximum number of function evaluations is exceeded.,45,2.284621334008989,0.9936988318803058,1.006341124611942,0.011628739597055498,nan,-0.1649304092645038,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,1,10,0.1,0,10,True,Both `ftol` and `xtol` termination conditions are satisfied.,27,0.2512994999997318,0.8404587677886525,1.1898263642737879,0.012335858108414435,0.004900017426411514,0.24595579471178297,nan,0.03169956402450514,1.2568661720639975e-06,4.57607141704508e-06,0.0,False,True,False,True,True,True,True,0.0007402993858377707,5.942943064159144e-08,2.355504019105679e-06,2.250865089749605e-05,0.000765222970185014,False
noise,103,2,20,0.2,0,20,False,The maximum number of function evaluations is exceeded.,45,0.7745716659992468,0.8404587677886525,1.1898263642737879,0.04323341191093083,nan,0.31054970456545483,0.0,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,3,30,0.3,0,30,False,The maximum number of function evaluations is exceeded.,45,1.104577584002982,0.8404587677886525,1.1898263642737879,0.06974270025954488,nan,0.21905074857193618,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,4,40,0.4,0,40,False,The maximum number of function evaluations is exceeded.,45,1.3559074160002638,0.8404587677886525,1.1898263642737879,0.08758529687076326,nan,0.10896027918662421,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,5,50,0.5,0,50,False,The maximum number of function evaluations is exceeded.,45,1.670336082999711,0.8404587677886525,1.1898263642737879,0.10288509665408829,nan,0.13666012136872574,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,6,60,0.6,0,60,False,The maximum number of function evaluations is exceeded.,45,1.9881457919982495,0.8404587677886525,1.1898263642737879,0.11493545799912437,nan,0.10388054728858753,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,7,70,0.7000000000000001,0,70,False,The maximum number of function evaluations is exceeded.,45,2.2832767500076443,0.8404587677886525,1.1898263642737879,0.1338776446167637,nan,0.20952077417760728,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,8,80,0.8,10,80,False,The maximum number of function evaluations is exceeded.,45,2.273446999999578,0.8404587677886525,1.1898263642737879,0.16959106071627617,nan,0.3882020288230814,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,9,90,0.9,20,90,False,The maximum number of function evaluations is exceeded.,45,2.2822350839996943,0.8404587677886525,1.1898263642737879,0.23904076188275114,nan,0.9625025142163457,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,10,100,1.0,30,100,False,The maximum number of function evaluations is exceeded.,45,2.2758610829914687,0.8404587677886525,1.1898263642737879,0.36353580380072803,nan,1.5403396101778544,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,11,110,1.1,40,110,False,The maximum number of function evaluations is exceeded.,45,2.2771445419930387,0.8404587677886525,1.1898263642737879,0.6066455297994445,nan,3.171640373744511,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,12,120,1.2,50,120,False,The maximum number of function evaluations is exceeded.,45,2.277362583001377,0.8404587677886525,1.1898263642737879,1.0698818774527334,nan,5.926965839673137,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,13,130,1.3,60,130,False,The maximum number of function evaluations is exceeded.,45,2.2573508329951437,0.8404587677886525,1.1898263642737879,1.9098477543757402,nan,10.60069688785632,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,14,140,1.4000000000000001,70,140,False,The maximum number of function evaluations is exceeded.,45,2.278133165993495,0.8404587677886525,1.1898263642737879,3.3366872319438814,nan,16.8679103542416,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,15,150,1.5,80,150,False,The maximum number of function evaluations is exceeded.,45,2.2665093329997035,0.8404587677886525,1.1898263642737879,5.471692995113459,nan,24.01767586735295,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,16,160,1.6,90,160,False,The maximum number of function evaluations is exceeded.,45,2.298971083990182,0.8404587677886525,1.1898263642737879,8.522786761612496,nan,34.42850998789733,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,17,170,1.7,100,170,False,The maximum number of function evaluations is exceeded.,45,2.2911495000007562,0.8404587677886525,1.1898263642737879,10.95311628226973,nan,0.1914829759780856,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,18,180,1.8,110,180,False,The maximum number of function evaluations is exceeded.,45,2.2711283340031514,0.8404587677886525,1.1898263642737879,10.271426916751684,nan,-8.479898257805306,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,19,190,1.9000000000000001,120,190,False,The maximum number of function evaluations is exceeded.,45,2.306740708008874,0.8404587677886525,1.1898263642737879,9.679689414468703,nan,-15.393628318424868,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,20,200,2.0,130,200,False,The maximum number of function evaluations is exceeded.,45,2.3189615409937687,0.8404587677886525,1.1898263642737879,8.24034565681483,nan,-27.059364432719036,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,21,210,2.1,140,210,False,The maximum number of function evaluations is exceeded.,45,2.299089250009274,0.8404587677886525,1.1898263642737879,6.879764746229971,nan,-23.519692043583643,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,22,220,2.2,150,220,False,The maximum number of function evaluations is exceeded.,45,2.2379616250109393,0.8404587677886525,1.1898263642737879,6.416476109362444,nan,-11.585023996235938,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,23,230,2.3000000000000003,160,230,False,The maximum number of function evaluations is exceeded.,45,2.247617416011053,0.8404587677886525,1.1898263642737879,6.402004584432646,nan,-3.018913702472786,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,24,240,2.4,170,240,False,The maximum number of function evaluations is exceeded.,45,2.2114115829899674,0.8404587677886525,1.1898263642737879,6.521765082890943,nan,2.326536710941708,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,25,250,2.5,180,250,True,`ftol` termination condition is satisfied.,20,3.29175024999131,0.9345598658865225,1.0700224100158646,0.026610782377384224,0.017253892791201993,0.0998514658683669,nan,0.023107018618330158,1.3380635350006048e-05,4.0110028126538744e-05,0.0,False,True,False,True,True,True,True,0.013126337100310607,3.586260001402835e-05,0.752145179592299,4.42750833161248e-06,0.7653118068009552,False
noise,103,26,260,2.6,190,260,False,The maximum number of function evaluations is exceeded.,45,2.3057042500004172,0.9345598658865225,1.0700224100158646,0.033977076615142994,nan,0.10714494167169825,0.0,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,27,270,2.7,200,270,False,The maximum number of function evaluations is exceeded.,45,2.312458582993713,0.9345598658865225,1.0700224100158646,0.04815162726432616,nan,-0.03337768946212716,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,28,280,2.8000000000000003,210,280,False,The maximum number of function evaluations is exceeded.,45,2.2528246250003576,0.9345598658865225,1.0700224100158646,0.08344608988765102,nan,0.43040337001089696,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,29,290,2.9,220,290,False,The maximum number of function evaluations is exceeded.,45,2.277726291998988,0.9345598658865225,1.0700224100158646,0.1447081586242769,nan,0.8279558997778852,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,30,300,3.0,230,300,False,The maximum number of function evaluations is exceeded.,45,2.2471977500099456,0.9345598658865225,1.0700224100158646,0.2476658661678285,nan,1.3668482221693579,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,31,310,3.1,240,310,False,The maximum number of function evaluations is exceeded.,45,2.2451650419970974,0.9345598658865225,1.0700224100158646,0.435014112859526,nan,2.35348475383277,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,32,320,3.2,250,320,False,The maximum number of function evaluations is exceeded.,45,2.2830095420067664,0.9345598658865225,1.0700224100158646,0.750259666064683,nan,3.896184507260859,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,33,330,3.3000000000000003,260,330,False,The maximum number of function evaluations is exceeded.,45,2.1952721669949824,0.9345598658865225,1.0700224100158646,1.2876020391625767,nan,6.549801005758027,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,34,340,3.4,270,340,False,The maximum number of function evaluations is exceeded.,45,2.243099458006327,0.9345598658865225,1.0700224100158646,2.160613737330231,nan,10.440946141457648,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise,103,35,350,3.5,280,350,False,The maximum number of function evaluations is exceeded.,45,2.2147560419980437,0.9345598658865225,1.0700224100158646,3.50648706682052,nan,15.654561114140645,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise_bias,101,1,10,0.1,0,10,True,`ftol` termination condition is satisfied.,35,0.33183333299530204,0.8478736190382716,1.179421057037112,0.027618648551230224,0.012665758116774822,0.4053023203365873,nan,0.029436432133886966,1.1845104143483776e-06,3.1390145994181218e-06,0.0,False,True,False,True,True,True,True,0.0019027755351487686,3.1796336734294115e-07,8.732993194874612e-06,2.096291107306763e-05,0.001932789402784054,False
noise_bias,101,2,20,0.2,0,20,False,The maximum number of function evaluations is exceeded.,45,0.7734588750026887,0.8478736190382716,1.179421057037112,0.08298740664967164,nan,0.5759713769093677,0.0,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise_bias,101,3,30,0.3,0,30,True,`ftol` termination condition is satisfied.,18,0.485246084004757,0.8304930013853414,1.2041040662978553,0.03597987144857462,0.01229337729244086,-0.1161022938257319,nan,0.026913640114544123,2.1910543270821547e-06,8.9207498950028e-06,0.0,False,True,False,True,True,True,True,0.006074974534754858,3.921984513047429e-06,1.1109703437663951e-06,1.5104293499867438e-07,0.00608015853254667,False
noise_bias,101,4,40,0.4,0,40,False,The maximum number of function evaluations is exceeded.,45,1.3522545829910086,0.8304930013853414,1.2041040662978553,0.04516504123820421,nan,-0.07638262762952319,0.0,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise_bias,101,5,50,0.5,0,50,False,The maximum number of function evaluations is exceeded.,45,1.6602264999964973,0.8304930013853414,1.2041040662978553,0.05059440883071217,nan,-0.013162689902103786,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise_bias,101,6,60,0.6,0,60,False,The maximum number of function evaluations is exceeded.,45,1.96697566700459,0.8304930013853414,1.2041040662978553,0.05273694075623892,nan,-0.055745980457366784,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise_bias,101,7,70,0.7000000000000001,0,70,False,The maximum number of function evaluations is exceeded.,45,2.255560332996538,0.8304930013853414,1.2041040662978553,0.05526682539565897,nan,0.002940236961956888,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise_bias,101,8,80,0.8,10,80,False,The maximum number of function evaluations is exceeded.,45,2.297466625008383,0.8304930013853414,1.2041040662978553,0.05966775059515596,nan,-0.037989223085543866,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise_bias,101,9,90,0.9,20,90,False,The maximum number of function evaluations is exceeded.,45,2.2997522499936167,0.8304930013853414,1.2041040662978553,0.06957979399076143,nan,-0.15382623366859693,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise_bias,101,10,100,1.0,30,100,False,The maximum number of function evaluations is exceeded.,45,2.2947833749931306,0.8304930013853414,1.2041040662978553,0.09514967711997288,nan,-0.32035337836211486,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise_bias,101,11,110,1.1,40,110,False,The maximum number of function evaluations is exceeded.,45,2.2918314580019796,0.8304930013853414,1.2041040662978553,0.1416588276600894,nan,-0.620835581381618,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise_bias,101,12,120,1.2,50,120,False,The maximum number of function evaluations is exceeded.,45,2.295056167000439,0.8304930013853414,1.2041040662978553,0.22903728364346576,nan,-1.1211647646977352,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise_bias,101,13,130,1.3,60,130,False,The maximum number of function evaluations is exceeded.,45,2.2851282920019003,0.8304930013853414,1.2041040662978553,0.3859526427677313,nan,-1.9658219572427194,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise_bias,101,14,140,1.4000000000000001,70,140,False,The maximum number of function evaluations is exceeded.,45,2.28682475000096,0.8304930013853414,1.2041040662978553,0.662490843523275,nan,-3.480272119251082,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise_bias,101,15,150,1.5,80,150,False,The maximum number of function evaluations is exceeded.,45,2.3005864169972483,0.8304930013853414,1.2041040662978553,1.143839919358875,nan,-5.96649188979698,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise_bias,101,16,160,1.6,90,160,False,The maximum number of function evaluations is exceeded.,45,2.282428709004307,0.8304930013853414,1.2041040662978553,1.9683473849360906,nan,-10.133195200608592,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise_bias,101,17,170,1.7,100,170,False,The maximum number of function evaluations is exceeded.,45,2.29769458300143,0.8304930013853414,1.2041040662978553,3.285356671362176,nan,-15.202004027770654,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise_bias,101,18,180,1.8,110,180,False,The maximum number of function evaluations is exceeded.,45,2.274901625001803,0.8304930013853414,1.2041040662978553,4.991229823227926,nan,-16.524193815337117,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise_bias,101,19,190,1.9000000000000001,120,190,False,The maximum number of function evaluations is exceeded.,45,2.28403279199847,0.8304930013853414,1.2041040662978553,6.449479688153294,nan,-10.993712209585361,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
noise_bias,101,20,200,2.0,130,200,False,The maximum number of function evaluations is exceeded.,45,2.265293499993277,0.8304930013853414,1.2041040662978553,7.3776603396779645,nan,-4.7913390057156775,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True
