condition,seed,update_index,step,time,window_start,window_end,solver_success,solver_status,iterations,solve_time_s,lambda_hat,m_hat,current_state_error,full_window_state_rmse,alpha_prediction_error,arrival_prior_error_shifted_previous,warm_start_to_final_rms,process_residual_rms,process_residual_max,state_bound_hits,parameter_bound_hit,current_is_final_window_state,fallback_applied,failed_solution_handling_ok,arrival_shift_consistent,deque_alignment_ok,control_measurement_alignment_ok,measurement_cost,process_cost,arrival_cost,parameter_prior_cost,total_cost,abnormal,event_role
parameter_mismatch_low_k,103,1,10,0.1,0,10,True,Both `ftol` and `xtol` termination conditions are satisfied.,32,0.2948252919886727,0.8326491681735405,1.200986007340345,0.005769888283345357,0.0022778006957654665,-0.09647522715727774,nan,0.028400573731356432,2.6747546594293245e-07,7.592716482415773e-07,0.0,False,True,False,True,True,True,True,0.00010457806428363945,2.3783232324904716e-08,2.0346571236971526e-07,2.419613052493256e-05,0.00012900144375326662,False,context
parameter_mismatch_low_k,103,2,20,0.2,0,20,False,The maximum number of function evaluations is exceeded.,45,0.7891667920048349,0.8326491681735405,1.200986007340345,0.00851795610076332,nan,-0.009924945304129462,0.0,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True,first_divergence
parameter_mismatch_low_k,103,3,30,0.3,0,30,True,`xtol` termination condition is satisfied.,32,0.8418402499955846,0.8335065069277242,1.1997506818344645,0.0031449150579743092,0.00182058821873697,0.027155194051897702,nan,0.021112574283801068,4.2901386498542886e-07,1.3897818878071816e-06,0.0,False,True,False,True,True,True,True,0.0003353184268483927,8.889738144662603e-07,1.328431040082278e-08,3.6751486971262995e-10,0.0003362210524881295,False,context
parameter_mismatch_low_k,103,4,40,0.4,0,40,False,The maximum number of function evaluations is exceeded.,45,1.3692344170121942,0.8335065069277242,1.1997506818344645,0.004257558604926066,nan,0.02470816208374549,0.0,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True,context
parameter_mismatch_high_k,101,4,40,0.4,0,40,True,Both `ftol` and `xtol` termination conditions are satisfied.,22,0.719149374999688,0.8332120809016546,1.2001746289106334,0.001623364962737141,0.0013202371091680116,0.006249055843472462,0.0,0.0188855700361983,2.290033179450105e-07,7.397734875791429e-07,0.0,False,True,False,True,True,True,True,8.443149133061521e-05,2.940184073486962e-07,1.768155019031818e-10,4.86058246754116e-12,8.472569141404826e-05,False,context
parameter_mismatch_high_k,101,5,50,0.5,0,50,True,`xtol` termination condition is satisfied.,21,0.8312281250109663,0.8332680976057311,1.200093946802173,0.001781542632107756,0.0012282068176555697,0.0015123286890958987,0.0,0.01729368056277078,2.737287036317398e-07,1.0032241714030832e-06,0.0,False,True,False,True,True,True,True,8.724916149513893e-05,3.1439198029696317e-07,1.1136637710930056e-10,1.5689355677977231e-12,8.756366641074858e-05,False,context
parameter_mismatch_high_k,101,6,60,0.6,0,60,False,The maximum number of function evaluations is exceeded.,45,1.9635862499999348,0.8332680976057311,1.200093946802173,0.0013082115882798622,nan,-0.016249577710281127,0.0,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True,first_divergence
parameter_mismatch_high_k,101,7,70,0.7000000000000001,0,70,False,The maximum number of function evaluations is exceeded.,45,2.2700427499949,0.8332680976057311,1.200093946802173,0.003211532611119799,nan,-0.010231570236640675,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True,context
parameter_mismatch_high_k,101,8,80,0.8,10,80,False,The maximum number of function evaluations is exceeded.,45,2.2918071249878267,0.8332680976057311,1.200093946802173,0.004594325212420526,nan,-0.01719120350762715,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True,context
parameter_mismatch_high_k,102,4,40,0.4,0,40,True,Both `ftol` and `xtol` termination conditions are satisfied.,22,0.7756359999912092,0.8332120809016546,1.2001746289106334,0.001623364962737141,0.0013202371091680116,0.006249055843472462,0.0,0.0188855700361983,2.290033179450105e-07,7.397734875791429e-07,0.0,False,True,False,True,True,True,True,8.443149133061521e-05,2.940184073486962e-07,1.768155019031818e-10,4.86058246754116e-12,8.472569141404826e-05,False,context
parameter_mismatch_high_k,102,5,50,0.5,0,50,True,`xtol` termination condition is satisfied.,21,0.8322285419999389,0.8332680976057311,1.200093946802173,0.001781542632107756,0.0012282068176555697,0.0015123286890958987,0.0,0.01729368056277078,2.737287036317398e-07,1.0032241714030832e-06,0.0,False,True,False,True,True,True,True,8.724916149513893e-05,3.1439198029696317e-07,1.1136637710930056e-10,1.5689355677977231e-12,8.756366641074858e-05,False,context
parameter_mismatch_high_k,102,6,60,0.6,0,60,False,The maximum number of function evaluations is exceeded.,45,1.98295970800973,0.8332680976057311,1.200093946802173,0.0013082115882798622,nan,-0.016249577710281127,0.0,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True,first_divergence
parameter_mismatch_high_k,102,7,70,0.7000000000000001,0,70,False,The maximum number of function evaluations is exceeded.,45,2.3141009169921745,0.8332680976057311,1.200093946802173,0.003211532611119799,nan,-0.010231570236640675,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True,context
parameter_mismatch_high_k,102,8,80,0.8,10,80,False,The maximum number of function evaluations is exceeded.,45,2.3119032499962486,0.8332680976057311,1.200093946802173,0.004594325212420526,nan,-0.01719120350762715,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True,context
parameter_mismatch_high_k,103,4,40,0.4,0,40,True,Both `ftol` and `xtol` termination conditions are satisfied.,22,0.7230187090026448,0.8332120809016546,1.2001746289106334,0.001623364962737141,0.0013202371091680116,0.006249055843472462,0.0,0.0188855700361983,2.290033179450105e-07,7.397734875791429e-07,0.0,False,True,False,True,True,True,True,8.443149133061521e-05,2.940184073486962e-07,1.768155019031818e-10,4.86058246754116e-12,8.472569141404826e-05,False,context
parameter_mismatch_high_k,103,5,50,0.5,0,50,True,`xtol` termination condition is satisfied.,21,0.8253447079914622,0.8332680976057311,1.200093946802173,0.001781542632107756,0.0012282068176555697,0.0015123286890958987,0.0,0.01729368056277078,2.737287036317398e-07,1.0032241714030832e-06,0.0,False,True,False,True,True,True,True,8.724916149513893e-05,3.1439198029696317e-07,1.1136637710930056e-10,1.5689355677977231e-12,8.756366641074858e-05,False,context
parameter_mismatch_high_k,103,6,60,0.6,0,60,False,The maximum number of function evaluations is exceeded.,45,1.9685525840031914,0.8332680976057311,1.200093946802173,0.0013082115882798622,nan,-0.016249577710281127,0.0,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True,first_divergence
parameter_mismatch_high_k,103,7,70,0.7000000000000001,0,70,False,The maximum number of function evaluations is exceeded.,45,2.3080462910002097,0.8332680976057311,1.200093946802173,0.003211532611119799,nan,-0.010231570236640675,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True,context
parameter_mismatch_high_k,103,8,80,0.8,10,80,False,The maximum number of function evaluations is exceeded.,45,2.2902978750062175,0.8332680976057311,1.200093946802173,0.004594325212420526,nan,-0.01719120350762715,nan,nan,nan,nan,nan,False,False,True,True,True,True,True,nan,nan,nan,nan,nan,True,context
