method,input_source,condition,seed,planning_time_type,available,step,timestamp,mean_relative_error,max_relative_std,m_hat,k_hat,b_r_hat,m_relative_error,k_relative_error,b_r_relative_error,m_std,k_std,b_r_std
windowed_nls_huber,true_state_diagnostic,clean,103.0,first_confidence_threshold,True,30.0,0.3,0.030906740179372758,0.18412972850256537,1.1687500301629963,438.7501409427397,17.24977994015934,0.0260416415308364,0.02499968679391183,0.04167889221337005,0.002917710922084039,32.73586035763728,3.176197297110537
windowed_nls_huber,true_state_diagnostic,clean,103.0,first_valid_window,True,10.0,0.1,0.12361670884478326,0.6117722260783955,1.0750000809492115,405.0016543218212,14.999630335270682,0.10416659920899038,0.09999632372928621,0.16668720359607322,0.019145063657221184,165.56868674554133,9.176357240561575
windowed_nls_huber,true_state_diagnostic,clean,103.0,fixed_2s_diagnostic,True,200.0,2.0,2.3594884919242034e-07,1.0361018743315945e-06,1.1999997615818323,449.9999141786988,17.999994267886706,1.9868180637742466e-07,1.9071400263075905e-07,3.1845073856907726e-07,1.4397960826955816e-08,1.1350233686536054e-05,1.8649827798915373e-05
windowed_nls_huber,true_state_diagnostic,clean,103.0,t0_nominal,True,0.0,0.0,0.24722222222222223,nan,0.95,360.0,12.0,0.20833333333333334,0.2,0.3333333333333333,nan,nan,nan
windowed_nls_cauchy,true_state_diagnostic,clean,103.0,first_confidence_threshold,True,30.0,0.3,0.03090674015074521,0.16747977572566505,1.1687500301626776,438.75014092861267,17.249779942275087,0.026041641531101927,0.024999686825305185,0.04167889209582852,0.0029125408334374067,29.71670967697512,2.888989276049307
windowed_nls_cauchy,true_state_diagnostic,clean,103.0,first_valid_window,True,10.0,0.1,0.1236167087544221,0.5437904845541801,1.0750000809480134,405.0016542633639,14.99963034250645,0.10416659920998883,0.09999632385919136,0.16668720319408614,0.019192845391031114,147.1122374289279,8.156656252085165
windowed_nls_cauchy,true_state_diagnostic,clean,103.0,fixed_2s_diagnostic,True,200.0,2.0,2.3594898453798224e-07,1.0361018528275455e-06,1.1999997615818363,449.99991417870467,17.999994267879103,1.986818030467556e-07,1.9071398961993207e-07,3.1845116094725904e-07,1.4397960616424554e-08,1.1350233443359115e-05,1.8649827411834737e-05
windowed_nls_cauchy,true_state_diagnostic,clean,103.0,t0_nominal,True,0.0,0.0,0.24722222222222223,nan,0.95,360.0,12.0,0.20833333333333334,0.2,0.3333333333333333,nan,nan,nan
windowed_nls_current,true_state_diagnostic,initial_theta_offset,101,first_confidence_threshold,True,10,0.1,0.1755589195257122,0.01733249549460167,1.1935793484740325,362.67562491370364,12.109103121952908,0.005350542938306243,0.19405416685843635,0.327272048780394,0.00139713376523969,4.71641024560897,0.20988097530491578
windowed_nls_current,true_state_diagnostic,initial_theta_offset,101,first_valid_window,True,10,0.1,0.1755589195257122,0.01733249549460167,1.1935793484740325,362.67562491370364,12.109103121952908,0.005350542938306243,0.19405416685843635,0.327272048780394,0.00139713376523969,4.71641024560897,0.20988097530491578
windowed_nls_current,true_state_diagnostic,initial_theta_offset,101,fixed_2s_diagnostic,True,200,2.0,0.001560327541719103,5.4908881118310784e-05,1.2000057156971882,450.0569162951661,17.918104700011636,4.763080990177748e-06,0.00012648065592467598,0.0045497388882424555,3.294968008003259e-06,0.0019880611650337646,0.0009838630808383846
windowed_nls_current,true_state_diagnostic,initial_theta_offset,101,t0_nominal,True,0,0.0,0.24722222222222223,nan,0.95,360.0,12.0,0.20833333333333334,0.2,0.3333333333333333,nan,nan,nan
windowed_nls_huber,true_state_diagnostic,initial_theta_offset,101.0,first_confidence_threshold,True,40.0,0.4,0.01546719798556595,0.13987578760893454,1.1843749058518942,444.3880930111762,17.623624000553978,0.01302091179008813,0.012470904419608487,0.02090977774700124,0.0012748655818116499,11.227024291163067,2.4651182876012094
windowed_nls_huber,true_state_diagnostic,initial_theta_offset,101.0,first_valid_window,True,10.0,0.1,0.12366661779901773,3.639470014220315,1.0749995394697063,405.07316229180344,14.99408305513531,0.10416705044191141,0.09983741712932569,0.16699538582581613,0.01896334137430257,832.8512403633292,54.57051566989389
windowed_nls_huber,true_state_diagnostic,initial_theta_offset,101.0,fixed_2s_diagnostic,True,200.0,2.0,2.3610203338400685e-07,1.385007747686341e-06,1.199999761580108,449.9999143742102,17.99999425182017,1.9868324337609286e-07,1.9027953284320473e-07,3.1934332393272297e-07,1.4522799998542122e-08,1.94368771736652e-05,2.4930131497080535e-05
windowed_nls_huber,true_state_diagnostic,initial_theta_offset,101.0,t0_nominal,True,0.0,0.0,0.24722222222222223,nan,0.95,360.0,12.0,0.20833333333333334,0.2,0.3333333333333333,nan,nan,nan
windowed_nls_cauchy,true_state_diagnostic,initial_theta_offset,101.0,first_confidence_threshold,True,40.0,0.4,0.015467197749274597,0.1366798195527681,1.1843749058533037,444.3880927627513,17.623624023229564,0.013020911788913514,0.012470904971663812,0.02090977648724647,0.0012742055843022611,10.971244918584562,2.4087937513608453
windowed_nls_cauchy,true_state_diagnostic,initial_theta_offset,101.0,first_valid_window,True,10.0,0.1,0.123666616770707,3.2381498503423294,1.0749995394779726,405.0731608222894,14.994083169320655,0.10416705043502283,0.09983742039491239,0.16699537948218582,0.01898736436453285,741.4895537417815,48.55308817075612
windowed_nls_cauchy,true_state_diagnostic,initial_theta_offset,101.0,fixed_2s_diagnostic,True,200.0,2.0,2.3610203520510156e-07,1.3850077227845708e-06,1.199999761580108,449.9999143742067,17.999994251820212,1.9868324337609286e-07,1.9027954067496467e-07,3.1934332156424716e-07,1.4522800031741052e-08,1.9436876947080225e-05,2.4930131048848876e-05
windowed_nls_cauchy,true_state_diagnostic,initial_theta_offset,101.0,t0_nominal,True,0.0,0.0,0.24722222222222223,nan,0.95,360.0,12.0,0.20833333333333334,0.2,0.3333333333333333,nan,nan,nan
windowed_nls_current,true_state_diagnostic,initial_theta_offset,102,first_confidence_threshold,True,10,0.1,0.1755589195257122,0.01733249549460167,1.1935793484740325,362.67562491370364,12.109103121952908,0.005350542938306243,0.19405416685843635,0.327272048780394,0.00139713376523969,4.71641024560897,0.20988097530491578
windowed_nls_current,true_state_diagnostic,initial_theta_offset,102,first_valid_window,True,10,0.1,0.1755589195257122,0.01733249549460167,1.1935793484740325,362.67562491370364,12.109103121952908,0.005350542938306243,0.19405416685843635,0.327272048780394,0.00139713376523969,4.71641024560897,0.20988097530491578
windowed_nls_current,true_state_diagnostic,initial_theta_offset,102,fixed_2s_diagnostic,True,200,2.0,0.001560327541719103,5.4908881118310784e-05,1.2000057156971882,450.0569162951661,17.918104700011636,4.763080990177748e-06,0.00012648065592467598,0.0045497388882424555,3.294968008003259e-06,0.0019880611650337646,0.0009838630808383846
windowed_nls_current,true_state_diagnostic,initial_theta_offset,102,t0_nominal,True,0,0.0,0.24722222222222223,nan,0.95,360.0,12.0,0.20833333333333334,0.2,0.3333333333333333,nan,nan,nan
windowed_nls_huber,true_state_diagnostic,initial_theta_offset,102.0,first_confidence_threshold,True,40.0,0.4,0.01546719798556595,0.13987578760893454,1.1843749058518942,444.3880930111762,17.623624000553978,0.01302091179008813,0.012470904419608487,0.02090977774700124,0.0012748655818116499,11.227024291163067,2.4651182876012094
windowed_nls_huber,true_state_diagnostic,initial_theta_offset,102.0,first_valid_window,True,10.0,0.1,0.12366661779901773,3.639470014220315,1.0749995394697063,405.07316229180344,14.99408305513531,0.10416705044191141,0.09983741712932569,0.16699538582581613,0.01896334137430257,832.8512403633292,54.57051566989389
windowed_nls_huber,true_state_diagnostic,initial_theta_offset,102.0,fixed_2s_diagnostic,True,200.0,2.0,2.3610203338400685e-07,1.385007747686341e-06,1.199999761580108,449.9999143742102,17.99999425182017,1.9868324337609286e-07,1.9027953284320473e-07,3.1934332393272297e-07,1.4522799998542122e-08,1.94368771736652e-05,2.4930131497080535e-05
windowed_nls_huber,true_state_diagnostic,initial_theta_offset,102.0,t0_nominal,True,0.0,0.0,0.24722222222222223,nan,0.95,360.0,12.0,0.20833333333333334,0.2,0.3333333333333333,nan,nan,nan
windowed_nls_cauchy,true_state_diagnostic,initial_theta_offset,102.0,first_confidence_threshold,True,40.0,0.4,0.015467197749274597,0.1366798195527681,1.1843749058533037,444.3880927627513,17.623624023229564,0.013020911788913514,0.012470904971663812,0.02090977648724647,0.0012742055843022611,10.971244918584562,2.4087937513608453
windowed_nls_cauchy,true_state_diagnostic,initial_theta_offset,102.0,first_valid_window,True,10.0,0.1,0.123666616770707,3.2381498503423294,1.0749995394779726,405.0731608222894,14.994083169320655,0.10416705043502283,0.09983742039491239,0.16699537948218582,0.01898736436453285,741.4895537417815,48.55308817075612
windowed_nls_cauchy,true_state_diagnostic,initial_theta_offset,102.0,fixed_2s_diagnostic,True,200.0,2.0,2.3610203520510156e-07,1.3850077227845708e-06,1.199999761580108,449.9999143742067,17.999994251820212,1.9868324337609286e-07,1.9027954067496467e-07,3.1934332156424716e-07,1.4522800031741052e-08,1.9436876947080225e-05,2.4930131048848876e-05
windowed_nls_cauchy,true_state_diagnostic,initial_theta_offset,102.0,t0_nominal,True,0.0,0.0,0.24722222222222223,nan,0.95,360.0,12.0,0.20833333333333334,0.2,0.3333333333333333,nan,nan,nan
windowed_nls_current,true_state_diagnostic,initial_theta_offset,103,first_confidence_threshold,True,10,0.1,0.1755589195257122,0.01733249549460167,1.1935793484740325,362.67562491370364,12.109103121952908,0.005350542938306243,0.19405416685843635,0.327272048780394,0.00139713376523969,4.71641024560897,0.20988097530491578
windowed_nls_current,true_state_diagnostic,initial_theta_offset,103,first_valid_window,True,10,0.1,0.1755589195257122,0.01733249549460167,1.1935793484740325,362.67562491370364,12.109103121952908,0.005350542938306243,0.19405416685843635,0.327272048780394,0.00139713376523969,4.71641024560897,0.20988097530491578
windowed_nls_current,true_state_diagnostic,initial_theta_offset,103,fixed_2s_diagnostic,True,200,2.0,0.001560327541719103,5.4908881118310784e-05,1.2000057156971882,450.0569162951661,17.918104700011636,4.763080990177748e-06,0.00012648065592467598,0.0045497388882424555,3.294968008003259e-06,0.0019880611650337646,0.0009838630808383846
windowed_nls_current,true_state_diagnostic,initial_theta_offset,103,t0_nominal,True,0,0.0,0.24722222222222223,nan,0.95,360.0,12.0,0.20833333333333334,0.2,0.3333333333333333,nan,nan,nan
windowed_nls_huber,true_state_diagnostic,initial_theta_offset,103.0,first_confidence_threshold,True,40.0,0.4,0.01546719798556595,0.13987578760893454,1.1843749058518942,444.3880930111762,17.623624000553978,0.01302091179008813,0.012470904419608487,0.02090977774700124,0.0012748655818116499,11.227024291163067,2.4651182876012094
windowed_nls_huber,true_state_diagnostic,initial_theta_offset,103.0,first_valid_window,True,10.0,0.1,0.12366661779901773,3.639470014220315,1.0749995394697063,405.07316229180344,14.99408305513531,0.10416705044191141,0.09983741712932569,0.16699538582581613,0.01896334137430257,832.8512403633292,54.57051566989389
windowed_nls_huber,true_state_diagnostic,initial_theta_offset,103.0,fixed_2s_diagnostic,True,200.0,2.0,2.3610203338400685e-07,1.385007747686341e-06,1.199999761580108,449.9999143742102,17.99999425182017,1.9868324337609286e-07,1.9027953284320473e-07,3.1934332393272297e-07,1.4522799998542122e-08,1.94368771736652e-05,2.4930131497080535e-05
windowed_nls_huber,true_state_diagnostic,initial_theta_offset,103.0,t0_nominal,True,0.0,0.0,0.24722222222222223,nan,0.95,360.0,12.0,0.20833333333333334,0.2,0.3333333333333333,nan,nan,nan
windowed_nls_cauchy,true_state_diagnostic,initial_theta_offset,103.0,first_confidence_threshold,True,40.0,0.4,0.015467197749274597,0.1366798195527681,1.1843749058533037,444.3880927627513,17.623624023229564,0.013020911788913514,0.012470904971663812,0.02090977648724647,0.0012742055843022611,10.971244918584562,2.4087937513608453
windowed_nls_cauchy,true_state_diagnostic,initial_theta_offset,103.0,first_valid_window,True,10.0,0.1,0.123666616770707,3.2381498503423294,1.0749995394779726,405.0731608222894,14.994083169320655,0.10416705043502283,0.09983742039491239,0.16699537948218582,0.01898736436453285,741.4895537417815,48.55308817075612
