method,input_source,condition,n,one_step_state_prediction_rmse_mean,five_step_state_prediction_rmse_mean,ten_step_state_prediction_rmse_mean,predicted_omega_rmse_mean,predicted_alpha_rmse_mean,predicted_alpha_p95_error_mean,parameter_update_total_variation_mean,maximum_single_update_mean,parameter_bound_hit_rate_mean,optimizer_failure_count_mean,low_excitation_window_fraction_mean,locally_distinguishable_fraction_mean,m_absolute_error_mean_mean,m_relative_error_mean_mean,m_rmse_mean,m_median_error_mean,m_p95_error_mean,m_maximum_error_mean,m_planner_time_error_mean,m_final_error_mean,m_fraction_inside_10pct_mean,predicted_alpha_rmse_if_m_oracle_mean,predicted_alpha_error_reduction_from_m_mean,k_absolute_error_mean_mean,k_relative_error_mean_mean,k_rmse_mean,k_median_error_mean,k_p95_error_mean,k_maximum_error_mean,k_planner_time_error_mean,k_final_error_mean,k_fraction_inside_10pct_mean,predicted_alpha_rmse_if_k_oracle_mean,predicted_alpha_error_reduction_from_k_mean,b_r_absolute_error_mean_mean,b_r_relative_error_mean_mean,b_r_rmse_mean,b_r_median_error_mean,b_r_p95_error_mean,b_r_maximum_error_mean,b_r_planner_time_error_mean,b_r_final_error_mean,b_r_fraction_inside_10pct_mean,predicted_alpha_rmse_if_b_r_oracle_mean,predicted_alpha_error_reduction_from_b_r_mean
windowed_nls_huber,ukf_filtered,parameter_mismatch_high_k,3,0.02043306825486109,0.10000444784111562,0.1989934683261073,0.0203540641050147,2.0354064105014698,5.427767308830678,167.8145389455676,61.834415486263566,0.0,0.0,0.0,1.0,0.018650708014942265,0.015542256679118552,0.05380880066638385,0.0010883343556786773,0.13577244486470907,0.25,0.25,0.011944720657786068,0.933993399339934,0.05741660681375745,1.9779898036877122,13.326692620819614,0.029614872490710254,32.954991794383034,4.369138940751554,88.20194632883613,150.0,150.0,1.346182332050887,0.933993399339934,2.057257884042451,-0.02185147354098138,6.3808483373338705,0.3544915742963261,6.777708129673171,6.64073571384228,9.485911930395691,9.547211307845469,6.0,0.12208696754491655,0.07590759075907591,2.0288383515942443,0.006568058907225449
windowed_nls_cauchy,ukf_filtered,parameter_mismatch_high_k,3,0.020410179619933865,0.09987853259300843,0.19874909770522342,0.020331517505351022,2.033151750535102,5.408175610921087,167.9224093932846,63.986406319597876,0.0,0.0,0.0,1.0,0.018616396249569452,0.015513663541307876,0.053750172427449804,0.0011473220694961928,0.13528393274147477,0.25,0.25,0.01194287351932144,0.933993399339934,0.056932894904504795,1.9762188556305975,13.255155896123682,0.029455901991385963,32.68220595622473,4.370339142254863,86.04090400823179,150.0,150.0,1.3463878743297641,0.933993399339934,2.054769892424606,-0.02161814188950384,6.2881623359387,0.3493423519965944,6.656185705636834,6.64181240858376,9.098405283558822,9.15359562466336,6.0,0.13595332449157382,0.07590759075907591,2.0264036129918566,0.006748137543245658
windowed_nls_current,true_state_diagnostic,clean,3,0.016949310533538226,0.08210551648381298,0.1651415385393724,0.016927423183745263,1.692742318374526,0.06498014198442759,105.45270723362627,22.82670452133767,0.0,0.0,0.0,1.0,0.00804757022729561,0.00670630852274634,0.04440426758990265,6.104286347197174e-05,0.001591517705654244,0.25,0.25,7.988299741690241e-06,0.9684542586750787,0.022844415154759268,1.669897903219767,9.554616500227688,0.021232481111617085,22.513223585947554,1.2155365671716822,67.39247214140318,90.0,90.0,0.004784074060523835,0.9369085173501577,1.6820508764001456,0.010691441974380433,1.6406131869639686,0.09114517705355381,2.2346143612327687,0.8379876122751782,5.1402051055160936,6.0,6.0,0.5210583151339101,0.6845425867507885,1.6784389074773645,0.014303410897161584
windowed_nls_huber,true_state_diagnostic,clean,3,0.019762042015781973,0.09588069133365411,0.19061447987198046,0.01974007273224465,1.974007273224465,5.149104473016537,90.20012468675911,45.10168842592484,0.0,0.0,0.0,1.0,0.015772864426361846,0.013144053688634876,0.051271930412594764,7.629381918672351e-06,0.12499991905078844,0.25,0.25,1.1643974673347657e-10,0.9369085173501577,0.020327544514316162,1.953679728710149,5.678161469222691,0.01261813659827265,18.45774632466013,0.002746365100051662,44.998345678178794,90.0,90.0,4.19085495195759e-08,0.9684542586750787,1.96141964361919,0.012587629605275374,0.3785876577693856,0.021032647653854753,1.2305731809697258,0.00018330045833891973,3.000369664729318,6.0,6.0,3.889610411533795e-09,0.9369085173501577,1.9623489642812757,0.011658308943189422
windowed_nls_cauchy,true_state_diagnostic,clean,3,0.019762042015903834,0.09588069133396178,0.19061447987247296,0.019740072732360045,1.9740072732360041,5.1491044731266085,90.20012468675894,45.10168836807841,0.0,0.0,0.0,1.0,0.015772864426438833,0.013144053688699026,0.05127193041271864,7.6293819184503064e-06,0.1249999190519866,0.25,0.25,1.164399687780815e-10,0.9369085173501577,0.020327544516985378,1.9536797287190188,5.678161472885125,0.012618136606411388,18.457746330653695,0.002746365102893833,44.99834573663611,90.0,90.0,4.190849267615704e-08,0.9684542586750787,1.9614196436265725,0.01258762960943205,0.3785876572846112,0.021032647626922838,1.2305731802052617,0.0001833004579978592,3.0003696574935503,6.0,6.0,3.88926935102063e-09,0.9369085173501577,1.9623489642911602,0.011658308944844098
windowed_nls_current,true_state_diagnostic,initial_theta_offset,3,0.015658121986709433,0.07549201408076027,0.14987295095611217,0.01563238871359555,1.5632388713595546,0.1282742042901967,109.26985221397494,38.573870772574914,0.0,0.0,0.05714285714285714,1.0,0.007553073856760244,0.0062942282139668735,0.04221657434496387,1.5224157085436119e-05,0.006420651525967491,0.25,0.25,9.433141783254939e-07,0.9715099715099716,0.026728626622702572,1.5365102447368522,8.750249940916827,0.01944499986870406,24.70539717890195,0.15415151516930337,87.32437508629636,90.0,90.0,0.00033945287555070536,0.9145299145299145,1.5662854845547394,-0.003046613195184511,1.4254482236771178,0.07919156798206206,2.464249269332661,0.11579135583972189,5.890896878047092,6.0,6.0,0.06872400449359617,0.7150997150997153,1.565205094778933,-0.0019662234193784656
windowed_nls_huber,true_state_diagnostic,initial_theta_offset,3,0.01812385526009633,0.08756314628680402,0.17216303780583297,0.01810815240436323,1.810815240436323,4.489356140933282,90.20012758604724,45.17267002523946,0.0,0.0,0.05714285714285714,1.0,0.014245046908736242,0.011870872423946868,0.04872549508203792,1.907360084762999e-06,0.12500046053029368,0.25,0.25,7.278400104837601e-12,0.9430199430199431,0.01052816734611948,1.8002870730902034,5.1232287460342105,0.011384952768964915,17.53338546387223,0.0006850172219401429,44.92683770819656,90.0,90.0,2.6125235308427364e-09,0.9715099715099716,1.816320466551738,-0.005505226115415374,0.34233582199631635,0.01901865677757313,1.170077124646145,4.59714048446358e-05,3.0059169448646905,6.0,6.0,6.796696538913238e-10,0.9430199430199431,1.8134130346917539,-0.0025977942554309408
windowed_nls_cauchy,true_state_diagnostic,initial_theta_offset,3,0.018123855258938427,0.08756314628357031,0.17216303780243755,0.018108152403295434,1.8108152403295434,4.4893561402934665,90.20012758593714,45.17266856653086,0.0,0.0,0.05714285714285714,1.0,0.014245046908195091,0.01187087242349591,0.04872549508118008,1.9073600845409544e-06,0.1250004605220274,0.25,0.25,7.278400104837601e-12,0.9430199430199431,0.01052816744099363,1.8002870728885496,5.123228843030032,0.01138495298451118,17.533385617533213,0.0006850172521808418,44.926839177710576,90.0,90.0,2.6125235308427364e-09,0.9715099715099716,1.8163204665529058,-0.00550522622336258,0.342335813809252,0.019018656322736225,1.1700771121735971,4.5971402222733104e-05,3.005916830679345,6.0,6.0,6.801954555157863e-10,0.9430199430199431,1.813413034547202,-0.002597794217658711
windowed_nls_current,true_state_diagnostic,noise,3,0.016754280001779896,0.0810490427931904,0.16185545652204336,0.016731691793307753,1.673169179330775,0.05860738798433789,103.21514131528728,24.145753982138928,0.0,0.0,0.019047619047619046,1.0,0.00782533590392843,0.006521113253273691,0.04384277455069096,3.277388083759251e-05,0.0015459265452329636,0.25,0.25,1.2999379260432893e-06,0.9692094858257999,0.023260955434616138,1.649908223896159,8.80926519246549,0.01957614487214553,21.898143611666995,0.5006912982029803,65.8731881867027,90.0,90.0,0.0008769195600090521,0.9384189716516,1.6621449231419865,0.011024256188788476,1.275048874162998,0.070836048564611,2.0425957101701475,0.3610135997258392,5.076852392169573,6.0,6.0,0.2061352646651192,0.7536758866064002,1.6584508440418748,0.01471833528890043
windowed_nls_huber,true_state_diagnostic,noise,3,0.019445907385365117,0.09421947509358913,0.186423649977852,0.019423209258497606,1.9423209258497607,4.900771913585098,90.20012466706538,45.101473674293494,0.0,0.0,0.019047619047619046,1.0,0.015395251485154748,0.01282937623762896,0.050623829464061694,6.9936021171261116e-06,0.12499992384333998,0.25,0.25,1.6735879349027982e-10,0.9384189716516,0.020903396453925322,1.9214175293958353,5.542240013171728,0.012316088918159399,18.224455986807314,0.002517655738453565,44.99856338179362,90.0,90.0,6.024367849022383e-08,0.9692094858257999,1.9295562192646163,0.01276470658514417,0.36951954072183857,0.020528863373435475,1.215013248807345,0.00016796873332699155,3.000332539870083,6.0,6.0,4.3357992751680285e-09,0.9384189716516,1.9304869034872407,0.011834022362519884
windowed_nls_cauchy,true_state_diagnostic,noise,3,0.019445907385513706,0.09421947509379668,0.1864236499780363,0.019423209258633996,1.9423209258633995,4.900771913723713,90.20012466706505,45.10147355611613,0.0,0.0,0.019047619047619046,1.0,0.015395251485184972,0.012829376237654143,0.050623829464116865,6.993602117422171e-06,0.12499992384388518,0.25,0.25,1.6735879349027982e-10,0.9384189716516,0.020903396458379877,1.9214175294050195,5.542240020757371,0.012316088935016381,18.224455998920977,0.0025176557480979986,44.99856350080503,90.0,90.0,6.024367849022383e-08,0.9692094858257999,1.9295562192698046,0.012764706593595188,0.3695195401454939,0.02052886334141633,1.2150132479134488,0.00016796873249210384,3.000332531298801,6.0,6.0,4.335792169740671e-09,0.9384189716516,1.9304869034981704,0.011834022365229272
windowed_nls_current,true_state_diagnostic,noise_bias,3,0.017176883010434307,0.08320264255230632,0.16638442815242407,0.017151300356656726,1.7151300356656727,0.05084234559062608,101.09945394153637,27.196249582016264,0.0,0.0,0.0,1.0,0.008250263503220156,0.006875219586016797,0.04506209856714246,3.235550286132908e-05,0.0014546292670138221,0.25,0.25,1.5031583389853627e-06,0.9674931867274822,0.024952364959362372,1.6901776707063103,8.722525514292567,0.01938339003176126,21.77750213702357,0.56243208269179,62.82531329823505,90.0,90.0,0.000940678863988372,0.9349863734549645,1.7030460046050235,0.012084031060649222,1.2484467554268557,0.06935815307926975,1.9965665532846255,0.3771613271381125,4.946378548000433,6.0,6.0,0.20136100331208576,0.7608782330183016,1.6987005392922054,0.016429496373467318
windowed_nls_huber,true_state_diagnostic,noise_bias,3,0.01996189001218312,0.09682076479162299,0.19177033457710843,0.019936016994179143,1.9936016994179144,5.039009514769659,90.20012459331879,45.10139720429223,0.0,0.0,0.0,1.0,0.016253401209389933,0.013544501007824944,0.052031966772734604,8.900948581450999e-06,0.12499993003593457,0.25,0.25,3.68667985028992e-10,0.9349863734549645,0.023246496627766264,1.970355202790148,5.85117335604582,0.0130026074578796,18.731388913157797,0.00320426588511206,44.998643070160824,90.0,90.0,1.3270622882070407e-07,0.9674931867274822,1.9796802775917168,0.013921421826197378,0.3901117727474898,0.021672876263749436,1.248803552335054,0.00021377348630006546,3.0002868080988243,6.0,6.0,9.395253168046716e-09,0.9349863734549645,1.9805361408122077,0.013065558605706759
windowed_nls_cauchy,true_state_diagnostic,noise_bias,3,0.019961890012313202,0.09682076479195924,0.19177033457763973,0.019936016994302575,1.9936016994302574,5.039009514893576,90.20012459331862,45.101397156748874,0.0,0.0,0.0,1.0,0.016253401209469442,0.013544501007891202,0.05203196677287621,8.90094858130297e-06,0.12499993003729785,0.25,0.25,3.68667985028992e-10,0.9349863734549645,0.023246496629944307,1.970355202800313,5.851173359519325,0.013002607465598498,18.731388918205155,0.003204265891686949,44.99864311823912,90.0,90.0,1.327062098728978e-07,0.9674931867274822,1.9796802776005487,0.013921421829708791,0.390111772281001,0.02167287623783339,1.2488035516382643,0.00021377348563689225,3.000286801659407,6.0,6.0,9.395276852804576e-09,0.9349863734549645,1.9805361408221325,0.013065558608124897
windowed_nls_current,true_state_diagnostic,stronger_noise,3,0.016209471631480902,0.07834264289036016,0.15589348472608242,0.016186019157532185,1.6186019157532183,0.05302048775897863,99.58448542471346,26.154334696629906,0.0,0.0,0.0,1.0,0.007418306822684871,0.006181922352237394,0.042416649515678584,2.13394436986795e-05,0.0012546804902870228,0.25,0.25,6.365222153677703e-05,0.9707913908836053,0.023501938266191156,1.5950999774870274,7.740584701962991,0.017201299337695538,20.686553302501533,0.2279407999957357,55.05539820559684,90.0,90.0,0.028746844274735395,0.9415827817672108,1.6073547598449232,0.011247155908295317,1.0139236427712663,0.05632909126507035,1.8641338542076848,0.1931820477911058,4.7506590176225805,6.0,6.0,0.03592972292689822,0.7955397361852379,1.6037128538518288,0.0148890619013895
windowed_nls_huber,true_state_diagnostic,stronger_noise,3,0.018776375279803876,0.09088539433230626,0.17935225678716962,0.018752861372185157,1.8752861372185157,4.076944992781763,90.2001245862143,45.101215782585335,0.0,0.0,0.0,1.0,0.014604299620110258,0.012170249683425213,0.04897723334127724,7.631871316397346e-06,0.10416660322806066,0.25,0.25,3.88355347880065e-10,0.9415827817672108,0.021371649187709247,1.8539144880308065,5.257509398912672,0.011683354219805939,17.631706343540095,0.0027475449920946935,37.498997172518294,90.0,90.0,1.3980678659208934e-07,0.9707913908836053,1.8623153891086248,0.012970748109891073,0.35053107526236965,0.019473948625687205,1.1754888736691183,0.0001832729286235235,2.5002824159829,6.0,6.0,9.350426211085505e-09,0.9415827817672108,1.8633222704860668,0.011963866732448869
windowed_nls_cauchy,true_state_diagnostic,stronger_noise,3,0.01877637527989608,0.09088539433257276,0.17935225678762332,0.018752861372273735,1.8752861372273735,4.076944992868719,90.20012458621419,45.10121575988899,0.0,0.0,0.0,1.0,0.014604299620168895,0.012170249683474077,0.04897723334140222,7.631871316175301e-06,0.10416660322913078,0.25,0.25,3.88355347880065e-10,0.9415827817672108,0.021371649188538008,1.8539144880388356,5.257509401477403,0.011683354225505342,17.631706346549205,0.002747544998972747,37.4989972016833,90.0,90.0,1.3980676764428304e-07,0.9707913908836053,1.862315389116236,0.012970748111137484,0.3505310748706612,0.019473948603925626,1.1754888730901805,0.0001832729281794343,2.50028241087986,6.0,6.0,9.35042857956129e-09,0.9415827817672108,1.863322270492915,0.01196386673445852
windowed_nls_current,true_state_diagnostic,mass_mismatch,3,0.028141127679969985,0.14357977840258213,0.3275066052461264,0.028113644223475356,2.811364422347536,0.043091942589090215,108.0103827625465,52.09715911879986,0.0,0.0,0.32142857142857145,0.9464285714285715,0.010259957367805633,0.00854996447317136,0.0734717447398914,2.6867325697566002e-08,0.0035962264338902372,0.5499999999999999,0.5499999999999999,2.6867325697566002e-08,0.9821746880570409,0.025823865208430344,2.7855405571391056,4.726187950937912,0.010502639890973138,18.61112169133401,0.00021650898185043843,58.85966469844129,90.0,90.0,1.2023578960906889e-05,0.9465240641711231,2.808581089303782,0.0027833330437538883,0.5461414533932685,0.03034119185518158,1.4660134030140899,0.0011349462879728378,4.550242749705173,6.0,6.0,0.0011089237015902143,0.893048128342246,2.8065539444719367,0.004810477875599073
windowed_nls_huber,true_state_diagnostic,mass_mismatch,3,0.03405014563951252,0.16968455551981085,0.36654018859552545,0.03401368420106371,3.4013684201063703,5.230556224165294,90.20145512818364,45.066578095868145,0.0,0.0,0.32142857142857145,1.0,0.019607837603202033,0.016339864669335027,0.08479115470185729,2.048912151053628e-09,0.13749992563666624,0.5499999999999999,0.5499999999999999,4.989342272665453e-13,0.9465240641711231,0.01223848054369187,3.3891299395626775,3.209755085284264,0.007132789078409478,13.87753920919136,3.355035005370155e-07,22.516862210227657,90.0,90.0,8.117240213323385e-11,0.964349376114082,3.402542580917545,-0.0011741608111752733,0.21394364355620366,0.01188575797534465,0.9250729413014726,2.2394218035515223e-08,1.5005675748129441,6.0,6.0,5.009326287108706e-12,0.964349376114082,3.3991990931990532,0.0021693269073166377
windowed_nls_cauchy,true_state_diagnostic,mass_mismatch,3,0.03405014563965951,0.16968455551920059,0.36654018859459586,0.03401368420116661,3.40136842011666,5.2305562243303045,90.20145512818404,45.066578229908636,0.0,0.0,0.32142857142857145,1.0,0.01960783760306818,0.016339864669223485,0.08479115470165084,2.048912151053628e-09,0.137499925635034,0.5499999999999999,0.5499999999999999,4.989342272665453e-13,0.9465240641711231,0.012238480499095728,3.3891299396175647,3.2097550797795917,0.007132789066176873,13.877539198089293,3.355035005370155e-07,22.516862121509575,90.0,90.0,8.117240213323385e-11,0.964349376114082,3.402542580914965,-0.0011741607983046798,0.2139436429890129,0.011885757943834048,0.9250729400992098,2.2394218035515223e-08,1.500567567201653,6.0,6.0,5.009326287108706e-12,0.964349376114082,3.3991990931980265,0.002169326918633807
windowed_nls_current,true_state_diagnostic,parameter_mismatch_low_k,3,0.016451576994661987,0.07935284090582322,0.15839901332199038,0.016410618099810235,1.6410618099810235,0.08429574329163447,191.93560154480932,46.22166533394874,0.0,0.0,0.0588235294117647,1.0,0.007536063124228872,0.006280052603524061,0.04275375460584388,4.0801346183005904e-05,0.003134679225288206,0.25,0.25,3.914194662613113e-06,0.9707602339181286,0.03481356606024276,1.6062482439207806,17.749643839047636,0.03944365297566143,45.318922797853894,0.3237242298019396,144.83386866076944,180.0,180.0,0.0023965537444610163,0.8830409356725145,1.6204443373898545,0.020617472591169195,1.284916578491312,0.07138425436062842,1.9391833007365105,0.42110706635968853,4.788087212818581,6.0,6.0,0.32760961157100965,0.7660818713450293,1.6262911630489942,0.014770646932029008
windowed_nls_huber,true_state_diagnostic,parameter_mismatch_low_k,3,0.019116429910835217,0.09230932549760423,0.18246838814041602,0.019078372271326315,1.9078372271326316,5.085821422885484,180.1001457421966,90.04715408304939,0.0,0.0,0.0588235294117647,1.0,0.014619874927905285,0.012183229106587737,0.04936239473488338,1.9073436232641683e-06,0.12499989508971399,0.25,0.25,1.4588552588179482e-11,0.9415204678362573,0.030228894438700953,1.8776083326939306,10.526570214643204,0.023392378254762685,35.541268658073534,0.0013734178345430337,90.0029142449801,180.0,180.0,1.0484484391781734e-08,0.9122807017543858,1.8836269996478296,0.02421022748480195,0.3509015817773542,0.01949453232096412,1.1847239949101367,4.58190857699492e-05,3.000185166747327,6.0,6.0,2.937653675871843e-09,0.9415204678362573,1.8957037617319592,0.012133465400672394
windowed_nls_cauchy,true_state_diagnostic,parameter_mismatch_low_k,3,0.019116429910792192,0.09230932549796017,0.1824683881413838,0.01907837227130331,1.9078372271303305,5.085821422866099,180.1001457421966,90.04715425463611,0.0,0.0,0.0588235294117647,1.0,0.014619874928062897,0.012183229106719082,0.04936239473513212,1.9073436234862129e-06,0.12499989509201037,0.25,0.25,1.4588552588179482e-11,0.9415204678362573,0.030228894429956323,1.8776083327003745,10.526570203661658,0.023392378230359247,35.54126864026251,0.0013734178272102326,90.00291407321731,180.0,180.0,1.0484484391781734e-08,0.9122807017543858,1.8836269996579817,0.024210227472349022,0.3509015819145851,0.01949453232858806,1.1847239951485335,4.5819086935239284e-05,3.0001851691650394,6.0,6.0,2.93858093414201e-09,0.9415204678362573,1.8957037617305599,0.012133465399770893
windowed_nls_current,true_state_diagnostic,parameter_mismatch_high_k,3,0.017074469162426407,0.08341945843537879,0.16808007116115697,0.01705668915646634,1.705668915646634,0.05947340890974864,151.05023797840713,38.00235056914426,0.0,0.0,0.0,1.0,0.008655664494590133,0.007213053745491779,0.045428992119165644,9.491933882621595e-05,0.004947803500858106,0.25,0.25,1.440372190608663e-05,0.9669966996699669,0.029101008079039464,1.676567907567594,21.015002504239742,0.0467000055649772,44.852813607822675,1.8501477715269061,138.52636806405417,150.0,150.0,0.007364463486908335,0.834983498349835,1.7237078958467513,-0.018038980200117294,2.060386603798279,0.11446592243323776,2.6467530530712686,1.1885599816187558,5.881336889970672,6.0,6.0,0.6824882575576829,0.570957095709571,1.6940329321908039,0.011635983455829946
windowed_nls_huber,true_state_diagnostic,parameter_mismatch_high_k,3,0.019821378405434006,0.09715675402855399,0.19370146223420237,0.019815973289317997,1.9815973289317996,4.971514879392983,150.1201600668018,75.04674730957942,0.0,0.0,0.0,1.0,0.016501651583719617,0.013751376319766346,0.052443064683341624,7.629396574948544e-06,0.12499998885245,0.25,0.25,2.3281754302217905e-10,0.933993399339934,0.01754540747708462,1.964051921454715,9.90199260954504,0.022004428021211202,31.467306631820332,0.004579725400162715,75.01331022621207,150.0,150.0,1.3978490187582793e-07,0.933993399339934,2.00220805082818,-0.020610721896380246,0.3961122397690438,0.022006235542724652,1.258730716882732,0.0001834025927145433,3.000831196020009,6.0,6.0,7.910049504289418e-09,0.933993399339934,1.9725732650039334,0.009024063927866255
windowed_nls_cauchy,true_state_diagnostic,parameter_mismatch_high_k,3,0.019821378405660228,0.09715675402871922,0.19370146223404397,0.01981597328954584,1.981597328954584,4.97151487962266,150.12016006680173,75.04674754964917,0.0,0.0,0.0,1.0,0.016501651583697208,0.013751376319747677,0.05244306468334541,7.62939657383832e-06,0.12499998885263874,0.25,0.25,2.3281754302217905e-10,0.933993399339934,0.017545407446215345,1.9640519215083685,9.90199259205887,0.022004427982353043,31.467306605876605,0.004579725392204637,75.01330998654032,150.0,150.0,1.3978490187582793e-07,0.933993399339934,2.00220805083302,-0.020610721878436156,0.39611223877305307,0.02200623548739183,1.258730715314788,0.00018340259766347344,3.0008311812614856,6.0,6.0,7.909939370165375e-09,0.933993399339934,1.9725732650206222,0.009024063933961601
